COMID,CAT_PPT_JAN1953,CAT_PPT_FEB1953,CAT_PPT_MAR1953,CAT_PPT_APR1953,CAT_PPT_MAY1953,CAT_PPT_JUN1953,CAT_PPT_JUL1953,CAT_PPT_AUG1953,CAT_PPT_SEP1953,CAT_PPT_OCT1953,CAT_PPT_NOV1953,CAT_PPT_DEC1953,filename
3917230,102.52,15.62,27.74,9.11,58.41,28,0.88,6.14,3.79,38.22,61.88,33.87,PPT1953_CAT_CONUS.zip
3917244,102.73,16.18,29.87,9.83,59.76,27.72,0.87,6.55,3.96,38.12,64.31,33.47,PPT1953_CAT_CONUS.zip
3917266,104.1,18.97,35.07,12.38,63.88,27.16,0.72,7.44,4.08,37.72,73.84,37.82,PPT1953_CAT_CONUS.zip
3917912,153.77,37.34,55.96,34.15,89.98,36.49,0.09,15.46,7.06,50.09,147.94,68.46,PPT1953_CAT_CONUS.zip
3917914,126.99,35.7,70.52,27.34,71.37,27.88,0.1,10.19,3.9,43.95,124.93,47.29,PPT1953_CAT_CONUS.zip
3917916,144.98,42.82,82.15,32.37,82,34.77,0.19,15.16,6.17,48.74,143.51,56.83,PPT1953_CAT_CONUS.zip
3917918,148.38,32.29,53.18,22.34,82.8,30.39,0.55,10.91,4.9,41.78,120.36,57.27,PPT1953_CAT_CONUS.zip
3917920,129.18,25.38,33.01,13.96,73.42,28.65,0.7,8.46,5.01,39.77,85.67,51.38,PPT1953_CAT_CONUS.zip
3917922,126.53,22.41,29.12,12.45,71.45,29.2,0.87,8.08,5,40.66,79.32,49.71,PPT1953_CAT_CONUS.zip
3917924,122.81,20.62,26.92,11.63,70.74,29.19,0.92,7.69,4.87,40.82,76.25,46.59,PPT1953_CAT_CONUS.zip
3917926,116.71,17.17,21.46,9.66,69.66,29.41,1.02,6.87,4.69,41.43,69.67,39.12,PPT1953_CAT_CONUS.zip
3917946,109.66,18.61,35.2,10.82,55.93,28,0.66,5.9,3.27,36.33,65.22,36.83,PPT1953_CAT_CONUS.zip
3917948,105.61,19.2,35.24,12.57,64.17,27.13,0.71,7.5,4.1,37.7,74.87,38.22,PPT1953_CAT_CONUS.zip
3917950,99.3,17.09,32.75,11.39,62.85,27.53,0.82,6.84,3.97,38.09,71.31,36.21,PPT1953_CAT_CONUS.zip
948010046,98.76,16.92,30.12,10.51,62.31,27.63,0.83,6.81,3.97,38.29,69.1,35.74,PPT1953_CAT_CONUS.zip
948010047,104.42,17.68,30,10.98,64.41,27.84,0.83,7.04,4.16,38.76,70.87,37.18,PPT1953_CAT_CONUS.zip
948010048,116.71,17.17,21.46,9.66,69.66,29.42,1.03,6.87,4.69,41.44,69.67,39.12,PPT1953_CAT_CONUS.zip
948010089,123.19,21.48,29.07,12.25,70.55,28.98,0.87,7.91,4.86,40.42,77.96,48.06,PPT1953_CAT_CONUS.zip
948010091,120.62,20.57,28.28,11.83,69.88,28.91,0.89,7.7,4.77,40.38,76.27,45.78,PPT1953_CAT_CONUS.zip
948010092,108.15,19.5,33.79,12.35,65.29,27.54,0.75,7.54,4.24,38.29,74.71,39.99,PPT1953_CAT_CONUS.zip
948010095,111.82,17.04,23.58,9.82,67.67,28.96,0.98,6.83,4.49,40.62,69.35,38.16,PPT1953_CAT_CONUS.zip
948010096,104.98,19.06,34.67,12.34,64.19,27.26,0.73,7.45,4.11,37.86,73.96,38.31,PPT1953_CAT_CONUS.zip
