COMID,CAT_TAV_JAN2002,CAT_TAV_FEB2002,CAT_TAV_MAR2002,CAT_TAV_APR2002,CAT_TAV_MAY2002,CAT_TAV_JUN2002,CAT_TAV_JUL2002,CAT_TAV_AUG2002,CAT_TAV_SEP2002,CAT_TAV_OCT2002,CAT_TAV_NOV2002,CAT_TAV_DEC2002,filename
3917070,-2.77,2.02,1.42,4.18,6.94,12.53,18.25,14.61,13.46,6.4,1.76,-0.65,TAV2002_CAT_CONUS.zip
3917072,-2.67,2.15,1.59,4.38,7.18,12.75,18.45,14.85,13.68,6.53,1.91,-0.61,TAV2002_CAT_CONUS.zip
3917082,-2.85,1.47,0.93,4.16,6.77,12.35,18.2,14.64,13.37,6.36,1.7,-0.82,TAV2002_CAT_CONUS.zip
3917084,-3.01,1.44,0.88,3.83,6.49,12.06,17.9,14.28,13.16,6.14,1.45,-0.97,TAV2002_CAT_CONUS.zip
3917106,-2.76,1.59,1.09,4.37,6.97,12.52,18.37,14.83,13.58,6.45,1.82,-0.79,TAV2002_CAT_CONUS.zip
3917114,-2.57,2.1,1.61,4.61,7.32,12.84,18.62,15.01,13.85,6.58,1.96,-0.66,TAV2002_CAT_CONUS.zip
3917130,-2.68,1.91,1.49,4.57,7.2,12.66,18.51,14.93,13.86,6.44,1.83,-0.89,TAV2002_CAT_CONUS.zip
3917136,-2.55,1.7,1.25,4.8,7.35,12.87,18.76,15.24,13.96,6.69,2.15,-0.61,TAV2002_CAT_CONUS.zip
3917138,-2.37,1.9,1.52,5.22,7.74,13.2,19.11,15.61,14.4,6.88,2.41,-0.53,TAV2002_CAT_CONUS.zip
3917154,-2.64,2.11,1.58,4.45,7.22,12.76,18.5,14.89,13.73,6.54,1.92,-0.63,TAV2002_CAT_CONUS.zip
3917156,-2.22,2.59,2.11,5.21,7.95,13.47,19.17,15.6,14.3,6.99,2.43,-0.3,TAV2002_CAT_CONUS.zip
3917158,-0.12,4.07,3.97,8.62,11.49,17.16,22.11,19.21,16.34,9.6,5.31,2.1,TAV2002_CAT_CONUS.zip
3917160,-0.35,3.91,3.71,8.12,11,16.67,21.76,18.77,16.1,9.31,4.96,1.83,TAV2002_CAT_CONUS.zip
3917162,-2.34,2.34,1.97,5.2,7.79,13.23,19.05,15.49,14.32,6.8,2.25,-0.61,TAV2002_CAT_CONUS.zip
3917164,-1.16,3.47,2.98,6.75,9.64,15.22,20.6,17.33,15.31,8.27,3.82,0.9,TAV2002_CAT_CONUS.zip
3917172,-1.87,2.87,2.33,5.63,8.48,14.04,19.58,16.15,14.55,7.43,2.91,0.17,TAV2002_CAT_CONUS.zip
3917176,-1.41,3.28,2.95,6.62,9.26,14.73,20.26,16.91,15.15,7.87,3.42,0.45,TAV2002_CAT_CONUS.zip
3917178,-1.84,2.9,2.56,5.99,8.59,14.04,19.73,16.23,14.8,7.36,2.87,-0.05,TAV2002_CAT_CONUS.zip
3917194,-2.23,2.06,1.75,5.52,7.87,13.19,19.23,15.68,14.54,6.89,2.43,-0.55,TAV2002_CAT_CONUS.zip
3917198,0.07,4.08,4.31,9,11.81,17.53,22.4,19.58,16.56,9.85,5.58,2.31,TAV2002_CAT_CONUS.zip
3917200,0.43,4.21,4.85,9.54,12.28,18.06,22.82,20.09,16.95,10.21,5.96,2.64,TAV2002_CAT_CONUS.zip
3917212,-0.96,3.56,3.32,7.4,9.97,15.49,20.84,17.64,15.53,8.41,4,0.97,TAV2002_CAT_CONUS.zip
3917214,-0.12,4.05,4.13,8.69,11.4,17.06,21.99,19.11,16.35,9.52,5.22,2.03,TAV2002_CAT_CONUS.zip
3917218,0.02,4.13,4.26,8.91,11.68,17.37,22.23,19.41,16.5,9.74,5.47,2.24,TAV2002_CAT_CONUS.zip
3917220,0.06,4.15,4.34,8.99,11.73,17.42,22.26,19.46,16.54,9.78,5.51,2.28,TAV2002_CAT_CONUS.zip
3917228,0.06,4.15,4.34,8.99,11.73,17.42,22.26,19.46,16.54,9.78,5.51,2.28,TAV2002_CAT_CONUS.zip
3917230,0.79,4.16,5.34,10.2,12.9,18.93,23.8,20.91,17.58,10.71,6.07,2.66,TAV2002_CAT_CONUS.zip
3917244,0.84,4.28,5.39,10.18,12.91,18.86,23.67,20.84,17.61,10.74,6.18,2.79,TAV2002_CAT_CONUS.zip
3917250,-1.07,3.47,3.24,7.28,9.75,15.25,20.67,17.42,15.42,8.24,3.81,0.8,TAV2002_CAT_CONUS.zip
3917256,0.06,4.15,4.34,8.99,11.73,17.42,22.26,19.46,16.54,9.78,5.51,2.28,TAV2002_CAT_CONUS.zip
3917268,0.06,4.15,4.34,8.99,11.73,17.42,22.26,19.46,16.54,9.78,5.51,2.28,TAV2002_CAT_CONUS.zip
3917272,-0.84,3.64,3.41,7.6,10.15,15.68,20.98,17.82,15.64,8.55,4.14,1.1,TAV2002_CAT_CONUS.zip
3917274,0.07,4.13,4.37,9.02,11.74,17.44,22.26,19.46,16.53,9.79,5.52,2.29,TAV2002_CAT_CONUS.zip
3917276,-0.86,3.54,3.32,7.56,10.1,15.65,20.89,17.72,15.57,8.5,4.13,1.1,TAV2002_CAT_CONUS.zip
3917278,-0.51,3.81,3.69,8.09,10.72,16.31,21.42,18.38,15.94,8.98,4.64,1.54,TAV2002_CAT_CONUS.zip
3917280,0.06,4.13,4.36,9.01,11.74,17.44,22.26,19.46,16.53,9.79,5.51,2.28,TAV2002_CAT_CONUS.zip
3917282,-0.26,3.88,4.02,8.52,11.14,16.8,21.74,18.78,16.15,9.32,5.01,1.86,TAV2002_CAT_CONUS.zip
3917284,0.12,4.08,4.51,9.16,11.81,17.55,22.29,19.46,16.53,9.85,5.57,2.34,TAV2002_CAT_CONUS.zip
3917286,0.11,4.08,4.5,9.15,11.8,17.54,22.28,19.46,16.53,9.84,5.56,2.33,TAV2002_CAT_CONUS.zip
3917912,-2.14,2.67,2.24,5.4,8.11,13.59,19.32,15.75,14.45,7.06,2.52,-0.29,TAV2002_CAT_CONUS.zip
3917914,-1.98,2.01,1.75,5.8,8.32,13.82,19.75,16.29,14.66,7.35,2.95,-0.03,TAV2002_CAT_CONUS.zip
3917916,-2.46,1.97,1.62,5.1,7.59,13.02,18.92,15.39,14.26,6.71,2.19,-0.7,TAV2002_CAT_CONUS.zip
3917918,-0.73,3.72,3.47,7.63,10.42,15.99,21.21,18.1,15.77,8.77,4.4,1.31,TAV2002_CAT_CONUS.zip
3917920,-0.09,4.06,4.01,8.66,11.53,17.21,22.15,19.26,16.36,9.63,5.34,2.12,TAV2002_CAT_CONUS.zip
3917922,0.2,4.02,4.5,9.23,12.06,17.83,22.66,19.89,16.72,10.06,5.8,2.46,TAV2002_CAT_CONUS.zip
3917946,0.99,4.45,5.71,10.68,13.29,19.42,24.3,21.29,17.94,10.88,6.11,2.77,TAV2002_CAT_CONUS.zip
3917948,0.51,4.23,4.97,9.67,12.41,18.2,22.94,20.23,17.04,10.31,6.06,2.72,TAV2002_CAT_CONUS.zip
3917950,0.73,4.28,5.23,9.94,12.68,18.55,23.29,20.58,17.36,10.56,6.22,2.83,TAV2002_CAT_CONUS.zip
3917956,-1.97,2.64,2.52,6.06,8.2,13.56,19.44,15.91,14.63,7.04,2.54,-0.35,TAV2002_CAT_CONUS.zip
3917958,-1.72,2.84,2.71,6.36,8.55,13.95,19.71,16.27,14.77,7.31,2.82,-0.02,TAV2002_CAT_CONUS.zip
3917960,-1.58,2.91,2.75,6.53,8.76,14.18,19.87,16.48,14.88,7.47,3.01,0.16,TAV2002_CAT_CONUS.zip
948010089,0.27,4.03,4.64,9.37,12.18,17.97,22.76,20.03,16.8,10.15,5.89,2.53,TAV2002_CAT_CONUS.zip
