COMID,CAT_TAV_JAN2014,CAT_TAV_FEB2014,CAT_TAV_MAR2014,CAT_TAV_APR2014,CAT_TAV_MAY2014,CAT_TAV_JUN2014,CAT_TAV_JUL2014,CAT_TAV_AUG2014,CAT_TAV_SEP2014,CAT_TAV_OCT2014,CAT_TAV_NOV2014,CAT_TAV_DEC2014,filename
3917070,4.02,1.54,3.77,6.25,10.35,13.7,21.67,19.26,16.39,10.4,3.93,1.03,TAV2014_CAT_CONUS.zip
3917072,4.05,1.67,3.93,6.4,10.52,13.87,21.87,19.44,16.56,10.56,4,1.12,TAV2014_CAT_CONUS.zip
3917082,3.54,0.87,2.87,5.31,9.46,12.82,20.6,18.12,15.45,9.75,3.21,0.5,TAV2014_CAT_CONUS.zip
3917084,3.83,1.27,3.36,5.7,9.92,13.24,21.05,18.58,15.88,10.06,3.53,0.82,TAV2014_CAT_CONUS.zip
3917100,3.81,5.13,7.85,10.15,14.49,18.18,25.03,22.78,19.33,13.07,6.36,5.02,TAV2014_CAT_CONUS.zip
3917106,3.81,1.37,3.47,5.85,10.01,13.35,21.12,18.64,15.91,10.17,3.63,0.85,TAV2014_CAT_CONUS.zip
3917114,4.27,2.48,4.82,7.11,11.37,14.69,22.32,19.91,17.06,11.11,4.59,1.82,TAV2014_CAT_CONUS.zip
3917130,4.4,2.48,4.88,7.06,11.3,14.62,22.31,19.82,16.93,11.04,4.6,1.69,TAV2014_CAT_CONUS.zip
3917136,4.23,2.04,4.23,6.53,10.71,14,21.83,19.33,16.56,10.8,4.13,1.33,TAV2014_CAT_CONUS.zip
3917138,4.94,3.2,5.59,7.73,11.97,15.19,23.06,20.54,17.67,11.83,5.04,2.19,TAV2014_CAT_CONUS.zip
3917154,4.13,1.98,4.26,6.66,10.84,14.17,22.03,19.61,16.74,10.76,4.22,1.38,TAV2014_CAT_CONUS.zip
3917156,4.37,2.86,5.3,7.67,11.88,15.22,22.89,20.52,17.56,11.53,4.97,2.12,TAV2014_CAT_CONUS.zip
3917158,4,4.96,7.67,10.06,14.37,18.03,24.82,22.54,19.09,12.97,6.26,4.84,TAV2014_CAT_CONUS.zip
3917160,4.19,4.9,7.55,9.89,14.24,17.71,24.62,22.32,18.96,12.89,6.35,4.45,TAV2014_CAT_CONUS.zip
3917162,4.49,2.97,5.46,7.68,11.92,15.25,22.82,20.38,17.42,11.49,5.06,2.12,TAV2014_CAT_CONUS.zip
3917164,4.45,4.12,6.67,9.03,13.27,16.66,24.13,21.85,18.66,12.54,5.81,3.39,TAV2014_CAT_CONUS.zip
3917172,4.29,3.04,5.46,7.87,12.06,15.43,23.12,20.77,17.72,11.67,5.03,2.38,TAV2014_CAT_CONUS.zip
3917176,4.26,3.41,5.88,8.3,12.5,15.95,23.23,20.86,17.76,11.85,5.43,2.89,TAV2014_CAT_CONUS.zip
3917178,4.36,3.21,5.69,8.05,12.27,15.66,23.05,20.69,17.67,11.71,5.29,2.54,TAV2014_CAT_CONUS.zip
