COMID,CAT_RUN_JAN1950,CAT_RUN_FEB1950,CAT_RUN_MAR1950,CAT_RUN_APR1950,CAT_RUN_MAY1950,CAT_RUN_JUN1950,CAT_RUN_JUL1950,CAT_RUN_AUG1950,CAT_RUN_SEP1950,CAT_RUN_OCT1950,CAT_RUN_NOV1950,CAT_RUN_DEC1950,filename
3917070,6.07,60.72,81.09,57.58,29.57,16.27,7.08,4.02,3.39,97.07,82.7,91.32,RUN1950_CAT_CONUS.zip
3917072,5.16,59.6,82.4,52.2,26.76,14.88,6.39,3.66,3.21,94.39,79.2,88.22,RUN1950_CAT_CONUS.zip
3917082,5.87,54.04,70.62,51.87,26.47,14.56,6.37,3.79,3.11,88.51,74.04,91.07,RUN1950_CAT_CONUS.zip
3917084,15.84,62.19,72.79,62.36,31.7,17.19,7.67,4.52,3.48,99.97,81.96,95.72,RUN1950_CAT_CONUS.zip
3917106,5.3,53.2,67.75,45.79,23.38,13.05,5.6,3.41,2.89,82.85,66.5,84.93,RUN1950_CAT_CONUS.zip
3917114,12.24,48.08,61.77,47.38,24.18,13.42,5.81,3.57,2.77,82.88,64.48,80.98,RUN1950_CAT_CONUS.zip
3917130,6.78,52.76,63.02,40.76,20.79,11.78,4.96,3.16,2.77,71.9,54.14,75.79,RUN1950_CAT_CONUS.zip
3917136,7.56,55.01,64.19,38.18,19.45,11.19,4.65,2.87,2.55,81.59,60,77.3,RUN1950_CAT_CONUS.zip
3917138,13.22,59.2,59.7,30.2,15.3,9.24,3.65,2.36,2.2,80.31,50.95,67.21,RUN1950_CAT_CONUS.zip
3917154,8.18,55.32,74.32,50.67,25.93,14.39,6.21,3.65,3.05,90.21,73.7,85.63,RUN1950_CAT_CONUS.zip
3917156,2.75,37.69,61.51,35,18.05,10.4,4.26,2.67,2.32,70.94,54.96,72.43,RUN1950_CAT_CONUS.zip
3917158,0.48,0.65,4.77,2.26,1.39,1.91,0.23,0.57,1.07,42.59,23.69,49,RUN1950_CAT_CONUS.zip
3917160,0.64,0.69,15.13,7.49,4.01,3.3,0.88,0.89,1.27,48.18,28.4,54.43,RUN1950_CAT_CONUS.zip
3917162,1.71,41.22,55.69,32.08,16.41,9.6,3.87,2.57,2.33,57.59,43.8,68.04,RUN1950_CAT_CONUS.zip
3917164,0.94,7.22,45.93,22.67,11.75,7.14,2.75,1.87,1.9,57.89,39.64,63.49,RUN1950_CAT_CONUS.zip
3917172,2.83,30.13,62.02,35.96,18.51,10.61,4.39,2.68,2.48,73.14,56.64,74.12,RUN1950_CAT_CONUS.zip
3917176,1.28,26.03,49.66,46.28,23.08,13.01,5.6,3.27,2.76,45.92,45.01,72.5,RUN1950_CAT_CONUS.zip
3917178,1.78,30.22,49.93,37.41,18.93,10.89,4.53,2.81,2.38,50.81,45.68,69.72,RUN1950_CAT_CONUS.zip
3917194,8.09,66.35,70.81,55.69,27.66,15.68,6.73,3.85,3.37,71.92,67.22,84.3,RUN1950_CAT_CONUS.zip
3917198,0.58,0.64,2.94,1.37,0.91,1.69,0.12,0.5,1.05,42.06,22.87,47.24,RUN1950_CAT_CONUS.zip
3917200,0.65,0.6,1.53,0.76,0.55,1.52,0.04,0.41,1.01,38.95,19.08,40.99,RUN1950_CAT_CONUS.zip
3917230,0.79,0.44,1.35,0.41,0.48,1.52,0.04,0.38,0.91,40.03,15.72,35.33,RUN1950_CAT_CONUS.zip
3917244,0.73,0.48,1.32,0.48,0.49,1.53,0.04,0.36,0.91,40.05,15.29,36.26,RUN1950_CAT_CONUS.zip
3917912,2.13,33.14,54.34,30.2,15.61,9.15,3.66,2.4,2.06,63.01,47.7,67.62,RUN1950_CAT_CONUS.zip
3917914,5.8,53.66,55.35,28.73,14.46,8.82,3.43,2.2,2.15,72.19,46.59,62.73,RUN1950_CAT_CONUS.zip
3917916,8.04,57.86,62.69,39.62,19.98,11.56,4.79,2.98,2.7,69.46,52.87,73.24,RUN1950_CAT_CONUS.zip
3917918,0.85,10.03,26.26,21.09,10.69,6.65,2.53,1.72,1.8,44.76,32.95,59.09,RUN1950_CAT_CONUS.zip
3917920,0.48,0.64,4.55,2.14,1.33,1.88,0.21,0.56,1.06,42.75,23.66,48.91,RUN1950_CAT_CONUS.zip
3917946,0.9,0.44,1.7,0.46,0.47,1.47,0.02,0.51,0.98,35.93,13.08,35.46,RUN1950_CAT_CONUS.zip
3917948,0.64,0.57,1.39,0.69,0.52,1.52,0.04,0.4,0.99,38.91,18.24,39.73,RUN1950_CAT_CONUS.zip
3917950,0.65,0.53,1.22,0.6,0.5,1.53,0.04,0.37,0.96,40.11,16.9,37.73,RUN1950_CAT_CONUS.zip
