COMID,CAT_RUN_JAN1976,CAT_RUN_FEB1976,CAT_RUN_MAR1976,CAT_RUN_APR1976,CAT_RUN_MAY1976,CAT_RUN_JUN1976,CAT_RUN_JUL1976,CAT_RUN_AUG1976,CAT_RUN_SEP1976,CAT_RUN_OCT1976,CAT_RUN_NOV1976,CAT_RUN_DEC1976,filename
3917070,46.38,81.65,44.46,26,13.12,6.94,4.6,6.65,1.85,1.06,1.59,0.36,RUN1976_CAT_CONUS.zip
3917072,41.67,76.44,40.35,22.31,11.28,5.96,4.1,6.11,1.68,0.99,1.52,0.33,RUN1976_CAT_CONUS.zip
3917082,37.14,69.79,35.07,23.79,11.68,7.52,4.9,6.66,1.54,1.86,1.38,0.26,RUN1976_CAT_CONUS.zip
3917084,43.43,76.06,40.58,27.29,13.45,7.86,5.05,6.9,1.89,1.46,1.53,0.3,RUN1976_CAT_CONUS.zip
3917106,33.76,64.49,32.4,21.36,10.53,6.73,4.44,6.31,1.5,1.64,1.26,0.28,RUN1976_CAT_CONUS.zip
3917114,34.93,67.89,35.46,21.92,10.91,5.96,3.9,5.93,1.68,0.97,1.34,0.27,RUN1976_CAT_CONUS.zip
3917130,30.96,59.11,31.95,20.37,10.16,5.64,3.76,5.8,1.73,0.98,1.13,0.37,RUN1976_CAT_CONUS.zip
3917136,28.65,56.3,27.31,17.3,8.52,5.68,3.78,5.87,1.3,1.41,1.16,0.29,RUN1976_CAT_CONUS.zip
3917138,23.71,46.88,22.55,12.97,6.44,4.18,2.84,5.26,1.24,0.85,1.03,0.33,RUN1976_CAT_CONUS.zip
3917154,39.2,73.24,38.55,22.31,11.2,6,4.04,6.06,1.68,0.98,1.45,0.3,RUN1976_CAT_CONUS.zip
3917156,30.46,64.96,33.01,17.67,8.96,4.74,3.24,5.39,1.42,0.84,1.23,0.26,RUN1976_CAT_CONUS.zip
3917158,0.58,14.99,7.08,4.64,2.09,1.34,0.92,3.02,0.89,0.52,0.69,0.12,RUN1976_CAT_CONUS.zip
3917160,1.41,22.22,10.69,6.27,3,1.8,1.21,3.59,1.05,0.58,0.68,0.13,RUN1976_CAT_CONUS.zip
3917162,24.75,54.19,28.81,18.62,9.31,5.07,3.34,5.35,1.54,0.9,1.08,0.37,RUN1976_CAT_CONUS.zip
3917164,24.73,58.56,31.2,16.22,8.12,4.35,2.69,5.43,1.35,0.76,1.21,0.2,RUN1976_CAT_CONUS.zip
3917172,32.29,66.96,35.43,19.09,9.6,5.1,3.33,5.79,1.49,0.85,1.36,0.26,RUN1976_CAT_CONUS.zip
3917176,15.6,46.36,27.94,27.17,13.11,6.94,3.93,5.81,1.63,0.95,1.49,0.4,RUN1976_CAT_CONUS.zip
3917178,21.52,54.04,29.92,23.52,11.56,6.14,3.68,5.51,1.54,0.95,1.4,0.38,RUN1976_CAT_CONUS.zip
3917194,27.42,54.08,35.01,33.82,16.28,9.17,5.22,6.66,1.94,1.42,1.88,0.64,RUN1976_CAT_CONUS.zip
3917198,0.56,8.91,4.03,3.15,1.32,0.95,0.69,2.8,0.81,0.48,0.66,0.11,RUN1976_CAT_CONUS.zip
3917200,0.52,2.74,0.93,1.79,0.52,0.56,0.42,2.6,0.66,0.43,0.59,0.11,RUN1976_CAT_CONUS.zip
3917230,0.43,1.73,0.27,0.68,0.45,0.53,0.34,2.08,0.58,0.47,0.42,0.07,RUN1976_CAT_CONUS.zip
3917244,0.42,1.64,0.29,0.98,0.42,0.52,0.36,2.15,0.58,0.47,0.46,0.08,RUN1976_CAT_CONUS.zip
3917912,25.78,59.56,29.61,16.14,8.17,4.33,2.97,5.08,1.33,0.79,1.13,0.25,RUN1976_CAT_CONUS.zip
3917914,19.58,44.4,21.23,11.93,5.63,4.18,2.85,5.26,1.1,1.12,0.93,0.3,RUN1976_CAT_CONUS.zip
3917916,26.37,51.83,28.5,21.21,10.45,6.02,3.79,5.77,1.6,1.02,1.25,0.45,RUN1976_CAT_CONUS.zip
3917918,7.82,30.87,16.96,14.12,6.75,3.69,2.19,4.38,1.2,0.69,1.06,0.23,RUN1976_CAT_CONUS.zip
3917920,0.57,14.32,6.74,4.46,2,1.3,0.89,2.97,0.88,0.52,0.68,0.11,RUN1976_CAT_CONUS.zip
3917946,0.45,1.95,0.38,0.69,0.47,0.5,0.39,2.28,0.62,0.42,0.45,0.08,RUN1976_CAT_CONUS.zip
3917948,0.5,1.95,0.52,1.59,0.43,0.53,0.39,2.51,0.64,0.44,0.57,0.11,RUN1976_CAT_CONUS.zip
3917950,0.45,1.56,0.33,1.29,0.41,0.52,0.37,2.15,0.61,0.46,0.51,0.1,RUN1976_CAT_CONUS.zip
