COMID,CAT_TAV_JAN1962,CAT_TAV_FEB1962,CAT_TAV_MAR1962,CAT_TAV_APR1962,CAT_TAV_MAY1962,CAT_TAV_JUN1962,CAT_TAV_JUL1962,CAT_TAV_AUG1962,CAT_TAV_SEP1962,CAT_TAV_OCT1962,CAT_TAV_NOV1962,CAT_TAV_DEC1962,filename
3917070,-1.92,3.68,0.33,5.48,7.35,12.62,17.3,15.96,16.31,8.32,3.31,1.91,TAV1962_CAT_CONUS.zip
3917072,-1.92,3.71,0.53,5.71,7.54,12.82,17.5,16.11,16.37,8.43,3.46,1.94,TAV1962_CAT_CONUS.zip
3917082,-1.86,3.59,-0.16,4.98,7.21,12.53,17.15,15.79,15.9,8.06,2.95,1.81,TAV1962_CAT_CONUS.zip
3917084,-1.92,3.61,-0.39,4.65,6.85,12.16,16.79,15.52,15.98,7.91,2.76,1.75,TAV1962_CAT_CONUS.zip
3917100,-2.53,1.94,3.67,10.06,10.1,15.55,19.57,18.21,16.72,9.75,5.57,2.32,TAV1962_CAT_CONUS.zip
3917106,-1.83,3.61,-0.02,5.13,7.33,12.64,17.31,15.9,16.04,8.15,3.05,1.84,TAV1962_CAT_CONUS.zip
3917114,-2.02,3.47,0.27,5.47,7.27,12.55,17.2,15.87,16.17,8.21,3.22,1.83,TAV1962_CAT_CONUS.zip
3917130,-1.87,3.61,0.25,5.35,7.38,12.64,17.41,15.96,16.42,8.29,3.21,1.84,TAV1962_CAT_CONUS.zip
3917136,-1.71,3.7,0.08,5.25,7.48,12.82,17.57,16.05,16.13,8.24,3.15,1.93,TAV1962_CAT_CONUS.zip
3917138,-1.61,3.83,0.18,5.31,7.57,12.9,17.78,16.15,16.36,8.33,3.24,2.01,TAV1962_CAT_CONUS.zip
3917154,-1.96,3.61,0.41,5.59,7.42,12.7,17.36,16,16.29,8.33,3.35,1.89,TAV1962_CAT_CONUS.zip
3917156,-2.06,3.39,0.95,6.32,7.83,13.09,17.74,16.31,16.32,8.57,3.73,1.94,TAV1962_CAT_CONUS.zip
3917158,-2.74,1.63,3.35,9.76,9.71,15.1,19.08,17.71,16.39,9.47,5.32,2.19,TAV1962_CAT_CONUS.zip
3917160,-2.64,1.77,2.9,9.2,9.24,14.62,18.66,17.4,16.41,9.32,5.09,2.15,TAV1962_CAT_CONUS.zip
3917162,-1.94,3.5,0.73,5.98,7.74,12.99,17.76,16.25,16.45,8.51,3.55,1.91,TAV1962_CAT_CONUS.zip
3917164,-2.47,2.33,2.09,8.03,8.61,13.89,18.16,16.85,16.29,8.98,4.53,2.03,TAV1962_CAT_CONUS.zip
3917172,-2.2,2.98,1.36,6.94,8.1,13.36,17.83,16.49,16.33,8.72,4.03,1.99,TAV1962_CAT_CONUS.zip
3917176,-2.27,2.77,1.69,7.44,8.3,13.52,17.98,16.6,16.38,8.8,4.2,1.96,TAV1962_CAT_CONUS.zip
3917178,-2.12,3.18,1.23,6.76,8.05,13.3,17.92,16.46,16.33,8.67,3.9,1.96,TAV1962_CAT_CONUS.zip
3917194,-1.68,3.7,0.22,5.45,7.6,12.94,17.87,16.13,16.22,8.39,3.28,1.97,TAV1962_CAT_CONUS.zip
3917198,-2.44,1.96,3.61,10.01,10.06,15.47,19.45,18.1,16.68,9.71,5.52,2.39,TAV1962_CAT_CONUS.zip
3917200,-2.06,2.36,4.07,10.46,10.66,16.12,20.05,18.73,17.18,10.07,5.82,2.69,TAV1962_CAT_CONUS.zip
3917222,-2.42,1.97,3.49,9.86,9.92,15.29,19.26,17.94,16.65,9.64,5.43,2.38,TAV1962_CAT_CONUS.zip
3917230,-1.85,2.73,4.71,11.1,11.4,16.92,21.1,19.7,17.87,10.48,6.23,2.88,TAV1962_CAT_CONUS.zip
3917244,-1.83,2.7,4.65,11.02,11.35,16.84,20.93,19.58,17.78,10.44,6.18,2.91,TAV1962_CAT_CONUS.zip
3917266,-2.04,2.4,4.21,10.61,10.83,16.32,20.24,18.92,17.29,10.15,5.91,2.74,TAV1962_CAT_CONUS.zip
3917912,-2.07,3.37,1.02,6.42,7.88,13.14,17.8,16.36,16.33,8.6,3.76,1.95,TAV1962_CAT_CONUS.zip
3917914,-1.67,3.39,0.69,6.11,7.85,13.31,18,16.47,16.28,8.57,3.71,2.11,TAV1962_CAT_CONUS.zip
3917916,-1.71,3.76,0.27,5.4,7.56,12.85,17.72,16.12,16.42,8.35,3.26,1.94,TAV1962_CAT_CONUS.zip
3917918,-2.5,2.15,2.58,8.68,9.04,14.33,18.52,17.18,16.4,9.17,4.81,2.1,TAV1962_CAT_CONUS.zip
3917920,-2.71,1.65,3.37,9.78,9.74,15.14,19.12,17.75,16.41,9.49,5.34,2.2,TAV1962_CAT_CONUS.zip
3917922,-2.45,2,3.74,10.13,10.2,15.66,19.67,18.28,16.74,9.79,5.61,2.39,TAV1962_CAT_CONUS.zip
3917924,-2.34,2.13,3.9,10.29,10.41,15.88,19.91,18.53,16.91,9.91,5.72,2.48,TAV1962_CAT_CONUS.zip
3917926,-2.17,2.36,4.23,10.59,10.83,16.31,20.4,19.05,17.3,10.16,5.92,2.63,TAV1962_CAT_CONUS.zip
3917946,-1.72,2.9,4.95,11.37,11.62,17.18,21.4,19.97,18.13,10.63,6.39,2.99,TAV1962_CAT_CONUS.zip
3917948,-2.04,2.39,4.17,10.57,10.78,16.26,20.18,18.87,17.26,10.12,5.88,2.73,TAV1962_CAT_CONUS.zip
3917950,-1.92,2.55,4.4,10.79,11.06,16.55,20.52,19.19,17.5,10.28,6.03,2.82,TAV1962_CAT_CONUS.zip
948010046,-1.95,2.53,4.39,10.78,11.05,16.52,20.57,19.21,17.49,10.27,6.02,2.81,TAV1962_CAT_CONUS.zip
948010047,-2.03,2.45,4.29,10.68,10.93,16.41,20.42,19.08,17.38,10.2,5.96,2.75,TAV1962_CAT_CONUS.zip
948010048,-2.17,2.37,4.24,10.6,10.84,16.32,20.41,19.06,17.31,10.17,5.93,2.64,TAV1962_CAT_CONUS.zip
948010089,-2.37,2.08,3.83,10.23,10.32,15.79,19.8,18.41,16.82,9.86,5.67,2.46,TAV1962_CAT_CONUS.zip
948010091,-2.31,2.15,3.92,10.32,10.44,15.92,19.93,18.55,16.94,9.93,5.73,2.51,TAV1962_CAT_CONUS.zip
948010092,-2.11,2.33,4.12,10.52,10.72,16.2,20.14,18.81,17.19,10.08,5.86,2.68,TAV1962_CAT_CONUS.zip
948010095,-2.11,2.41,4.28,10.65,10.9,16.38,20.46,19.11,17.36,10.2,5.95,2.68,TAV1962_CAT_CONUS.zip
948010096,-2.05,2.38,4.19,10.59,10.8,16.29,20.22,18.89,17.26,10.13,5.9,2.72,TAV1962_CAT_CONUS.zip
