COMID,CAT_TAV_JAN2008,CAT_TAV_FEB2008,CAT_TAV_MAR2008,CAT_TAV_APR2008,CAT_TAV_MAY2008,CAT_TAV_JUN2008,CAT_TAV_JUL2008,CAT_TAV_AUG2008,CAT_TAV_SEP2008,CAT_TAV_OCT2008,CAT_TAV_NOV2008,CAT_TAV_DEC2008,filename
3917070,-2.69,0.64,0.89,2.69,8.41,12.09,18.38,17.53,15.88,8.91,4.19,-1.04,TAV2008_CAT_CONUS.zip
3917072,-2.57,0.73,1.03,2.83,8.58,12.28,18.55,17.74,16.02,9.05,4.27,-0.97,TAV2008_CAT_CONUS.zip
3917082,-3.71,0.07,-0.21,1.88,7.25,11.14,17.12,16.15,14.84,7.96,3.48,-1.75,TAV2008_CAT_CONUS.zip
3917084,-3.11,0.45,0.4,2.43,7.82,11.66,17.64,16.83,15.43,8.49,3.88,-1.38,TAV2008_CAT_CONUS.zip
3917100,-0.06,3.19,4.85,7.2,13.51,16.98,21.92,21.63,18.34,11.61,6.67,0.44,TAV2008_CAT_CONUS.zip
3917106,-3.31,0.36,0.32,2.43,7.88,11.72,17.64,16.82,15.32,8.43,3.78,-1.54,TAV2008_CAT_CONUS.zip
3917114,-2.11,1.23,1.81,3.88,9.43,13.14,18.88,18.33,16.41,9.57,4.74,-0.8,TAV2008_CAT_CONUS.zip
3917130,-2.14,1.18,1.78,3.89,9.52,13.15,19.01,18.6,16.58,9.62,4.62,-0.92,TAV2008_CAT_CONUS.zip
3917136,-2.85,0.68,0.93,2.99,8.55,12.37,18.19,17.46,15.87,8.99,4.1,-1.3,TAV2008_CAT_CONUS.zip
3917138,-1.89,1.36,2.15,4.17,9.89,13.62,19.31,18.84,16.97,10.08,4.79,-0.78,TAV2008_CAT_CONUS.zip
3917154,-2.39,0.92,1.32,3.23,8.9,12.6,18.66,17.95,16.16,9.24,4.44,-0.9,TAV2008_CAT_CONUS.zip
3917156,-1.84,1.43,2.25,4.26,10.02,13.64,19.46,18.92,16.76,9.95,5.02,-0.6,TAV2008_CAT_CONUS.zip
3917158,-0.26,3,4.71,7.09,13.38,16.82,21.72,21.29,18.18,11.43,6.59,0.38,TAV2008_CAT_CONUS.zip
3917160,-0.33,2.78,4.56,6.69,12.87,16.33,21.32,21.01,17.91,11.34,6.41,0.3,TAV2008_CAT_CONUS.zip
3917162,-1.82,1.47,2.31,4.47,10.18,13.76,19.46,19.1,16.83,9.99,4.98,-0.73,TAV2008_CAT_CONUS.zip
3917164,-0.74,2.29,3.87,5.83,11.9,15.39,21.02,20.64,18.04,11.27,6,0.14,TAV2008_CAT_CONUS.zip
