COMID,CAT_TAV_JAN1951,CAT_TAV_FEB1951,CAT_TAV_MAR1951,CAT_TAV_APR1951,CAT_TAV_MAY1951,CAT_TAV_JUN1951,CAT_TAV_JUL1951,CAT_TAV_AUG1951,CAT_TAV_SEP1951,CAT_TAV_OCT1951,CAT_TAV_NOV1951,CAT_TAV_DEC1951,filename
3917070,0.19,3.33,0.43,6.42,8.89,13.69,18,16.82,17.43,7.46,1.9,-2.69,TAV1951_CAT_CONUS.zip
3917072,0.22,3.32,0.64,6.64,9.11,13.94,18.14,16.99,17.54,7.58,2.07,-2.58,TAV1951_CAT_CONUS.zip
3917082,0.24,3.1,-0.03,5.86,8.62,13.3,17.84,16.65,17.19,7.16,1.52,-3.19,TAV1951_CAT_CONUS.zip
3917084,0.2,3.24,-0.25,5.6,8.27,12.96,17.65,16.39,17.09,7.04,1.31,-3.25,TAV1951_CAT_CONUS.zip
3917106,0.28,3.11,0.11,6,8.75,13.45,17.93,16.78,17.23,7.26,1.64,-3.06,TAV1951_CAT_CONUS.zip
3917114,0.17,3.14,0.44,6.34,8.78,13.62,17.93,16.78,17.12,7.39,1.82,-2.77,TAV1951_CAT_CONUS.zip
3917130,0.26,3.2,0.4,6.25,8.88,13.65,17.99,16.89,17.23,7.45,1.84,-2.75,TAV1951_CAT_CONUS.zip
3917136,0.39,3.13,0.21,6.1,8.88,13.58,18.07,16.97,17.31,7.36,1.75,-2.98,TAV1951_CAT_CONUS.zip
3917138,0.52,3.24,0.31,6.18,8.97,13.67,18.19,17.13,17.38,7.48,1.85,-2.84,TAV1951_CAT_CONUS.zip
3917154,0.2,3.25,0.54,6.5,8.96,13.79,18.05,16.89,17.36,7.49,1.95,-2.66,TAV1951_CAT_CONUS.zip
3917156,0.16,3.04,1.12,7.12,9.42,14.36,18.28,17.25,17.29,7.75,2.37,-2.33,TAV1951_CAT_CONUS.zip
3917158,-0.04,2.21,3.52,10.12,11.31,16.87,19.61,18.98,16.73,8.69,4.07,-0.95,TAV1951_CAT_CONUS.zip
3917160,-0.03,2.31,3.11,9.66,10.97,16.37,19.21,18.59,16.77,8.54,3.84,-1.08,TAV1951_CAT_CONUS.zip
3917162,0.25,3.06,0.9,6.79,9.29,14.16,18.2,17.2,17.24,7.68,2.21,-2.46,TAV1951_CAT_CONUS.zip
3917164,-0.05,2.52,2.28,8.63,10.32,15.49,18.66,17.91,16.81,8.18,3.25,-1.62,TAV1951_CAT_CONUS.zip
3917172,0.07,2.89,1.52,7.69,9.75,14.76,18.39,17.47,17.15,7.9,2.7,-2.06,TAV1951_CAT_CONUS.zip
3917176,0.07,2.71,1.91,8.05,9.99,15.11,18.45,17.65,17.09,8.02,2.95,-1.78,TAV1951_CAT_CONUS.zip
3917178,0.16,2.86,1.44,7.44,9.65,14.66,18.34,17.46,17.13,7.88,2.59,-2.14,TAV1951_CAT_CONUS.zip
3917194,0.41,3.17,0.38,6.27,9,13.75,17.98,17.15,17.14,7.5,1.93,-2.84,TAV1951_CAT_CONUS.zip
3917198,0.23,2.5,3.76,10.39,11.63,17.23,20,19.39,17.08,8.94,4.26,-0.65,TAV1951_CAT_CONUS.zip
3917200,0.62,2.89,4.18,10.87,12.13,17.81,20.64,20.02,17.61,9.31,4.55,-0.27,TAV1951_CAT_CONUS.zip
3917230,1.11,3.32,4.76,11.57,12.8,18.6,21.6,20.97,18.27,9.8,4.97,0.14,TAV1951_CAT_CONUS.zip
3917244,1.03,3.27,4.69,11.47,12.74,18.5,21.47,20.86,18.19,9.73,4.91,0.08,TAV1951_CAT_CONUS.zip
3917912,0.17,2.99,1.21,7.19,9.47,14.44,18.31,17.31,17.26,7.79,2.42,-2.29,TAV1951_CAT_CONUS.zip
3917914,0.38,2.85,0.8,6.81,9.3,14.12,18.34,17.44,17.32,7.65,2.3,-2.69,TAV1951_CAT_CONUS.zip
3917916,0.42,3.2,0.41,6.26,9.01,13.74,18.11,17.09,17.31,7.51,1.89,-2.76,TAV1951_CAT_CONUS.zip
3917918,0.01,2.44,2.78,9.17,10.71,16.04,19.03,18.34,16.91,8.39,3.56,-1.3,TAV1951_CAT_CONUS.zip
3917920,-0.01,2.23,3.54,10.15,11.34,16.91,19.65,19.02,16.76,8.71,4.09,-0.91,TAV1951_CAT_CONUS.zip
3917946,1.3,3.51,4.99,11.84,13.03,18.84,21.88,21.23,18.5,9.97,5.09,0.32,TAV1951_CAT_CONUS.zip
3917948,0.68,2.94,4.26,10.98,12.22,17.93,20.78,20.15,17.68,9.37,4.61,-0.21,TAV1951_CAT_CONUS.zip
3917950,0.84,3.09,4.47,11.21,12.47,18.2,21.09,20.46,17.92,9.54,4.75,-0.07,TAV1951_CAT_CONUS.zip
