COMID,CAT_PPT_JAN1960,CAT_PPT_FEB1960,CAT_PPT_MAR1960,CAT_PPT_APR1960,CAT_PPT_MAY1960,CAT_PPT_JUN1960,CAT_PPT_JUL1960,CAT_PPT_AUG1960,CAT_PPT_SEP1960,CAT_PPT_OCT1960,CAT_PPT_NOV1960,CAT_PPT_DEC1960,filename
3917070,65.94,204.87,109.46,33.37,70.69,3.9,15.05,0.21,0.74,41.17,205.46,113.3,PPT1960_CAT_CONUS.zip
3917072,65.23,202.53,107.16,30.4,69.7,4.04,16.01,0.19,0.76,41.28,198.07,113,PPT1960_CAT_CONUS.zip
3917082,59.48,194.1,97.3,30.01,64.27,0.72,18.83,0.07,8.59,42.57,185.35,161.09,PPT1960_CAT_CONUS.zip
3917084,59.58,199.03,97.59,33.71,64.73,1.59,18.01,0.21,4.22,42.28,193.99,143.76,PPT1960_CAT_CONUS.zip
3917106,57.5,184.24,91.87,30.17,61.32,1.17,18.6,0.09,7.09,39.82,174.03,156.38,PPT1960_CAT_CONUS.zip
3917114,59.99,192.23,89.16,33.49,60.78,2.82,15.08,0.19,1.12,36.9,175.48,121.51,PPT1960_CAT_CONUS.zip
3917130,58.58,174.22,83.87,35.64,58.16,3.23,17.47,0.2,1.33,34.86,162.42,135.32,PPT1960_CAT_CONUS.zip
3917136,52.86,167.67,84.65,27.25,54.94,0.78,18.59,0.08,6.04,36.64,155.83,155.19,PPT1960_CAT_CONUS.zip
3917138,46.87,146.84,73.29,26.15,46.88,1.17,18.1,0.14,2.03,31.56,133.64,144.29,PPT1960_CAT_CONUS.zip
3917154,63.12,198.6,100.08,31.7,66.19,3.53,15.68,0.19,0.91,39.62,189.46,116.64,PPT1960_CAT_CONUS.zip
3917156,62.87,189.97,91.55,31.11,61.68,3.81,13.14,0.15,0.72,34.5,171.9,109.98,PPT1960_CAT_CONUS.zip
3917158,39.34,130.51,56.8,14.22,36.82,4.44,4.88,0.11,0.2,19.85,93.6,97.25,PPT1960_CAT_CONUS.zip
3917160,48.28,149.58,59.69,16.3,41.9,4.99,4.99,0.13,0.18,23.63,99.29,95.75,PPT1960_CAT_CONUS.zip
3917162,63.96,172.73,83.75,35.66,56.39,3.51,15.23,0.18,1.26,32.56,155.01,130.27,PPT1960_CAT_CONUS.zip
3917164,61.99,179.73,88.14,25.44,52.57,3.98,8.32,0.12,0.39,29.36,166.28,106.9,PPT1960_CAT_CONUS.zip
3917172,63.66,189.48,97.5,27.69,60.14,3.91,11.72,0.15,0.57,34.63,179.89,109.7,PPT1960_CAT_CONUS.zip
3917176,85.34,182.12,104.5,36.14,52.04,3.1,9.52,0.27,0.84,38.21,169.86,149.92,PPT1960_CAT_CONUS.zip
3917178,78.79,183.86,96.47,35.9,55.15,3.22,11.66,0.23,1.34,34.63,165.11,131.44,PPT1960_CAT_CONUS.zip
3917194,88.47,181.26,116.67,45.64,56.4,1.1,18.85,0.39,4.32,41.93,182.36,190.94,PPT1960_CAT_CONUS.zip
3917198,38.54,123.3,51.97,13.8,34.8,4.43,4.58,0.09,0.22,19.63,91.8,96.65,PPT1960_CAT_CONUS.zip
3917200,35.62,106.55,45.82,13.23,30.14,4.01,4.1,0.07,0.29,18.67,86.77,94.26,PPT1960_CAT_CONUS.zip
3917230,29.71,106.18,34.16,8.05,26.55,4.88,3.01,0.01,0.01,16.82,78.54,68.45,PPT1960_CAT_CONUS.zip
3917244,30.51,107.47,37.44,9.26,26.79,4.61,3.24,0.03,0.08,16.79,77.24,75.77,PPT1960_CAT_CONUS.zip
3917912,62.32,184.68,86.37,31.44,59.12,3.7,12.52,0.14,0.77,32.62,159.95,109.89,PPT1960_CAT_CONUS.zip
3917914,51.37,147.66,77.12,26.11,47.16,0.57,20.47,0.06,5.23,31.71,127.48,139.66,PPT1960_CAT_CONUS.zip
3917916,64.43,162.27,86.55,34.63,52.13,2.09,17.97,0.21,2.12,34.81,155.19,152.05,PPT1960_CAT_CONUS.zip
3917918,59.63,154.25,79.91,22.64,43.97,3.79,6.9,0.17,0.47,28.14,127.44,118.46,PPT1960_CAT_CONUS.zip
3917920,39.13,129.72,56.14,14.04,36.67,4.47,4.84,0.1,0.19,19.79,93.03,96.66,PPT1960_CAT_CONUS.zip
3917946,33.53,113.01,38.18,9.06,26.32,4.95,2.82,0.01,0.01,15.71,82.64,66.44,PPT1960_CAT_CONUS.zip
3917948,34.35,102.5,44.26,12.61,29.32,4.02,3.98,0.06,0.28,18.27,83.97,91.46,PPT1960_CAT_CONUS.zip
3917950,32.51,102.68,40.64,11.28,28.47,4.43,3.49,0.03,0.2,18.5,78.7,84.75,PPT1960_CAT_CONUS.zip
