COMID,CAT_RUN_JAN1979,CAT_RUN_FEB1979,CAT_RUN_MAR1979,CAT_RUN_APR1979,CAT_RUN_MAY1979,CAT_RUN_JUN1979,CAT_RUN_JUL1979,CAT_RUN_AUG1979,CAT_RUN_SEP1979,CAT_RUN_OCT1979,CAT_RUN_NOV1979,CAT_RUN_DEC1979,filename
3917070,1,72.06,56.04,45.98,26.87,12.4,6.05,5.36,2.29,17.04,75.94,77,RUN1979_CAT_CONUS.zip
3917072,1.01,69.81,50.42,42.03,23.32,10.67,5.15,4.85,2.08,16.08,76.6,76.56,RUN1979_CAT_CONUS.zip
3917082,1.29,67.14,52.38,42.18,31.78,14.61,7.14,5.93,2.91,13.66,64.69,69.38,RUN1979_CAT_CONUS.zip
3917084,2.37,75.3,59.71,47.36,33.53,15.55,7.64,6.19,2.68,24.85,68.83,72.76,RUN1979_CAT_CONUS.zip
3917100,0.89,1.48,1.17,1.36,2.6,0.21,0.1,1.04,0.62,5.73,2.36,10.5,RUN1979_CAT_CONUS.zip
3917106,1.14,62.37,47.16,37.23,28.02,12.74,6.23,5.32,2.57,12.23,61.57,64.74,RUN1979_CAT_CONUS.zip
3917114,1.87,58.02,42.11,36.34,23.91,10.92,5.34,4.69,1.92,19.89,55.8,61.76,RUN1979_CAT_CONUS.zip
3917130,1.39,54.2,39.87,31.95,22.2,9.94,4.84,4.31,1.76,13.17,54.21,56.55,RUN1979_CAT_CONUS.zip
3917136,0.91,61.14,43.73,31.33,23.56,10.53,5.16,4.61,2.24,12.85,60.35,60.29,RUN1979_CAT_CONUS.zip
3917138,0.89,59.14,38.88,23.87,17.29,7.44,3.68,3.6,1.57,16.23,58.23,53.87,RUN1979_CAT_CONUS.zip
3917154,1.36,65.48,47.5,40.01,23.77,10.87,5.28,4.81,2.03,17.81,68.51,70.85,RUN1979_CAT_CONUS.zip
3917156,1.03,47.24,31.12,29.3,16.52,7.3,3.52,3.61,1.58,10.49,54.01,59.25,RUN1979_CAT_CONUS.zip
3917158,0.88,1.57,1.78,1.47,2.56,0.22,0.1,1.06,0.58,5.58,2.45,14.1,RUN1979_CAT_CONUS.zip
3917160,0.94,1.73,1.41,1.53,2.59,0.25,0.1,1.19,0.61,5.73,5.23,23.61,RUN1979_CAT_CONUS.zip
3917162,1.07,43.62,31.61,28.45,18.08,7.97,3.87,3.61,1.56,7.16,44.05,50.1,RUN1979_CAT_CONUS.zip
3917164,0.99,26.95,20.06,15.76,9.78,3.76,1.83,2.42,1.08,6.47,37.1,48.4,RUN1979_CAT_CONUS.zip
3917172,1,45.56,33.12,27.19,15.76,6.81,3.3,3.49,1.51,10.64,53.83,60.56,RUN1979_CAT_CONUS.zip
3917176,1.32,37.58,47.3,37.2,21.03,9.39,4.64,3.73,1.76,6.5,20.79,46.73,RUN1979_CAT_CONUS.zip
3917178,1.26,41.66,37.62,35.63,20.04,9.01,4.42,3.75,1.74,6.92,32.21,48.71,RUN1979_CAT_CONUS.zip
3917194,1.48,83.98,80.36,55.2,31.8,14.69,7.29,5.43,2.52,9.53,52.47,66.2,RUN1979_CAT_CONUS.zip
3917198,0.91,1.56,1.67,1.37,2.5,0.2,0.09,1.01,0.58,5.52,2.4,10.18,RUN1979_CAT_CONUS.zip
3917200,0.85,1.53,1.74,1.2,2.4,0.18,0.09,0.89,0.58,5.27,2.29,3.55,RUN1979_CAT_CONUS.zip
3917222,0.9,1.96,1.93,1.5,2.54,0.23,0.1,1.03,0.57,5.43,2.95,12.77,RUN1979_CAT_CONUS.zip
3917230,0.83,1.35,0.75,0.87,2.32,0.14,0.09,0.79,0.59,5.31,2.34,1.19,RUN1979_CAT_CONUS.zip
3917244,0.82,1.34,1.15,0.92,2.34,0.15,0.1,0.76,0.59,5.32,2.27,1.18,RUN1979_CAT_CONUS.zip
3917266,0.83,1.48,1.74,1.14,2.39,0.18,0.1,0.86,0.59,5.26,2.22,1.31,RUN1979_CAT_CONUS.zip
3917912,1.06,40.53,25.35,26.1,14.79,6.47,3.11,3.27,1.45,8.92,45.58,52.92,RUN1979_CAT_CONUS.zip
3917914,0.93,56.65,38.04,21.29,14.45,6.11,2.99,3.26,1.63,15.65,54.77,50.06,RUN1979_CAT_CONUS.zip
3917916,1.07,60.63,48.06,35.76,23.24,10.41,5.13,4.33,1.9,12.04,53.09,55.37,RUN1979_CAT_CONUS.zip
3917918,1.06,16.3,19.37,14.95,9.54,3.68,1.81,2.1,1.02,5.93,11.23,29.66,RUN1979_CAT_CONUS.zip
3917920,0.88,1.56,1.75,1.45,2.55,0.21,0.1,1.05,0.58,5.58,2.43,13.61,RUN1979_CAT_CONUS.zip
3917922,0.94,1.48,1.41,1.31,2.53,0.2,0.1,1,0.6,5.68,2.31,7.97,RUN1979_CAT_CONUS.zip
3917924,0.95,1.43,1.34,1.21,2.49,0.19,0.1,0.94,0.61,5.71,2.27,5.62,RUN1979_CAT_CONUS.zip
3917926,0.92,1.33,1.08,0.96,2.44,0.19,0.1,0.79,0.62,5.79,2.25,2.22,RUN1979_CAT_CONUS.zip
3917946,0.92,1.65,0.8,1.05,2.31,0.13,0.08,1.04,0.59,5.06,2.68,1.45,RUN1979_CAT_CONUS.zip
3917948,0.83,1.49,1.74,1.15,2.39,0.18,0.09,0.86,0.58,5.25,2.24,1.92,RUN1979_CAT_CONUS.zip
3917950,0.81,1.42,1.55,1.02,2.36,0.17,0.1,0.8,0.59,5.31,2.15,1.22,RUN1979_CAT_CONUS.zip
948010046,0.79,1.36,1.4,0.97,2.37,0.16,0.1,0.79,0.59,5.35,2.13,1.21,RUN1979_CAT_CONUS.zip
948010047,0.83,1.39,1.45,1.03,2.39,0.17,0.1,0.81,0.6,5.41,2.19,1.45,RUN1979_CAT_CONUS.zip
948010048,0.92,1.33,1.08,0.96,2.44,0.19,0.1,0.79,0.63,5.8,2.25,2.22,RUN1979_CAT_CONUS.zip
948010089,0.95,1.47,1.45,1.27,2.5,0.19,0.1,0.98,0.6,5.65,2.27,6.27,RUN1979_CAT_CONUS.zip
948010091,0.94,1.44,1.41,1.21,2.48,0.19,0.1,0.93,0.61,5.65,2.26,5.21,RUN1979_CAT_CONUS.zip
948010092,0.85,1.47,1.67,1.16,2.41,0.18,0.1,0.88,0.59,5.34,2.23,2.36,RUN1979_CAT_CONUS.zip
948010095,0.88,1.33,1.15,0.95,2.42,0.18,0.1,0.78,0.62,5.68,2.21,1.95,RUN1979_CAT_CONUS.zip
