COMID,CAT_RUN_JAN1995,CAT_RUN_FEB1995,CAT_RUN_MAR1995,CAT_RUN_APR1995,CAT_RUN_MAY1995,CAT_RUN_JUN1995,CAT_RUN_JUL1995,CAT_RUN_AUG1995,CAT_RUN_SEP1995,CAT_RUN_OCT1995,CAT_RUN_NOV1995,CAT_RUN_DEC1995,filename
3917070,92.67,130.67,174.07,149.59,88.11,48.84,24.71,11.18,5.79,3.66,2.91,66.7,RUN1995_CAT_CONUS.zip
3917072,98.81,133.09,178.93,150.33,75.18,40.71,20.49,9.16,4.78,3.1,2.6,66.11,RUN1995_CAT_CONUS.zip
3917082,87.09,174.41,175.62,155.51,91.81,55.84,27.87,12.88,6.54,3.79,3.12,66.51,RUN1995_CAT_CONUS.zip
3917084,90.77,152.74,162.25,147.38,103.65,58.65,29.6,13.68,6.98,4,3.29,76.74,RUN1995_CAT_CONUS.zip
3917100,44.59,21.08,41.23,26.62,13.58,8.64,4.09,1.5,0.9,0.89,0.96,38.99,RUN1995_CAT_CONUS.zip
3917106,91.28,159.79,168.06,142.55,81.04,48.7,24.38,11.17,5.69,3.39,2.78,65.3,RUN1995_CAT_CONUS.zip
3917114,89,104.71,143.18,120.19,79.74,43.32,21.99,9.95,5.14,3.06,2.61,65.73,RUN1995_CAT_CONUS.zip
3917130,100.88,115.52,147.35,113.22,68.23,36.78,18.76,8.4,4.37,2.81,2.3,65.44,RUN1995_CAT_CONUS.zip
3917136,97.54,146.56,159.06,128.01,67.93,40.35,20.25,9.17,4.69,2.86,2.28,65.93,RUN1995_CAT_CONUS.zip
3917138,107.37,114.14,139.43,101.2,51.19,27.67,14.16,6.19,3.22,2.14,1.61,68.88,RUN1995_CAT_CONUS.zip
3917154,94.91,122.29,164.73,138.61,77.62,42.09,21.26,9.56,4.96,3.1,2.62,66.25,RUN1995_CAT_CONUS.zip
3917156,88.57,89.32,145.15,114.87,57.6,31.44,15.92,6.95,3.65,2.42,2.13,55.16,RUN1995_CAT_CONUS.zip
3917158,52.49,24.63,47.49,32.82,16.61,10.17,4.97,1.88,1.09,0.97,1.01,35.77,RUN1995_CAT_CONUS.zip
3917160,58.46,29.05,49.02,36.33,18.43,11.14,5.46,2.09,1.2,0.98,1.17,42.89,RUN1995_CAT_CONUS.zip
3917162,97.36,94.64,142.61,103.53,57.82,31.05,15.8,6.97,3.65,2.42,2.05,54.57,RUN1995_CAT_CONUS.zip
3917164,77.86,47.9,74.05,70.24,34.77,19.76,10.21,4.12,2.22,1.74,1.83,53.47,RUN1995_CAT_CONUS.zip
3917172,88.25,85.27,120.53,105.9,53.66,29.63,15.09,6.5,3.43,2.38,2.19,58.51,RUN1995_CAT_CONUS.zip
3917176,102.3,83.03,124.34,107.22,69.14,36.6,18.59,8.4,4.33,2.63,2.38,43.58,RUN1995_CAT_CONUS.zip
3917178,93.31,79.7,133.94,103.95,67.26,35.77,18.09,8.15,4.22,2.58,2.34,46.03,RUN1995_CAT_CONUS.zip
3917194,132.39,161.42,190.99,153.05,96.46,50.2,25.23,11.79,5.96,3.35,2.98,60.19,RUN1995_CAT_CONUS.zip
3917198,50.31,23.4,46.4,30.86,15.63,9.63,4.63,1.76,1.02,0.9,0.98,32.63,RUN1995_CAT_CONUS.zip
3917200,43.16,19.65,44.12,28.02,14.2,8.82,4.18,1.58,0.92,0.79,0.85,23.19,RUN1995_CAT_CONUS.zip
3917222,57.08,26.71,50.22,35.09,17.66,10.66,5.22,2.01,1.15,0.97,1.06,32.9,RUN1995_CAT_CONUS.zip
3917230,21.48,9.21,25.51,13.61,7.21,5.26,2.32,0.71,0.5,0.56,0.52,12.64,RUN1995_CAT_CONUS.zip
3917244,26.59,11.52,31.05,15.81,8.35,5.83,2.72,0.85,0.57,0.6,0.58,13.63,RUN1995_CAT_CONUS.zip
3917266,37.5,16.9,41.44,25.52,12.99,8.2,3.85,1.43,0.85,0.74,0.77,20.65,RUN1995_CAT_CONUS.zip
3917912,86.48,78.64,139.95,106.14,54.23,29.58,14.98,6.52,3.43,2.25,1.99,50.63,RUN1995_CAT_CONUS.zip
3917914,119.72,123.47,146.65,101.95,51.58,27.99,14.11,6.26,3.21,1.89,1.68,72.35,RUN1995_CAT_CONUS.zip
3917916,109.86,120.75,151.86,112.25,67.35,35.72,18.16,8.19,4.23,2.69,2.15,63.9,RUN1995_CAT_CONUS.zip
3917918,78.04,49.93,77.72,64.47,38.13,21.02,10.63,4.54,2.41,1.66,1.62,40.27,RUN1995_CAT_CONUS.zip
3917920,51.73,24.25,47.04,32.3,16.36,10.04,4.89,1.84,1.07,0.96,1,35.56,RUN1995_CAT_CONUS.zip
3917922,42.63,19.8,41.31,25.94,13.28,8.45,3.97,1.46,0.88,0.85,0.92,34.06,RUN1995_CAT_CONUS.zip
3917924,39.49,18.19,39.21,23.28,12.04,7.8,3.58,1.3,0.81,0.79,0.83,32.01,RUN1995_CAT_CONUS.zip
3917926,34.46,15.71,34.63,17.67,9.47,6.44,2.77,0.97,0.65,0.7,0.63,29.9,RUN1995_CAT_CONUS.zip
3917946,23.95,10.49,29.1,17.17,8.78,6.03,2.98,0.91,0.59,0.54,0.57,15.42,RUN1995_CAT_CONUS.zip
3917948,39.14,17.69,42.24,26.27,13.35,8.38,3.95,1.47,0.87,0.75,0.79,21.28,RUN1995_CAT_CONUS.zip
3917950,35.2,15.64,38.54,21.56,11.12,7.24,3.29,1.19,0.73,0.68,0.68,18.02,RUN1995_CAT_CONUS.zip
948010046,31.99,14.1,36.31,18.87,9.85,6.61,2.95,1.04,0.66,0.65,0.66,17.08,RUN1995_CAT_CONUS.zip
948010047,34.43,15.41,37.74,20.93,10.86,7.13,3.22,1.16,0.72,0.69,0.69,21.04,RUN1995_CAT_CONUS.zip
948010048,34.46,15.71,34.63,17.67,9.47,6.44,2.77,0.97,0.65,0.7,0.63,29.9,RUN1995_CAT_CONUS.zip
948010089,40.78,18.8,40.69,25.04,12.85,8.21,3.83,1.41,0.85,0.82,0.89,31.79,RUN1995_CAT_CONUS.zip
948010091,39.48,18.14,39.75,23.86,12.3,7.92,3.65,1.34,0.82,0.79,0.83,30.61,RUN1995_CAT_CONUS.zip
948010092,38.19,17.3,41.28,25.41,12.96,8.2,3.84,1.42,0.85,0.75,0.79,23.01,RUN1995_CAT_CONUS.zip
948010095,33.61,15.18,34.89,17.77,9.47,6.43,2.78,0.97,0.64,0.68,0.63,26.4,RUN1995_CAT_CONUS.zip
948010096,37.57,16.94,41.31,25.37,12.92,8.17,3.83,1.42,0.84,0.74,0.77,21.16,RUN1995_CAT_CONUS.zip
