COMID,CAT_TAV_JAN1956,CAT_TAV_FEB1956,CAT_TAV_MAR1956,CAT_TAV_APR1956,CAT_TAV_MAY1956,CAT_TAV_JUN1956,CAT_TAV_JUL1956,CAT_TAV_AUG1956,CAT_TAV_SEP1956,CAT_TAV_OCT1956,CAT_TAV_NOV1956,CAT_TAV_DEC1956,filename
3917070,0.95,0.36,0.74,5,9.73,11.2,18.23,15.67,15.19,7.19,0.82,-0.46,TAV1956_CAT_CONUS.zip
3917072,0.99,0.33,0.96,5.23,9.95,11.41,18.41,15.86,15.29,7.32,0.99,-0.43,TAV1956_CAT_CONUS.zip
3917082,0.95,0.3,0.09,4.41,9.37,10.89,18.1,15.4,15.01,6.89,0.54,-0.6,TAV1956_CAT_CONUS.zip
3917084,0.83,0.28,-0.06,4.19,9.02,10.54,17.78,15.13,14.93,6.73,0.26,-0.69,TAV1956_CAT_CONUS.zip
3917100,1.98,0,4.64,9.18,12.45,14.86,20.81,18.19,15.53,9.08,3.68,0.65,TAV1956_CAT_CONUS.zip
3917106,1.02,0.3,0.29,4.57,9.51,11.02,18.22,15.55,15.14,7,0.64,-0.55,TAV1956_CAT_CONUS.zip
3917114,0.92,0.17,0.76,4.99,9.56,11.13,18.18,15.58,15.13,7.12,0.81,-0.48,TAV1956_CAT_CONUS.zip
3917130,1.03,0.25,0.73,4.93,9.66,11.12,18.29,15.73,15.37,7.18,0.74,-0.54,TAV1956_CAT_CONUS.zip
3917136,1.15,0.35,0.46,4.64,9.63,11.17,18.4,15.71,15.29,7.11,0.76,-0.45,TAV1956_CAT_CONUS.zip
3917138,1.28,0.39,0.68,4.73,9.71,11.25,18.52,15.87,15.53,7.22,0.8,-0.38,TAV1956_CAT_CONUS.zip
3917154,0.96,0.26,0.86,5.11,9.77,11.28,18.3,15.73,15.22,7.23,0.9,-0.45,TAV1956_CAT_CONUS.zip
3917156,1.07,0.13,1.52,5.78,10.24,11.84,18.68,16.11,15.31,7.54,1.41,-0.25,TAV1956_CAT_CONUS.zip
3917158,1.67,-0.34,4.39,8.8,12.05,14.54,20.39,17.69,15.11,8.79,3.56,0.64,TAV1956_CAT_CONUS.zip
3917160,1.56,-0.25,3.85,8.3,11.69,13.99,19.97,17.37,15.1,8.59,3.18,0.5,TAV1956_CAT_CONUS.zip
3917162,1.12,0.17,1.29,5.49,10.09,11.6,18.63,16.07,15.47,7.46,1.19,-0.37,TAV1956_CAT_CONUS.zip
3917164,1.25,-0.18,2.9,7.25,11.07,13.08,19.32,16.74,15.05,8.13,2.5,0.2,TAV1956_CAT_CONUS.zip
3917172,1.13,0.05,1.99,6.3,10.54,12.28,18.88,16.32,15.17,7.75,1.8,-0.09,TAV1956_CAT_CONUS.zip
3917176,1.17,0,2.44,6.7,10.75,12.57,19.02,16.52,15.3,7.88,2.18,-0.01,TAV1956_CAT_CONUS.zip
3917178,1.16,0.06,1.9,6.13,10.45,12.13,18.89,16.31,15.35,7.7,1.71,-0.14,TAV1956_CAT_CONUS.zip
3917194,1.29,0.45,0.85,4.81,9.81,11.37,18.6,15.9,15.3,7.29,0.84,-0.39,TAV1956_CAT_CONUS.zip
3917198,1.91,-0.05,4.59,9.08,12.38,14.77,20.71,18.1,15.5,8.99,3.72,0.68,TAV1956_CAT_CONUS.zip
3917200,2.27,0.28,4.95,9.55,12.91,15.23,21.28,18.77,16.03,9.3,3.99,0.74,TAV1956_CAT_CONUS.zip
3917222,1.83,-0.09,4.45,8.91,12.25,14.61,20.55,17.95,15.43,8.89,3.66,0.67,TAV1956_CAT_CONUS.zip
3917230,2.74,0.61,5.49,10.24,13.64,15.96,22.15,19.65,16.69,9.81,4.13,0.68,TAV1956_CAT_CONUS.zip
3917244,2.68,0.57,5.44,10.16,13.56,15.91,22.04,19.54,16.6,9.74,4.14,0.71,TAV1956_CAT_CONUS.zip
3917266,2.36,0.33,5.08,9.71,13.06,15.39,21.47,18.96,16.13,9.4,4.05,0.75,TAV1956_CAT_CONUS.zip
3917912,1.09,0.1,1.62,5.87,10.29,11.9,18.74,16.17,15.36,7.59,1.49,-0.23,TAV1956_CAT_CONUS.zip
3917914,1.37,0.38,1.32,5.29,10.12,11.87,18.85,16.18,15.41,7.58,1.43,-0.04,TAV1956_CAT_CONUS.zip
3917916,1.2,0.34,0.78,4.87,9.77,11.26,18.5,15.88,15.5,7.25,0.82,-0.44,TAV1956_CAT_CONUS.zip
3917918,1.43,-0.19,3.48,7.83,11.45,13.6,19.72,17.14,15.2,8.37,2.94,0.34,TAV1956_CAT_CONUS.zip
3917920,1.69,-0.31,4.41,8.83,12.08,14.56,20.42,17.73,15.14,8.81,3.57,0.64,TAV1956_CAT_CONUS.zip
3917922,2.02,0.03,4.7,9.24,12.52,14.92,20.89,18.28,15.6,9.11,3.74,0.67,TAV1956_CAT_CONUS.zip
3917924,2.14,0.15,4.83,9.41,12.71,15.09,21.09,18.51,15.79,9.23,3.81,0.67,TAV1956_CAT_CONUS.zip
3917926,2.38,0.34,5.08,9.74,13.09,15.43,21.51,19,16.16,9.46,3.91,0.66,TAV1956_CAT_CONUS.zip
3917946,2.91,0.71,5.68,10.49,13.88,16.18,22.44,19.91,16.92,9.98,4.24,0.69,TAV1956_CAT_CONUS.zip
3917948,2.33,0.31,5.04,9.66,13.02,15.34,21.42,18.91,16.1,9.37,4.03,0.74,TAV1956_CAT_CONUS.zip
3917950,2.5,0.44,5.24,9.9,13.28,15.61,21.71,19.21,16.34,9.54,4.1,0.75,TAV1956_CAT_CONUS.zip
948010046,2.49,0.43,5.23,9.89,13.27,15.59,21.7,19.21,16.33,9.54,4.07,0.74,TAV1956_CAT_CONUS.zip
948010047,2.42,0.38,5.14,9.8,13.16,15.49,21.58,19.08,16.22,9.47,4.03,0.72,TAV1956_CAT_CONUS.zip
948010048,2.39,0.35,5.09,9.75,13.1,15.44,21.52,19.01,16.17,9.47,3.92,0.66,TAV1956_CAT_CONUS.zip
948010089,2.09,0.1,4.78,9.33,12.63,15.01,21,18.41,15.71,9.17,3.79,0.68,TAV1956_CAT_CONUS.zip
948010091,2.16,0.16,4.85,9.43,12.74,15.11,21.12,18.55,15.82,9.24,3.83,0.68,TAV1956_CAT_CONUS.zip
948010092,2.3,0.28,5.01,9.63,12.96,15.31,21.37,18.84,16.04,9.35,3.99,0.73,TAV1956_CAT_CONUS.zip
948010095,2.42,0.37,5.13,9.79,13.15,15.48,21.57,19.07,16.22,9.49,3.96,0.68,TAV1956_CAT_CONUS.zip
948010096,2.34,0.32,5.06,9.69,13.04,15.37,21.45,18.93,16.11,9.39,4.03,0.74,TAV1956_CAT_CONUS.zip
