COMID,CAT_RUN_JAN1969,CAT_RUN_FEB1969,CAT_RUN_MAR1969,CAT_RUN_APR1969,CAT_RUN_MAY1969,CAT_RUN_JUN1969,CAT_RUN_JUL1969,CAT_RUN_AUG1969,CAT_RUN_SEP1969,CAT_RUN_OCT1969,CAT_RUN_NOV1969,CAT_RUN_DEC1969,filename
3917070,33.5,59.37,47.38,75.72,73.8,42.61,21.17,9.97,5.28,5.13,2.25,51.97,RUN1969_CAT_CONUS.zip
3917072,34.73,59.15,48.95,78.21,64.19,34.01,16.84,7.85,4.22,4.65,1.97,52.14,RUN1969_CAT_CONUS.zip
3917082,27.89,61.5,40.96,65.17,92.31,47.7,23.55,11.36,6.09,5.82,2.5,64.42,RUN1969_CAT_CONUS.zip
3917084,28.13,60.6,39.37,62.55,101.26,52.72,26.05,12.59,6.72,5.88,2.67,71.57,RUN1969_CAT_CONUS.zip
3917106,27.56,62.82,43.5,67.38,80.48,41.85,20.55,9.89,5.35,5.35,2.31,62.37,RUN1969_CAT_CONUS.zip
3917114,21.62,53.41,43.1,71.77,76.45,39.9,19.42,9.37,5.04,4.8,2.14,55.42,RUN1969_CAT_CONUS.zip
3917130,25.53,63.73,48.63,72.97,64.31,35.19,16.99,8.2,4.51,4.63,2.13,58.46,RUN1969_CAT_CONUS.zip
3917136,28.32,65.78,45.87,68.12,65.29,34.32,16.78,8.01,4.39,4.69,2.12,64.2,RUN1969_CAT_CONUS.zip
3917138,28.6,69.25,49.24,69.19,45.35,24.49,11.79,5.53,3.15,3.74,1.86,66.78,RUN1969_CAT_CONUS.zip
3917154,29.57,56.96,46.5,75.41,69.71,36.7,18.04,8.54,4.59,4.73,2.05,53.83,RUN1969_CAT_CONUS.zip
3917156,22,50.61,48.87,82.51,51.44,27.55,13.25,6.25,3.41,4.05,1.66,39.82,RUN1969_CAT_CONUS.zip
3917158,1.62,27.76,48.16,25.34,13.25,8.22,3.33,1.5,1.02,2.66,0.78,22.85,RUN1969_CAT_CONUS.zip
3917160,2.84,30.31,53.13,36.55,18.78,11.25,4.71,2.19,1.38,2.97,0.92,31.2,RUN1969_CAT_CONUS.zip
3917162,20.7,60.25,51.78,80.27,51.63,31.3,14.93,7.21,3.96,4.28,2.03,46.3,RUN1969_CAT_CONUS.zip
3917164,15.3,39.51,55.24,67.81,34.14,18.87,8.75,4.1,2.33,3.64,1.28,37.63,RUN1969_CAT_CONUS.zip
3917172,23.99,48.68,52.87,72.14,47.69,25.93,12.51,5.85,3.21,4.09,1.6,43.82,RUN1969_CAT_CONUS.zip
3917176,18.82,58.73,63.19,68.44,62.27,44.3,21.35,10.48,5.54,4.93,2.79,46.79,RUN1969_CAT_CONUS.zip
3917178,15.97,56.37,55.6,78.48,56.32,40.07,19.24,9.4,4.99,4.69,2.55,41.56,RUN1969_CAT_CONUS.zip
3917194,26.66,82.83,58.73,80.64,96.26,62.77,30.68,15.1,7.86,6.2,4.13,72.01,RUN1969_CAT_CONUS.zip
3917198,5.29,32.94,37.31,19.78,10.37,6.86,2.64,1.15,0.84,2.54,0.75,21.51,RUN1969_CAT_CONUS.zip
3917200,7.8,37.83,22.44,12.23,6.5,4.9,1.7,0.69,0.6,2.33,0.71,14.83,RUN1969_CAT_CONUS.zip
3917230,6.87,30.92,15.31,8.3,4.58,4.24,1.19,0.47,0.48,2.31,0.44,5.83,RUN1969_CAT_CONUS.zip
3917244,8.19,33.18,16.4,8.91,4.9,4.31,1.27,0.5,0.49,2.31,0.51,6.26,RUN1969_CAT_CONUS.zip
3917912,17.94,49.15,48.74,82.87,48.36,26.54,12.64,6,3.28,3.88,1.63,35.95,RUN1969_CAT_CONUS.zip
3917914,30.96,66.71,52.62,76.09,43.7,23.47,11.23,5.32,2.98,3.75,1.87,68.74,RUN1969_CAT_CONUS.zip
3917916,27.57,72.99,53.19,74.62,57.49,37.66,18.24,8.81,4.79,4.67,2.57,64.34,RUN1969_CAT_CONUS.zip
3917918,10.57,41.65,56.51,44.01,32.88,22.37,10.41,5.02,2.79,3.57,1.59,34.64,RUN1969_CAT_CONUS.zip
3917920,1.85,28.13,46.93,24.7,12.92,8.07,3.25,1.46,1,2.65,0.77,22.63,RUN1969_CAT_CONUS.zip
3917946,15.45,38.38,19.05,10.25,5.46,4.8,1.39,0.58,0.53,2.21,0.52,7.37,RUN1969_CAT_CONUS.zip
3917948,7.19,37.6,19.59,10.77,5.77,4.55,1.51,0.6,0.55,2.3,0.67,12.59,RUN1969_CAT_CONUS.zip
3917950,6.01,33.73,16.68,9.19,4.99,4.29,1.31,0.51,0.5,2.31,0.63,10.36,RUN1969_CAT_CONUS.zip
