COMID,CAT_PPT_JAN1974,CAT_PPT_FEB1974,CAT_PPT_MAR1974,CAT_PPT_APR1974,CAT_PPT_MAY1974,CAT_PPT_JUN1974,CAT_PPT_JUL1974,CAT_PPT_AUG1974,CAT_PPT_SEP1974,CAT_PPT_OCT1974,CAT_PPT_NOV1974,CAT_PPT_DEC1974,filename
3917070,206.62,103.38,151.25,72.45,7.65,2.84,17.3,8.07,0,27.03,43.86,158.68,PPT1974_CAT_CONUS.zip
3917072,202.92,101.91,151.06,68.97,7.67,2.95,17.93,8.12,0,26.91,41.25,158.33,PPT1974_CAT_CONUS.zip
3917082,183.26,92.31,142.21,72.07,4.76,5.34,11.06,31.33,0,20.35,41.43,157.57,PPT1974_CAT_CONUS.zip
3917084,192.13,92.72,147.13,76.72,5.63,7.8,13.04,21.33,0,24.21,44.55,157.05,PPT1974_CAT_CONUS.zip
3917100,154.75,37.14,93.56,27.69,5.86,3.9,6.55,3.35,0,19.64,16.88,49.56,PPT1974_CAT_CONUS.zip
3917106,182.18,86.67,134.42,66.73,5.12,4.8,11.44,27.82,0,20.8,40.57,144.94,PPT1974_CAT_CONUS.zip
3917114,193.57,87.3,138.91,67.81,6.11,6.85,14.04,11.55,0,24.69,37.32,137.42,PPT1974_CAT_CONUS.zip
3917130,193.18,78.9,127.32,61.26,6.68,4.7,14.55,15.01,0,25.92,41.84,124.14,PPT1974_CAT_CONUS.zip
3917136,174.35,77.52,124.63,57.88,4.82,5.1,10.57,24.63,0,19.04,39.34,126.73,PPT1974_CAT_CONUS.zip
3917138,169.64,65.05,110.58,47.52,5.19,6.18,10.99,14.94,0,19.4,38.84,100.56,PPT1974_CAT_CONUS.zip
3917154,199.26,96.15,146.39,68.73,7.04,4.57,16.37,9.56,0,26.06,39.84,150.3,PPT1974_CAT_CONUS.zip
3917156,193.99,87.1,136.98,59.79,6.86,3.07,14.95,7.36,0,23.98,33.52,128.77,PPT1974_CAT_CONUS.zip
3917158,173.27,40.17,107.87,29.1,5.67,3.35,7.4,4.03,0,18.56,19.56,57.42,PPT1974_CAT_CONUS.zip
3917160,182.84,43.09,103.76,31.98,5.44,3.85,8.96,4.41,0,18.67,20.89,59.02,PPT1974_CAT_CONUS.zip
3917162,195.82,78.55,128.98,56.58,6.67,3.37,14.15,12.57,0,24.94,39.63,115.11,PPT1974_CAT_CONUS.zip
3917164,184.22,50.97,137.02,41.79,5.83,3.05,11.97,5.54,0,20.98,32.15,79.1,PPT1974_CAT_CONUS.zip
3917172,192.43,73.95,142.67,54.12,6.61,2.95,14.56,6.73,0,23.56,35.94,113.85,PPT1974_CAT_CONUS.zip
3917176,225.91,76.65,171.4,54.93,5.4,7.2,13.21,12.06,0,25.61,49.61,110.66,PPT1974_CAT_CONUS.zip
3917178,209.95,81.58,153.99,57.28,5.92,4.88,13.57,10.41,0,24.62,44.22,114.54,PPT1974_CAT_CONUS.zip
3917194,232.68,80.55,186.21,58.39,4.11,7.57,13.5,21.56,0,27.03,70.9,129.09,PPT1974_CAT_CONUS.zip
3917198,162.54,38.33,106.94,28.4,5.36,3.66,7.62,4.55,0,18.53,18.76,56.27,PPT1974_CAT_CONUS.zip
3917200,137.89,34.74,103.51,27.64,4.5,3.93,7.87,5.44,0,18.06,17.77,57.01,PPT1974_CAT_CONUS.zip
3917222,165.42,40.06,112.48,30.29,5.09,3.57,8.25,5.23,0,18.11,20.26,61.04,PPT1974_CAT_CONUS.zip
3917230,125.92,28.56,74.56,27.47,3.93,3.89,5.49,3.09,0,18.32,11.66,40.5,PPT1974_CAT_CONUS.zip
3917244,124.64,31.55,84.11,27.22,3.88,4.03,6.09,3.75,0,18.5,12.78,43.8,PPT1974_CAT_CONUS.zip
3917266,130.57,33.1,98.98,26.56,4.45,3.96,7.54,5.17,0,18.18,16.8,54.8,PPT1974_CAT_CONUS.zip
3917912,192.71,85.47,131.56,58.06,6.63,3.2,14.09,7.42,0,23.27,31.09,122.53,PPT1974_CAT_CONUS.zip
3917914,173.29,60.46,124.97,43.57,3.94,3.71,10.88,21.09,0,19.3,34.78,96.13,PPT1974_CAT_CONUS.zip
3917916,193.18,74.36,133.84,55,5.86,5.48,13.26,16.47,0,23.94,49.53,113.18,PPT1974_CAT_CONUS.zip
3917918,194.64,54.53,133.75,39.68,5.49,4.81,10.13,7.35,0,21.32,31.57,77.71,PPT1974_CAT_CONUS.zip
3917920,172.22,39.87,107.22,28.86,5.67,3.38,7.36,3.99,0,18.61,19.34,56.8,PPT1974_CAT_CONUS.zip
3917922,158.23,36.34,98,26.21,5.79,3.81,6.8,3.55,0,19.33,16.68,49.14,PPT1974_CAT_CONUS.zip
3917924,154.71,34.09,95.7,24.48,5.48,3.91,6.7,3.51,0,19.51,15.4,47.36,PPT1974_CAT_CONUS.zip
3917926,146.05,28.78,88.35,21.02,4.5,4.16,6.39,3.4,0,20.07,12.4,44.91,PPT1974_CAT_CONUS.zip
3917946,131.91,33.81,74.89,34.81,3.88,3.6,6.13,2.78,0,16.68,13.98,39.95,PPT1974_CAT_CONUS.zip
3917948,132.47,33.56,100.33,26.89,4.45,3.95,7.64,5.26,0,18.13,17.09,55.52,PPT1974_CAT_CONUS.zip
3917950,124.1,30.78,94.59,24.67,4.14,4.21,7.25,4.74,0,18.5,15.07,51.12,PPT1974_CAT_CONUS.zip
948010046,118.97,29.34,90.79,23.02,4.12,3.94,6.46,4.17,0,18.59,13.73,49.4,PPT1974_CAT_CONUS.zip
948010047,128.75,30.53,93.12,23.82,4.31,3.99,6.82,4.35,0,18.76,14.51,50.32,PPT1974_CAT_CONUS.zip
948010048,146.05,28.78,88.35,21.02,4.5,4.17,6.39,3.4,0,20.08,12.4,44.91,PPT1974_CAT_CONUS.zip
948010089,155.42,35.52,98.05,25.61,5.69,3.84,6.85,3.66,0,19.26,16.35,48.61,PPT1974_CAT_CONUS.zip
948010091,151.93,34.22,96.52,24.93,5.39,3.91,6.83,3.74,0,19.31,15.73,48.48,PPT1974_CAT_CONUS.zip
948010092,135.84,33.61,98.78,26.35,4.71,3.93,7.39,4.85,0,18.41,16.7,53.48,PPT1974_CAT_CONUS.zip
948010095,138.59,28.8,88.7,21.44,4.39,4.1,6.37,3.57,0,19.7,12.65,45.91,PPT1974_CAT_CONUS.zip
948010096,131.64,33.15,98.78,26.44,4.5,3.95,7.48,5.07,0,18.24,16.72,54.38,PPT1974_CAT_CONUS.zip
