COMID,CAT_PPT_JAN2006,CAT_PPT_FEB2006,CAT_PPT_MAR2006,CAT_PPT_APR2006,CAT_PPT_MAY2006,CAT_PPT_JUN2006,CAT_PPT_JUL2006,CAT_PPT_AUG2006,CAT_PPT_SEP2006,CAT_PPT_OCT2006,CAT_PPT_NOV2006,CAT_PPT_DEC2006,filename
3917070,198.47,68.36,85.92,54.92,46.9,26.74,5,11.33,5.45,24.94,139.15,99.55,PPT2006_CAT_CONUS.zip
3917072,195.08,67.82,84.25,54.72,47.32,26.53,5.17,11.74,4.75,24.24,136.18,99.15,PPT2006_CAT_CONUS.zip
3917082,145.44,74.51,74.74,57.79,38.26,30.71,6.34,10.61,5.56,30.15,119.73,85.01,PPT2006_CAT_CONUS.zip
3917084,158.59,73.34,82.25,60.78,38.06,28.69,5.19,10.81,5.64,27.65,125.1,92.99,PPT2006_CAT_CONUS.zip
3917100,123.86,50.64,31.86,47.77,23.37,16.43,5.68,18.81,3.35,13.53,81.04,115.16,PPT2006_CAT_CONUS.zip
3917106,139.44,72.2,72.19,58.83,36.77,29.27,6.24,10.23,5.11,29.11,114.15,86.15,PPT2006_CAT_CONUS.zip
3917114,162.38,67.98,75.11,59.45,34.14,26.12,4.77,9.38,4.23,23.08,113.01,101.67,PPT2006_CAT_CONUS.zip
3917130,150.05,68.32,72.14,63.22,33.57,25.15,5.34,9.55,4.31,24.85,109,97.79,PPT2006_CAT_CONUS.zip
3917136,116.03,68.06,68,59.09,35.2,27.98,6.29,9.69,4.45,28.55,103.27,81.33,PPT2006_CAT_CONUS.zip
3917138,95.22,61.93,65.67,61.79,32.55,24.89,5.79,8.97,3.46,26.3,91.14,81.43,PPT2006_CAT_CONUS.zip
3917154,182.04,67.97,80.83,56.69,42.09,26.39,5,10.82,4.57,23.83,127.17,100.07,PPT2006_CAT_CONUS.zip
3917156,171.21,64.39,68.97,54.4,35.89,25.21,5.17,9.32,3.56,21.39,111.52,103.94,PPT2006_CAT_CONUS.zip
3917158,124.52,58.27,44.99,57.77,25.9,17.24,5.72,20.01,3.65,14.66,95.53,124.47,PPT2006_CAT_CONUS.zip
3917160,134.43,60.65,51.21,55.53,24.73,18.42,5.54,18.3,3.99,15.13,105.7,113.4,PPT2006_CAT_CONUS.zip
3917162,151.57,65.17,64.1,60.35,31.01,24.68,5.54,8.44,3.5,22.76,99.67,101.52,PPT2006_CAT_CONUS.zip
3917164,141.69,62.08,58.26,51.53,27.08,21.39,5.67,12.6,3.68,17.45,106.74,106.9,PPT2006_CAT_CONUS.zip
3917172,165.02,64.48,69.86,52.95,35.64,23.74,5.4,11.67,4.11,20.39,118.86,103.47,PPT2006_CAT_CONUS.zip
3917176,153.29,60.81,58.71,56.72,29.42,22.68,5.5,10.18,3.3,17.54,98.98,106.96,PPT2006_CAT_CONUS.zip
3917178,159.49,62.67,60.1,56.82,29.4,24.52,5.6,8.5,3.1,19.62,96.95,106.57,PPT2006_CAT_CONUS.zip
3917194,140.21,66.2,68.66,63.92,38.06,26.41,7.21,8.5,4,25.65,97.98,84.1,PPT2006_CAT_CONUS.zip
3917198,119.87,53.99,39.4,57.04,22.35,17.34,5.62,19.01,3.13,13.26,86.77,119.22,PPT2006_CAT_CONUS.zip
3917200,108.63,48.09,32.8,57.05,12.79,18.31,5.21,17.24,1.87,10.27,71.36,103.05,PPT2006_CAT_CONUS.zip
3917222,121.45,56.26,44.56,61.21,22.22,18.23,5.49,17.59,2.97,13.34,91.87,122.17,PPT2006_CAT_CONUS.zip
3917230,93.17,43.82,25.55,31.76,5.57,14.5,2.39,21.01,0.9,9.66,55.81,77.6,PPT2006_CAT_CONUS.zip
3917244,95.15,44.82,28.2,39.73,5.71,15.7,3.72,19.34,1,8.74,55.88,77.06,PPT2006_CAT_CONUS.zip
3917266,105.15,46.05,29.42,54.48,10.38,18.15,5.15,17.67,1.67,9.59,65.54,96.18,PPT2006_CAT_CONUS.zip
3917912,165.5,63.33,64.57,54.98,32.7,25,5.12,8.34,3.14,20.64,103.23,105.71,PPT2006_CAT_CONUS.zip
3917914,93.97,66.36,60.41,58.16,32.39,24.97,6.36,9.09,4.05,25.59,88.63,71.14,PPT2006_CAT_CONUS.zip
3917916,125.1,64.74,66.86,63.04,33.08,25.28,5.99,9.02,3.8,25.68,97.54,89.18,PPT2006_CAT_CONUS.zip
3917918,136.11,59.45,52.17,56.79,26.77,19.67,5.55,14.99,3.45,15.72,98.05,115.43,PPT2006_CAT_CONUS.zip
3917920,124.05,57.7,44.04,57.22,25.66,17.15,5.72,20.06,3.63,14.55,94.34,123.71,PPT2006_CAT_CONUS.zip
3917922,119.2,50.53,32,49.8,22.79,16.15,5.79,20.36,3.38,13.25,79.63,114.35,PPT2006_CAT_CONUS.zip
3917924,115.97,47.89,28.21,46.45,20.63,15.35,5.18,21.5,3.01,13.26,73.89,108.54,PPT2006_CAT_CONUS.zip
3917926,111.14,42.2,20.54,36.9,15.17,13.38,3.09,23.88,1.89,14.04,62.1,93.92,PPT2006_CAT_CONUS.zip
3917946,106.41,49.29,32.25,32.62,4.71,17.63,2.91,15.61,0.41,8.48,67.26,86.49,PPT2006_CAT_CONUS.zip
3917948,106.06,46.62,30.41,55.29,10.97,18.22,5.16,17.51,1.71,9.75,67.14,98.05,PPT2006_CAT_CONUS.zip
3917950,99.84,45.12,28.36,49.23,7.74,16.96,4.39,17.98,1.36,9.02,58.92,85.45,PPT2006_CAT_CONUS.zip
948010046,97.54,43.42,25.51,45.48,6.74,16.12,4.2,18.88,1.34,9.16,54.74,80.59,PPT2006_CAT_CONUS.zip
948010047,103.07,44.07,25.81,46.79,9.79,16.24,4.29,19.52,1.57,10.35,60.06,88.84,PPT2006_CAT_CONUS.zip
948010048,111.14,42.2,20.54,36.9,15.17,13.38,3.09,23.89,1.89,14.05,62.1,93.92,PPT2006_CAT_CONUS.zip
948010089,116.57,49.37,30.49,49.77,21.43,16.12,5.78,20.55,3.23,12.77,76.63,111.79,PPT2006_CAT_CONUS.zip
948010091,114.78,47.93,28.76,48.01,19.53,15.82,5.28,20.87,2.89,12.73,73.36,107.62,PPT2006_CAT_CONUS.zip
948010092,107.57,46.75,29.64,53.48,12.72,17.71,5.28,18.28,2,10.26,67.89,99.49,PPT2006_CAT_CONUS.zip
948010095,107.3,42.43,21.72,38.85,12.84,14.03,3.35,22.61,1.73,12.75,59.83,89.94,PPT2006_CAT_CONUS.zip
948010096,105.6,46.17,29.4,54.07,10.88,18,5.16,17.83,1.74,9.74,65.91,96.7,PPT2006_CAT_CONUS.zip
