COMID,CAT_TAV_JAN1970,CAT_TAV_FEB1970,CAT_TAV_MAR1970,CAT_TAV_APR1970,CAT_TAV_MAY1970,CAT_TAV_JUN1970,CAT_TAV_JUL1970,CAT_TAV_AUG1970,CAT_TAV_SEP1970,CAT_TAV_OCT1970,CAT_TAV_NOV1970,CAT_TAV_DEC1970,filename
3917070,1.09,5.05,2,1.28,9,14.42,18.72,17.39,13.85,7.5,3.46,-2.14,TAV1970_CAT_CONUS.zip
3917072,1.18,5.03,2.17,1.53,9.25,14.67,18.94,17.59,13.95,7.63,3.66,-2,TAV1970_CAT_CONUS.zip
3917082,0.84,5.05,1.51,0.52,8.68,14.03,18.51,16.99,13.59,7.14,2.86,-2.41,TAV1970_CAT_CONUS.zip
3917084,0.73,5.07,1.29,0.37,8.29,13.65,18.12,16.72,13.56,7.01,2.7,-2.58,TAV1970_CAT_CONUS.zip
3917100,2.63,4.45,5.44,5.44,13.04,17.98,21.56,20.41,13.9,9.25,5.91,-0.31,TAV1970_CAT_CONUS.zip
3917106,0.96,5.09,1.63,0.67,8.82,14.18,18.69,17.16,13.75,7.26,3.02,-2.25,TAV1970_CAT_CONUS.zip
3917114,1.08,4.9,1.91,1.21,8.94,14.27,18.61,17.28,13.74,7.38,3.36,-2.12,TAV1970_CAT_CONUS.zip
3917130,1.14,5.06,1.85,1.06,8.94,14.36,18.86,17.4,14.05,7.48,3.4,-1.94,TAV1970_CAT_CONUS.zip
3917136,1.09,5.21,1.72,0.7,8.98,14.3,18.9,17.32,13.93,7.34,3.08,-2.13,TAV1970_CAT_CONUS.zip
3917138,1.25,5.37,1.8,0.77,9.06,14.37,19.06,17.49,14.24,7.45,3.2,-1.97,TAV1970_CAT_CONUS.zip
3917154,1.13,4.98,2.05,1.38,9.1,14.49,18.79,17.45,13.86,7.52,3.52,-2.05,TAV1970_CAT_CONUS.zip
3917156,1.4,4.79,2.57,2.02,9.71,15.05,19.25,17.91,13.89,7.79,4.01,-1.68,TAV1970_CAT_CONUS.zip
3917158,2.35,4.19,5.1,5.05,12.63,17.48,21.01,19.9,13.39,8.88,5.62,-0.57,TAV1970_CAT_CONUS.zip
3917160,2.18,4.26,4.71,4.52,11.99,17.08,20.67,19.57,13.4,8.73,5.36,-0.78,TAV1970_CAT_CONUS.zip
