COMID,CAT_PPT_JAN1967,CAT_PPT_FEB1967,CAT_PPT_MAR1967,CAT_PPT_APR1967,CAT_PPT_MAY1967,CAT_PPT_JUN1967,CAT_PPT_JUL1967,CAT_PPT_AUG1967,CAT_PPT_SEP1967,CAT_PPT_OCT1967,CAT_PPT_NOV1967,CAT_PPT_DEC1967,filename
3917070,138.27,15.99,149.39,106.06,61.59,52.31,0.16,0.35,13.81,61.87,45.31,110.12,PPT1967_CAT_CONUS.zip
3917072,136.39,15.45,149.72,105.58,57.1,51.27,0.12,0.35,13.74,60.35,43.89,106.24,PPT1967_CAT_CONUS.zip
3917082,136.91,16.69,146.42,96.06,67.07,77.35,0.12,0.45,9.44,54.43,36.55,95.41,PPT1967_CAT_CONUS.zip
3917084,139.74,17.12,147.43,96.82,66.22,68.95,0.25,0.64,11.84,58.16,38.39,100.13,PPT1967_CAT_CONUS.zip
3917106,131.38,16.96,138.36,91.5,61.95,73.2,0.12,0.42,10.08,53.12,36.26,92.8,PPT1967_CAT_CONUS.zip
3917114,127.87,13.2,132.55,90.2,52.75,54.4,0.23,0.54,12.41,55.53,40.23,96.32,PPT1967_CAT_CONUS.zip
3917130,123.95,19.53,126.71,84.72,49.32,58.06,0.18,0.57,12.9,53.27,39.01,93.13,PPT1967_CAT_CONUS.zip
3917136,123.97,14.52,128.33,86.44,57.86,70.24,0.17,0.36,10.17,50.34,34.89,86.74,PPT1967_CAT_CONUS.zip
3917138,114.14,12.92,113.46,77.54,49.14,60.78,0.26,0.36,11.92,48.48,34.36,81.02,PPT1967_CAT_CONUS.zip
3917154,133.21,14.61,143.12,99.51,55.6,52.69,0.16,0.43,13.22,58.51,42.41,102.39,PPT1967_CAT_CONUS.zip
3917156,122.78,11.5,124.6,92.13,47.34,46.57,0.15,0.32,12.22,54.32,41.3,94.66,PPT1967_CAT_CONUS.zip
3917158,99.22,5.3,42.5,39.16,23.4,38.42,0.73,0.2,8.83,48.43,18.98,74.82,PPT1967_CAT_CONUS.zip
3917160,107.13,5.84,48.21,43.28,28.42,40.3,0.79,0.17,9.14,49.78,20.56,79.46,PPT1967_CAT_CONUS.zip
3917162,119.87,17.13,122.38,85.46,42.35,51.76,0.16,0.62,12.02,50.47,42.78,91.76,PPT1967_CAT_CONUS.zip
3917164,118.64,7.58,71.46,74.32,46.46,37.87,0.58,0.26,10.19,53.29,24.29,73.07,PPT1967_CAT_CONUS.zip
3917172,125.99,11.07,106.62,88.41,50.64,43.51,0.35,0.3,11.71,56.16,33.36,87.69,PPT1967_CAT_CONUS.zip
3917176,133.5,14.99,123.4,96.02,35.49,40.15,0.46,1.08,10.61,49.41,44.51,91.52,PPT1967_CAT_CONUS.zip
3917178,127.28,13.56,127.46,94.03,38.45,43.69,0.31,1.04,10.48,49.66,48.84,93.87,PPT1967_CAT_CONUS.zip
3917194,140.27,22.51,179.24,121.52,49.53,57.78,0.52,1.94,8.6,48.78,59.26,95.74,PPT1967_CAT_CONUS.zip
3917198,96.8,4.75,40.92,37.79,23.48,40.28,0.76,0.19,8.66,47.89,18.1,75.53,PPT1967_CAT_CONUS.zip
3917200,87.8,4.09,43.31,36.32,23.1,40.21,0.73,0.18,8.29,45.46,16.4,72.56,PPT1967_CAT_CONUS.zip
3917230,84.34,1.7,29.63,21.56,20.95,41.54,0.96,0.05,7.76,46.34,13.31,72.18,PPT1967_CAT_CONUS.zip
3917244,82.88,2.12,31.58,25.14,21.25,40.91,0.9,0.07,7.9,46.11,13.12,70.88,PPT1967_CAT_CONUS.zip
3917912,118.31,10.69,121.19,88.22,42.54,45.76,0.12,0.36,11.77,51.99,42.47,93.34,PPT1967_CAT_CONUS.zip
3917914,107.38,8.72,113.81,87.13,54.17,64.05,0.2,0.27,8.1,43.19,28.83,76.27,PPT1967_CAT_CONUS.zip
3917916,125.41,18.67,130.98,89,47.64,58.52,0.27,0.89,11.88,49.75,43.7,90.16,PPT1967_CAT_CONUS.zip
3917918,113.6,9.16,75.04,63.37,28.84,38.39,0.6,0.55,9.51,48.93,28.79,80.73,PPT1967_CAT_CONUS.zip
3917920,98.97,5.21,42.05,38.79,23.31,38.68,0.74,0.19,8.82,48.49,18.84,74.92,PPT1967_CAT_CONUS.zip
3917946,87.04,2.42,29.83,25.59,19.51,41.46,0.99,0.11,7.65,44.48,18.82,76.92,PPT1967_CAT_CONUS.zip
3917948,85.39,3.87,43.33,35.24,22.58,40.06,0.75,0.16,8.25,45.28,15.84,71.53,PPT1967_CAT_CONUS.zip
3917950,80.44,2.82,38.79,31.33,22.19,40.68,0.86,0.12,8.11,45.85,14.47,69.42,PPT1967_CAT_CONUS.zip
