COMID,CAT_TAV_JAN1969,CAT_TAV_FEB1969,CAT_TAV_MAR1969,CAT_TAV_APR1969,CAT_TAV_MAY1969,CAT_TAV_JUN1969,CAT_TAV_JUL1969,CAT_TAV_AUG1969,CAT_TAV_SEP1969,CAT_TAV_OCT1969,CAT_TAV_NOV1969,CAT_TAV_DEC1969,filename
3917070,-2.42,1.3,-0.49,2.99,11.11,13.49,17.88,16.25,16.5,6.31,3.08,1.01,TAV1969_CAT_CONUS.zip
3917072,-2.36,1.32,-0.26,3.26,11.34,13.74,18.07,16.44,16.59,6.41,3.2,1.11,TAV1969_CAT_CONUS.zip
3917082,-2.55,1.46,-1.42,2.19,10.8,13.05,17.73,16.01,16.3,5.95,2.76,0.64,TAV1969_CAT_CONUS.zip
3917084,-2.65,1.36,-1.58,1.92,10.39,12.69,17.39,15.69,16.26,5.86,2.62,0.56,TAV1969_CAT_CONUS.zip
3917100,-1.51,0.78,4.37,7.67,14.28,17.05,20.23,19.19,16.43,7.69,4.89,2.53,TAV1969_CAT_CONUS.zip
3917106,-2.46,1.59,-1.16,2.38,10.94,13.2,17.87,16.14,16.47,6.04,2.84,0.76,TAV1969_CAT_CONUS.zip
3917114,-2.43,1.38,-0.56,2.88,10.95,13.33,17.76,16.16,16.44,6.18,2.94,0.96,TAV1969_CAT_CONUS.zip
3917130,-2.31,1.71,-0.54,2.81,11.04,13.38,17.95,16.25,16.74,6.23,2.96,1.01,TAV1969_CAT_CONUS.zip
3917136,-2.37,1.84,-1.01,2.46,11.09,13.32,18.07,16.32,16.7,6.1,2.92,0.84,TAV1969_CAT_CONUS.zip
3917138,-2.26,2.18,-0.76,2.56,11.16,13.39,18.22,16.45,17.05,6.21,2.99,0.97,TAV1969_CAT_CONUS.zip
3917154,-2.39,1.34,-0.4,3.08,11.17,13.55,17.93,16.31,16.52,6.31,3.08,1.04,TAV1969_CAT_CONUS.zip
3917156,-2.23,1.35,0.37,3.85,11.68,14.12,18.29,16.74,16.58,6.52,3.34,1.34,TAV1969_CAT_CONUS.zip
3917158,-1.72,0.44,3.89,7.25,13.93,16.58,19.75,18.7,16.04,7.37,4.59,2.3,TAV1969_CAT_CONUS.zip
