COMID,CAT_RUN_JAN1996,CAT_RUN_FEB1996,CAT_RUN_MAR1996,CAT_RUN_APR1996,CAT_RUN_MAY1996,CAT_RUN_JUN1996,CAT_RUN_JUL1996,CAT_RUN_AUG1996,CAT_RUN_SEP1996,CAT_RUN_OCT1996,CAT_RUN_NOV1996,CAT_RUN_DEC1996,filename
3917070,122.03,146.99,93.5,73.61,51.62,25.39,13.48,6.14,4.41,5.6,33.9,93.32,RUN1996_CAT_CONUS.zip
3917072,119.82,143.84,85.32,65.36,47.99,23.43,12.52,5.69,4.06,5.37,30.1,92.79,RUN1996_CAT_CONUS.zip
3917082,114.69,149.12,96.59,74.1,50.71,24.95,14.61,6.02,4.12,5.09,27.66,84.88,RUN1996_CAT_CONUS.zip
3917084,121.69,154.39,110.07,83.47,54.46,26.94,14.99,6.52,4.48,5.45,41.13,89.56,RUN1996_CAT_CONUS.zip
3917106,113.49,140.07,86.85,66.05,44.76,22.05,12.87,5.3,3.73,4.82,24,85.19,RUN1996_CAT_CONUS.zip
3917114,112.71,130.23,88.31,66.58,43.69,21.47,11.54,5.19,3.8,5.08,28.61,91.52,RUN1996_CAT_CONUS.zip
3917130,113.41,126.03,77.36,57.49,37.11,18.35,10.02,4.4,3.25,4.7,20.55,88.94,RUN1996_CAT_CONUS.zip
3917136,112.6,128.5,72.85,53.96,35.66,17.63,10.47,4.19,3.21,4.27,22.78,85.08,RUN1996_CAT_CONUS.zip
3917138,113.32,113.13,57.5,39.78,24.05,12.04,7.03,2.8,2.57,3.71,23.76,86.85,RUN1996_CAT_CONUS.zip
3917154,117.2,138.88,87.1,66.28,46.51,22.77,12.19,5.52,3.97,5.26,29.89,92.29,RUN1996_CAT_CONUS.zip
3917156,107.73,117.76,67.89,51.62,36.51,17.76,9.42,4.28,3.31,4.8,15.65,92.44,RUN1996_CAT_CONUS.zip
3917158,87.43,60.71,30.54,16.47,9.9,4.84,2.37,1.07,1.37,3.41,3.15,78.61,RUN1996_CAT_CONUS.zip
3917160,97.28,66.23,33.22,17.78,10.85,5.23,2.59,1.16,1.53,3.57,3.24,84.5,RUN1996_CAT_CONUS.zip
3917162,105.57,112.25,63.29,48.15,31.69,15.54,8.39,3.71,2.89,4.46,9.04,89.53,RUN1996_CAT_CONUS.zip
3917164,106.99,100,56.89,32.29,21.51,10.49,5.39,2.44,2.42,4.08,11.7,96.88,RUN1996_CAT_CONUS.zip
3917172,112.15,118.33,69.39,47.18,33.18,16.19,8.53,3.87,3.15,4.63,19.5,95.57,RUN1996_CAT_CONUS.zip
3917176,96.6,100.89,62.63,46.97,29.34,14.27,7.39,3.4,2.72,4.21,5.76,96.71,RUN1996_CAT_CONUS.zip
3917178,99.7,107.08,63.47,48.57,32.12,15.6,8.2,3.74,2.94,4.48,6.05,93.23,RUN1996_CAT_CONUS.zip
3917194,106.92,141.06,83.35,65.08,43.3,21.32,11.65,5.1,3.51,4.45,13.25,89.54,RUN1996_CAT_CONUS.zip
3917198,82.86,57.22,28.65,15.46,9.44,4.58,2.23,1.01,1.29,3.35,3.07,75.33,RUN1996_CAT_CONUS.zip
3917200,70.88,49.38,24.63,13.5,8.27,4.06,1.92,0.88,1.11,3.12,2.88,57.28,RUN1996_CAT_CONUS.zip
3917230,65.63,40.75,20.25,10.93,7,3.56,1.61,0.76,0.98,3.19,3.17,50.54,RUN1996_CAT_CONUS.zip
3917244,64.75,41.56,20.6,11.23,7.08,3.61,1.66,0.77,0.99,3.16,3.02,47.42,RUN1996_CAT_CONUS.zip
3917912,102.83,108.53,61.86,48.2,33.53,16.26,8.62,3.91,3.09,4.64,10.49,91.43,RUN1996_CAT_CONUS.zip
3917914,110.67,105.61,53.39,37.4,21.68,10.86,6.72,2.48,2.19,3.53,19.04,86.6,RUN1996_CAT_CONUS.zip
3917916,112.3,122.36,67.43,49.24,31.05,15.41,8.6,3.65,2.9,4.19,18.15,88.52,RUN1996_CAT_CONUS.zip
3917918,92.64,76.97,43.75,28.2,17.4,8.44,4.3,1.96,1.91,3.7,4.62,88.82,RUN1996_CAT_CONUS.zip
3917920,86.97,60.26,30.29,16.33,9.83,4.81,2.35,1.06,1.36,3.41,3.13,78.55,RUN1996_CAT_CONUS.zip
3917946,70.64,46.82,23.5,12.81,7.75,3.84,1.87,0.86,1.07,3.08,3.5,60.26,RUN1996_CAT_CONUS.zip
3917948,68.01,47.23,23.54,12.93,7.93,3.93,1.84,0.85,1.08,3.09,2.81,53.18,RUN1996_CAT_CONUS.zip
3917950,64.89,44.65,22.15,12.03,7.55,3.8,1.76,0.81,1.04,3.15,2.75,47.26,RUN1996_CAT_CONUS.zip
