COMID,CAT_TAV_JAN1950,CAT_TAV_FEB1950,CAT_TAV_MAR1950,CAT_TAV_APR1950,CAT_TAV_MAY1950,CAT_TAV_JUN1950,CAT_TAV_JUL1950,CAT_TAV_AUG1950,CAT_TAV_SEP1950,CAT_TAV_OCT1950,CAT_TAV_NOV1950,CAT_TAV_DEC1950,filename
3917070,-1.96,3.15,0.75,3.82,9.16,11.69,18.16,17.69,16.04,9.11,3.63,2.89,TAV1950_CAT_CONUS.zip
3917072,-1.95,3.1,0.93,4.05,9.41,11.94,18.33,17.86,16.12,9.22,3.79,2.97,TAV1950_CAT_CONUS.zip
3917082,-2.06,3.21,0.31,3.13,8.59,11.34,17.99,17.48,15.84,8.85,3.32,2.68,TAV1950_CAT_CONUS.zip
3917084,-2.02,3.23,0.09,2.92,8.27,10.98,17.66,17.2,15.84,8.78,3.11,2.57,TAV1950_CAT_CONUS.zip
3917100,-2.95,2.12,4.19,7.71,12.3,15.34,20.86,20.1,15.77,10.06,5.86,4.12,TAV1950_CAT_CONUS.zip
3917106,-2,3.24,0.45,3.29,8.75,11.49,18.13,17.61,15.9,8.94,3.42,2.75,TAV1950_CAT_CONUS.zip
3917114,-2.05,3,0.72,3.71,8.96,11.61,18.09,17.6,15.99,9.03,3.56,2.84,TAV1950_CAT_CONUS.zip
3917130,-1.85,3.19,0.7,3.65,9.02,11.65,18.2,17.72,16.05,9.13,3.56,2.84,TAV1950_CAT_CONUS.zip
3917136,-2,3.34,0.55,3.37,8.86,11.63,18.36,17.78,15.96,9.02,3.51,2.83,TAV1950_CAT_CONUS.zip
3917138,-1.93,3.46,0.65,3.47,8.95,11.72,18.53,17.92,16.08,9.16,3.58,2.89,TAV1950_CAT_CONUS.zip
3917154,-1.99,3.06,0.83,3.89,9.21,11.79,18.22,17.74,16.06,9.14,3.68,2.91,TAV1950_CAT_CONUS.zip
3917156,-2.1,2.85,1.37,4.52,9.76,12.35,18.63,18.09,16.07,9.29,4.07,3.13,TAV1950_CAT_CONUS.zip
3917158,-3.16,1.96,3.86,7.37,11.92,14.87,20.41,19.61,15.42,9.72,5.65,3.94,TAV1950_CAT_CONUS.zip
3917160,-2.97,2.12,3.46,6.92,11.48,14.4,19.93,19.26,15.45,9.65,5.39,3.83,TAV1950_CAT_CONUS.zip
3917162,-1.92,3.01,1.16,4.2,9.52,12.15,18.57,18.03,16.09,9.29,3.9,3.05,TAV1950_CAT_CONUS.zip
3917164,-2.67,2.4,2.59,5.95,10.76,13.49,19.28,18.68,15.62,9.44,4.88,3.55,TAV1950_CAT_CONUS.zip
3917172,-2.31,2.74,1.81,5.05,10.12,12.75,18.83,18.29,15.86,9.34,4.37,3.29,TAV1950_CAT_CONUS.zip
3917176,-2.34,2.66,2.17,5.42,10.42,13.05,19.01,18.45,15.8,9.43,4.59,3.39,TAV1950_CAT_CONUS.zip
3917178,-2.15,2.72,1.68,4.83,10,12.64,18.86,18.27,15.98,9.37,4.26,3.25,TAV1950_CAT_CONUS.zip
3917194,-1.89,3.36,0.73,3.6,9.04,11.8,18.57,17.96,15.77,9.16,3.6,2.89,TAV1950_CAT_CONUS.zip
3917198,-2.93,2.14,4.11,7.64,12.23,15.23,20.79,20.04,15.77,10,5.82,4.1,TAV1950_CAT_CONUS.zip
3917200,-2.67,2.34,4.54,8.08,12.72,15.83,21.43,20.73,16.26,10.41,6.09,4.35,TAV1950_CAT_CONUS.zip
3917222,-2.91,2.16,3.98,7.49,12.1,15.05,20.63,19.89,15.72,9.92,5.74,4.06,TAV1950_CAT_CONUS.zip
3917230,-2.4,2.47,5.18,8.68,13.35,16.72,22.29,21.68,16.95,11,6.47,4.61,TAV1950_CAT_CONUS.zip
3917244,-2.46,2.44,5.11,8.64,13.3,16.63,22.21,21.57,16.85,10.91,6.42,4.56,TAV1950_CAT_CONUS.zip
3917266,-2.66,2.35,4.67,8.22,12.85,16.01,21.62,20.92,16.36,10.51,6.17,4.4,TAV1950_CAT_CONUS.zip
3917912,-2.09,2.8,1.44,4.59,9.81,12.42,18.7,18.14,16.1,9.32,4.12,3.17,TAV1950_CAT_CONUS.zip
3917914,-2.17,3.41,1.17,4.07,9.32,12.16,18.91,18.25,15.96,9.13,4.05,3.18,TAV1950_CAT_CONUS.zip
3917916,-1.85,3.32,0.72,3.61,9.07,11.77,18.46,17.89,16.06,9.19,3.61,2.89,TAV1950_CAT_CONUS.zip
3917918,-2.75,2.3,3.08,6.48,11.23,14.01,19.73,19.06,15.61,9.59,5.17,3.71,TAV1950_CAT_CONUS.zip
3917920,-3.14,1.97,3.88,7.4,11.95,14.91,20.45,19.65,15.45,9.75,5.66,3.95,TAV1950_CAT_CONUS.zip
3917922,-2.91,2.15,4.24,7.77,12.37,15.42,20.95,20.21,15.85,10.12,5.9,4.15,TAV1950_CAT_CONUS.zip
3917924,-2.82,2.21,4.39,7.93,12.53,15.64,21.18,20.46,16.03,10.27,6,4.23,TAV1950_CAT_CONUS.zip
3917926,-2.66,2.31,4.71,8.23,12.85,16.06,21.64,20.98,16.41,10.58,6.19,4.39,TAV1950_CAT_CONUS.zip
3917946,-2.3,2.56,5.42,8.87,13.57,17.01,22.56,21.97,17.19,11.19,6.58,4.7,TAV1950_CAT_CONUS.zip
3917948,-2.66,2.35,4.63,8.18,12.81,15.96,21.57,20.87,16.33,10.48,6.14,4.38,TAV1950_CAT_CONUS.zip
3917950,-2.57,2.4,4.86,8.41,13.05,16.28,21.87,21.2,16.57,10.68,6.27,4.47,TAV1950_CAT_CONUS.zip
948010046,-2.57,2.38,4.85,8.4,13.03,16.27,21.87,21.21,16.57,10.69,6.26,4.48,TAV1950_CAT_CONUS.zip
948010047,-2.62,2.35,4.76,8.3,12.93,16.13,21.73,21.06,16.46,10.6,6.21,4.43,TAV1950_CAT_CONUS.zip
948010048,-2.66,2.32,4.72,8.24,12.86,16.07,21.65,20.99,16.42,10.59,6.2,4.4,TAV1950_CAT_CONUS.zip
948010089,-2.86,2.19,4.32,7.86,12.47,15.54,21.08,20.35,15.95,10.2,5.95,4.2,TAV1950_CAT_CONUS.zip
948010091,-2.81,2.22,4.41,7.95,12.56,15.66,21.21,20.5,16.06,10.29,6.01,4.25,TAV1950_CAT_CONUS.zip
