COMID,CAT_TAV_JAN2001,CAT_TAV_FEB2001,CAT_TAV_MAR2001,CAT_TAV_APR2001,CAT_TAV_MAY2001,CAT_TAV_JUN2001,CAT_TAV_JUL2001,CAT_TAV_AUG2001,CAT_TAV_SEP2001,CAT_TAV_OCT2001,CAT_TAV_NOV2001,CAT_TAV_DEC2001,filename
3917070,-1.68,-0.3,3.74,1.23,10.18,10.72,15.69,17.3,14.51,8.58,1.22,-1.88,TAV2001_CAT_CONUS.zip
3917072,-1.58,-0.18,3.91,1.42,10.43,10.99,15.94,17.53,14.73,8.72,1.37,-1.83,TAV2001_CAT_CONUS.zip
3917082,-1.67,-0.68,3.51,1.13,10.12,10.83,15.89,17.51,14.39,8.78,1.15,-2.11,TAV2001_CAT_CONUS.zip
3917084,-1.86,-0.75,3.38,0.82,9.81,10.46,15.53,17.14,14.21,8.48,0.9,-2.25,TAV2001_CAT_CONUS.zip
3917100,1.2,1.63,6.44,6.16,15.31,16.2,20.21,21.56,17.65,11.92,5.31,1.48,TAV2001_CAT_CONUS.zip
3917106,-1.59,-0.58,3.65,1.34,10.31,10.99,16.09,17.66,14.59,8.86,1.28,-2.06,TAV2001_CAT_CONUS.zip
3917114,-1.44,-0.19,4.01,1.61,10.61,11.21,16.27,17.69,14.89,8.83,1.42,-1.88,TAV2001_CAT_CONUS.zip
3917130,-1.56,-0.35,3.91,1.55,10.48,11.08,16.26,17.67,14.87,8.74,1.3,-2.1,TAV2001_CAT_CONUS.zip
3917136,-1.38,-0.47,3.87,1.75,10.71,11.38,16.52,18.03,14.93,9.14,1.59,-1.89,TAV2001_CAT_CONUS.zip
3917138,-1.21,-0.32,4.13,2.15,11.1,11.71,16.92,18.33,15.33,9.32,1.85,-1.79,TAV2001_CAT_CONUS.zip
3917154,-1.53,-0.19,3.93,1.48,10.48,11.06,16.05,17.58,14.78,8.75,1.38,-1.85,TAV2001_CAT_CONUS.zip
3917156,-1.11,0.24,4.44,2.23,11.21,11.79,16.78,18.15,15.34,9.18,1.9,-1.48,TAV2001_CAT_CONUS.zip
3917158,0.93,1.69,6.14,5.7,14.86,15.7,19.84,21.07,17.33,11.63,4.82,1.09,TAV2001_CAT_CONUS.zip
3917160,0.68,1.52,5.85,5.24,14.33,15.06,19.4,20.69,17.12,11.31,4.45,0.8,TAV2001_CAT_CONUS.zip
3917162,-1.22,0.02,4.35,2.17,11.06,11.65,16.81,18.11,15.32,9.07,1.72,-1.78,TAV2001_CAT_CONUS.zip
3917164,-0.09,1.11,5.21,3.82,12.88,13.56,18.19,19.5,16.33,10.36,3.3,-0.19,TAV2001_CAT_CONUS.zip
3917172,-0.79,0.51,4.61,2.68,11.72,12.34,17.14,18.56,15.58,9.57,2.37,-0.98,TAV2001_CAT_CONUS.zip
3917176,-0.32,0.89,5.22,3.65,12.51,13.16,18.03,19.21,16.13,10.01,2.89,-0.66,TAV2001_CAT_CONUS.zip
3917178,-0.73,0.52,4.88,2.99,11.85,12.44,17.47,18.67,15.8,9.55,2.34,-1.19,TAV2001_CAT_CONUS.zip
3917194,-1.1,-0.23,4.28,2.47,11.16,11.66,17.06,18.3,15.43,9.24,1.87,-1.79,TAV2001_CAT_CONUS.zip
3917198,1.11,1.69,6.46,6.08,15.26,16.11,20.15,21.41,17.52,11.85,5.15,1.36,TAV2001_CAT_CONUS.zip
3917200,1.44,1.79,6.97,6.63,15.79,16.65,20.64,21.86,17.84,12.18,5.59,1.8,TAV2001_CAT_CONUS.zip
3917222,0.99,1.69,6.3,5.82,14.98,15.82,19.96,21.16,17.37,11.68,4.9,1.17,TAV2001_CAT_CONUS.zip
3917230,1.76,1.79,7.41,7.43,16.42,17.29,21.5,22.79,18.42,12.6,5.91,2.1,TAV2001_CAT_CONUS.zip
3917244,1.82,1.89,7.46,7.38,16.4,17.3,21.44,22.7,18.46,12.64,5.97,2.18,TAV2001_CAT_CONUS.zip
3917266,1.56,1.82,7.13,6.82,15.98,16.85,20.8,22.04,17.97,12.31,5.76,1.96,TAV2001_CAT_CONUS.zip
3917912,-1.02,0.31,4.58,2.41,11.37,11.96,16.98,18.28,15.49,9.26,1.99,-1.45,TAV2001_CAT_CONUS.zip
3917914,-0.82,-0.17,4.49,2.7,11.73,12.42,17.59,19.02,15.56,9.87,2.39,-1.33,TAV2001_CAT_CONUS.zip
3917916,-1.32,-0.28,4.14,2.05,10.9,11.49,16.73,18.09,15.21,9.08,1.65,-1.92,TAV2001_CAT_CONUS.zip
3917918,0.33,1.33,5.69,4.69,13.73,14.48,18.97,20.17,16.75,10.85,3.89,0.24,TAV2001_CAT_CONUS.zip
3917920,0.95,1.68,6.17,5.74,14.91,15.75,19.87,21.11,17.35,11.66,4.86,1.12,TAV2001_CAT_CONUS.zip
3917922,1.23,1.65,6.62,6.34,15.54,16.41,20.34,21.68,17.68,12.02,5.43,1.56,TAV2001_CAT_CONUS.zip
3917924,1.33,1.64,6.77,6.54,15.72,16.61,20.5,21.87,17.79,12.15,5.59,1.7,TAV2001_CAT_CONUS.zip
3917926,1.51,1.64,6.96,6.8,15.86,16.83,20.76,22.16,17.99,12.31,5.76,1.9,TAV2001_CAT_CONUS.zip
3917946,1.95,2.11,7.79,7.95,16.93,17.71,22.05,23.17,18.72,12.75,6.04,2.23,TAV2001_CAT_CONUS.zip
3917948,1.52,1.81,7.08,6.76,15.92,16.79,20.75,21.99,17.93,12.27,5.71,1.91,TAV2001_CAT_CONUS.zip
3917950,1.73,1.86,7.32,7.09,16.22,17.13,21.11,22.35,18.23,12.49,5.92,2.12,TAV2001_CAT_CONUS.zip
948010046,1.71,1.8,7.31,7.11,16.23,17.16,21.16,22.42,18.25,12.52,5.97,2.12,TAV2001_CAT_CONUS.zip
948010047,1.61,1.77,7.17,6.94,16.06,16.98,20.95,22.23,18.1,12.4,5.85,2.02,TAV2001_CAT_CONUS.zip
948010048,1.52,1.64,6.97,6.81,15.87,16.84,20.77,22.17,18,12.32,5.77,1.91,TAV2001_CAT_CONUS.zip
948010089,1.3,1.66,6.75,6.48,15.7,16.56,20.45,21.8,17.74,12.11,5.55,1.66,TAV2001_CAT_CONUS.zip
948010091,1.35,1.67,6.81,6.56,15.75,16.63,20.53,21.88,17.8,12.16,5.6,1.72,TAV2001_CAT_CONUS.zip
948010092,1.5,1.78,7.04,6.74,15.92,16.78,20.72,21.99,17.92,12.26,5.71,1.89,TAV2001_CAT_CONUS.zip
948010095,1.57,1.68,7.06,6.89,15.97,16.93,20.88,22.24,18.07,12.38,5.83,1.97,TAV2001_CAT_CONUS.zip
948010096,1.54,1.81,7.11,6.8,15.97,16.84,20.78,22.03,17.96,12.3,5.75,1.94,TAV2001_CAT_CONUS.zip
