COMID,CAT_RUN_JAN1960,CAT_RUN_FEB1960,CAT_RUN_MAR1960,CAT_RUN_APR1960,CAT_RUN_MAY1960,CAT_RUN_JUN1960,CAT_RUN_JUL1960,CAT_RUN_AUG1960,CAT_RUN_SEP1960,CAT_RUN_OCT1960,CAT_RUN_NOV1960,CAT_RUN_DEC1960,filename
3917070,1.28,87.69,83.96,42.69,30.65,13.77,7.53,3.4,1.73,2.91,40.91,60.73,RUN1960_CAT_CONUS.zip
3917072,1.22,85.35,81.53,40.07,28.18,12.55,6.97,3.1,1.58,2.84,42.42,62.59,RUN1960_CAT_CONUS.zip
3917082,2.52,81.65,75.12,37.42,25.41,11.14,6.49,2.78,1.82,2.82,31.94,61.72,RUN1960_CAT_CONUS.zip
3917084,5.99,92.06,80.53,41.3,28.92,12.97,7.34,3.23,1.82,2.92,42.25,62.65,RUN1960_CAT_CONUS.zip
3917100,0.66,3.49,7.35,3.04,3.01,0.86,0.53,0.15,0.08,1.04,3.28,2.06,RUN1960_CAT_CONUS.zip
3917106,1.92,75.07,69.09,34.4,22.78,9.92,5.86,2.47,1.59,2.6,28.72,60.68,RUN1960_CAT_CONUS.zip
3917114,4.76,78.18,69,35.18,23.47,10.39,5.88,2.57,1.33,2.48,29.09,53.61,RUN1960_CAT_CONUS.zip
3917130,2.84,66.41,61,31.9,20.42,8.93,5.26,2.2,1.16,2.28,23.91,56.71,RUN1960_CAT_CONUS.zip
3917136,0.95,69.84,62.93,31.02,19.37,8.35,5.08,2.08,1.34,2.35,28.89,62.03,RUN1960_CAT_CONUS.zip
3917138,0.9,63.61,54.21,26.79,15.31,6.54,4.15,1.63,0.91,1.98,30.44,62.77,RUN1960_CAT_CONUS.zip
3917154,2.7,82.85,76.77,38.27,26.43,11.75,6.57,2.9,1.49,2.7,37.41,59.14,RUN1960_CAT_CONUS.zip
3917156,1.14,67.44,64.65,31.91,20.5,8.89,5.01,2.18,1.12,2.26,21.46,50.93,RUN1960_CAT_CONUS.zip
3917158,0.63,6.8,15.38,7.06,5.02,1.81,1.04,0.4,0.21,1.09,3.37,8.92,RUN1960_CAT_CONUS.zip
3917160,0.79,22.72,24.87,11.88,7.64,3.02,1.63,0.69,0.35,1.35,3.48,11.4,RUN1960_CAT_CONUS.zip
3917162,1.2,57.01,56.67,30.71,18.23,7.88,4.61,1.93,1.02,2.1,12.06,50.46,RUN1960_CAT_CONUS.zip
3917164,1.02,52.84,55.89,27.26,15.7,6.73,3.68,1.64,0.84,1.87,19.25,42.04,RUN1960_CAT_CONUS.zip
3917172,1.11,67.21,67.71,33.23,21.38,9.38,5.18,2.3,1.17,2.3,28.27,51.03,RUN1960_CAT_CONUS.zip
3917176,1.52,54.36,73.06,41.95,23.96,10.83,5.81,2.68,1.37,2.57,13.18,46.38,RUN1960_CAT_CONUS.zip
3917178,1.45,58.1,65.83,38.69,22.19,9.87,5.44,2.43,1.28,2.33,8.21,44.27,RUN1960_CAT_CONUS.zip
3917194,1.66,79.27,87.31,54.19,31.24,14.26,8.04,3.57,1.99,2.98,28.62,68.91,RUN1960_CAT_CONUS.zip
3917198,0.68,5.14,9.66,4.26,3.53,1.11,0.67,0.22,0.12,1.03,3.38,8.82,RUN1960_CAT_CONUS.zip
3917200,0.71,3.59,4.35,1.7,2.02,0.45,0.33,0.06,0.04,0.95,3.31,6.11,RUN1960_CAT_CONUS.zip
3917222,0.71,7.13,14.61,6.73,4.75,1.7,0.99,0.37,0.2,1.1,3.55,13.48,RUN1960_CAT_CONUS.zip
3917230,0.66,3.5,1.7,0.4,1.32,0.24,0.15,0,0,0.84,3.17,1.85,RUN1960_CAT_CONUS.zip
3917244,0.67,3.51,1.87,0.46,1.33,0.23,0.16,0,0,0.84,3.1,2.03,RUN1960_CAT_CONUS.zip
3917266,0.69,3.15,2.18,0.62,1.45,0.2,0.2,0,0.01,0.91,3.19,2.36,RUN1960_CAT_CONUS.zip
3917912,1.14,61.05,58.86,29.46,18.3,7.85,4.46,1.92,0.99,2.1,13.29,46.19,RUN1960_CAT_CONUS.zip
3917914,0.92,63.45,55.71,27.43,15.7,6.7,4.35,1.67,1.09,2,26.55,62.61,RUN1960_CAT_CONUS.zip
3917916,1.23,64.87,63.34,35.99,20.83,9.21,5.45,2.29,1.24,2.3,24.31,60.95,RUN1960_CAT_CONUS.zip
