COMID,CAT_RUN_JAN2006,CAT_RUN_FEB2006,CAT_RUN_MAR2006,CAT_RUN_APR2006,CAT_RUN_MAY2006,CAT_RUN_JUN2006,CAT_RUN_JUL2006,CAT_RUN_AUG2006,CAT_RUN_SEP2006,CAT_RUN_OCT2006,CAT_RUN_NOV2006,CAT_RUN_DEC2006,filename
3917070,67.91,64.07,56.25,92.05,103.57,51.95,25.55,13.22,6.59,4.4,13.36,46.47,RUN2006_CAT_CONUS.zip
3917072,68.88,65.63,58.15,94.03,98.45,49.37,24.28,12.6,6.24,4.21,11.96,46.56,RUN2006_CAT_CONUS.zip
3917082,58.66,51.35,36.98,76.01,94.59,47.87,23.48,12.11,6.06,4.4,9.1,30.47,RUN2006_CAT_CONUS.zip
3917084,62.55,58.47,46.79,85.9,97.85,49.41,24.24,12.53,6.27,4.38,21.09,45.28,RUN2006_CAT_CONUS.zip
3917100,97.28,63.4,34.1,19.28,9.61,5.05,2.4,1.99,0.69,0.93,3.65,11.25,RUN2006_CAT_CONUS.zip
3917106,59.27,55.46,43.29,80.73,83.05,42.07,20.61,10.66,5.32,3.99,7.52,30.76,RUN2006_CAT_CONUS.zip
3917114,68.61,71.49,63.54,90.7,74.01,37.45,18.31,9.5,4.73,3.41,17.12,36.81,RUN2006_CAT_CONUS.zip
3917130,63.86,68.8,62.39,104.18,66.66,33.75,16.51,8.59,4.27,3.27,10.08,37.29,RUN2006_CAT_CONUS.zip
3917136,59.54,59.49,49.64,74.03,64.03,32.54,15.88,8.27,4.11,3.37,6.44,31.27,RUN2006_CAT_CONUS.zip
3917138,61.44,69.03,64.27,77.16,38.86,19.86,9.6,5.1,2.5,2.48,8.76,37.91,RUN2006_CAT_CONUS.zip
3917154,68.71,67.83,60.13,92.72,89.1,44.82,22,11.41,5.66,3.9,14.24,42.95,RUN2006_CAT_CONUS.zip
3917156,71.09,75.26,68.88,87.49,64.16,32.44,15.85,8.26,4.07,3.01,7.13,27.78,RUN2006_CAT_CONUS.zip
3917158,100.29,68.99,43.75,29.46,14.58,7.5,3.61,2.66,1.01,1.15,4.28,22.13,RUN2006_CAT_CONUS.zip
3917160,101.34,79.31,52.27,32.96,16.32,8.46,4.05,2.8,1.14,1.23,4.62,21.71,RUN2006_CAT_CONUS.zip
3917162,66.5,73.45,67.63,99.38,55,27.96,13.64,7.1,3.51,2.8,4,24.42,RUN2006_CAT_CONUS.zip
3917164,82.63,86.12,70.25,42.97,21.57,11.18,5.34,3.15,1.44,1.5,4.39,19.73,RUN2006_CAT_CONUS.zip
3917172,75.53,77.84,65.35,66.14,55.61,28.1,13.73,7.31,3.56,2.69,7.7,30.86,RUN2006_CAT_CONUS.zip
3917176,79.81,80.91,61.6,63.7,42.19,21.5,10.45,5.59,2.71,2.14,4.19,13.18,RUN2006_CAT_CONUS.zip
3917178,73.72,78.08,66.81,77.66,52.16,26.57,12.95,6.76,3.32,2.56,4.1,13.37,RUN2006_CAT_CONUS.zip
3917194,67.59,68.93,61.1,93.21,64.77,32.75,16.07,8.28,4.12,3.24,5.05,21.87,RUN2006_CAT_CONUS.zip
3917198,94.39,63.79,38.25,26.12,12.75,6.68,3.19,2.4,0.88,1.02,3.93,16.02,RUN2006_CAT_CONUS.zip
3917200,85.75,56.35,31.02,22.06,10.24,5.71,2.66,2.06,0.69,0.81,3.26,6.97,RUN2006_CAT_CONUS.zip
3917222,95.94,66.97,42.56,30.58,14.87,7.79,3.71,2.59,1,1.09,4.14,20.5,RUN2006_CAT_CONUS.zip
3917230,76.46,49.44,25.39,13.83,6.4,3.79,1.65,1.81,0.42,0.67,2.55,2.24,RUN2006_CAT_CONUS.zip
3917244,77.49,50.46,26.09,14.55,6.56,3.93,1.75,1.75,0.44,0.63,2.55,2.22,RUN2006_CAT_CONUS.zip
3917266,83.28,54.02,28.05,19.07,8.69,4.99,2.3,1.91,0.59,0.73,2.99,2.79,RUN2006_CAT_CONUS.zip
3917912,71.33,77.2,70.96,88.9,56.99,28.93,14.09,7.33,3.61,2.75,5.76,22.02,RUN2006_CAT_CONUS.zip
3917914,68.38,74.23,66.55,62.24,32.81,16.84,8.11,4.35,2.15,2.25,6.89,31.4,RUN2006_CAT_CONUS.zip
3917916,62.25,67.75,61.86,89.69,55.01,27.94,13.64,7.11,3.52,2.95,6.5,32.16,RUN2006_CAT_CONUS.zip
3917918,90.46,77.55,53.25,42.62,25.09,12.86,6.22,3.71,1.65,1.52,4.27,18.57,RUN2006_CAT_CONUS.zip
3917920,99.6,68.34,42.93,28.74,14.22,7.32,3.52,2.61,0.98,1.13,4.23,21.15,RUN2006_CAT_CONUS.zip
3917922,92.05,60.77,32.87,19.54,9.66,5.07,2.42,2.08,0.7,0.92,3.62,9.19,RUN2006_CAT_CONUS.zip
3917924,88.42,57.56,30.1,17.56,8.65,4.57,2.16,2.02,0.62,0.89,3.37,6.19,RUN2006_CAT_CONUS.zip
3917926,83.78,52.23,26.02,14.51,7.09,3.83,1.74,1.99,0.49,0.9,2.84,2.76,RUN2006_CAT_CONUS.zip
3917946,87.43,57.53,30.91,16.51,7.67,4.6,2,1.71,0.48,0.65,3.13,2.73,RUN2006_CAT_CONUS.zip
3917948,83.94,54.65,28.9,19.96,9.14,5.2,2.4,1.95,0.61,0.75,3.06,3.99,RUN2006_CAT_CONUS.zip
3917950,79.78,51.77,27.02,16.79,7.55,4.43,2.01,1.79,0.51,0.67,2.69,2.46,RUN2006_CAT_CONUS.zip
948010046,77.09,49.56,24.9,14.57,6.48,3.88,1.75,1.71,0.45,0.64,2.48,2.3,RUN2006_CAT_CONUS.zip
948010047,80.66,51.68,26.23,16.12,7.38,4.25,1.93,1.83,0.5,0.73,2.73,2.56,RUN2006_CAT_CONUS.zip
948010048,83.78,52.23,26.02,14.51,7.09,3.83,1.74,1.99,0.49,0.9,2.84,2.76,RUN2006_CAT_CONUS.zip
948010089,89.37,58.82,31.11,18.54,9.09,4.82,2.3,2.03,0.66,0.88,3.49,6.92,RUN2006_CAT_CONUS.zip
948010091,87.97,57.36,30.03,17.91,8.73,4.67,2.2,2.01,0.62,0.87,3.35,5.91,RUN2006_CAT_CONUS.zip
948010092,84.57,55.04,28.7,18.95,8.77,4.95,2.3,1.93,0.6,0.76,3.09,3.66,RUN2006_CAT_CONUS.zip
