COMID,CAT_RUN_JAN1965,CAT_RUN_FEB1965,CAT_RUN_MAR1965,CAT_RUN_APR1965,CAT_RUN_MAY1965,CAT_RUN_JUN1965,CAT_RUN_JUL1965,CAT_RUN_AUG1965,CAT_RUN_SEP1965,CAT_RUN_OCT1965,CAT_RUN_NOV1965,CAT_RUN_DEC1965,filename
3917070,101.18,100.44,73.48,102.59,50.01,26.53,13.61,9.85,3.13,1.88,12.48,24.85,RUN1965_CAT_CONUS.zip
3917072,101.12,100.41,71.49,96.6,46.06,24.5,12.61,9.18,2.87,1.77,6.71,22.83,RUN1965_CAT_CONUS.zip
3917082,99.34,97.52,82.29,116.14,56.17,30.74,16.42,10.22,3.55,1.81,32.4,30.34,RUN1965_CAT_CONUS.zip
3917084,101.95,98.63,81.51,123.29,60.12,32.27,16.74,10.92,3.8,2.05,38.4,32.64,RUN1965_CAT_CONUS.zip
3917100,79.44,40.88,20.41,12.7,5.6,3.36,1.65,2.12,0.55,0.26,3.26,0.81,RUN1965_CAT_CONUS.zip
3917106,98.75,97.7,76.58,105.73,51.01,27.91,14.87,9.47,3.22,1.67,31.01,30.34,RUN1965_CAT_CONUS.zip
3917114,95.48,94.45,64.19,96.95,46.47,24.74,12.62,9.03,2.93,1.67,23.84,18.88,RUN1965_CAT_CONUS.zip
3917130,97.42,98,67.89,92.42,44.39,23.73,12.2,8.57,2.78,1.6,29.07,29.65,RUN1965_CAT_CONUS.zip
3917136,99.92,98.68,66.07,90.65,43.55,24.02,12.83,8.39,2.76,1.43,33.02,31.82,RUN1965_CAT_CONUS.zip
3917138,101.23,100.18,51.89,72.34,34.53,18.97,9.93,7.12,2.21,1.22,35.81,33.99,RUN1965_CAT_CONUS.zip
3917154,98.99,98.1,68.87,97.34,46.54,24.76,12.69,9.16,2.91,1.74,13.95,21.52,RUN1965_CAT_CONUS.zip
3917156,92.2,93.29,55.06,73.84,34.77,18.57,9.55,7.49,2.18,1.32,4.9,9.56,RUN1965_CAT_CONUS.zip
3917158,78.39,47.13,23.55,14.88,6.33,3.77,1.92,2.43,0.57,0.29,3.61,0.86,RUN1965_CAT_CONUS.zip
3917160,81.44,59.35,29.61,17.81,7.85,4.53,2.38,2.68,0.67,0.34,3.39,0.89,RUN1965_CAT_CONUS.zip
3917162,92.89,95.59,58.44,77.51,36.75,19.63,10.12,7.47,2.3,1.35,20.7,20.29,RUN1965_CAT_CONUS.zip
3917164,89.6,77.11,39.79,36.19,16.78,9.2,4.75,5.13,1.18,0.63,3.54,1.05,RUN1965_CAT_CONUS.zip
3917172,94.73,87.65,53.72,62.9,29.77,15.99,8.23,6.95,1.92,1.13,5.28,10.51,RUN1965_CAT_CONUS.zip
3917176,95.34,85.59,55.57,69.51,32.68,17.17,8.72,6.74,2.13,1.16,30.45,20.4,RUN1965_CAT_CONUS.zip
3917178,91.63,90.63,52.79,73.3,34.45,18.19,9.31,7.14,2.19,1.26,21.31,13.09,RUN1965_CAT_CONUS.zip
3917194,107.3,109.72,71.07,107.33,51.24,27.18,14.12,9.25,3.26,1.77,67.05,49.49,RUN1965_CAT_CONUS.zip
3917198,78.57,42.04,21.02,13.54,5.69,3.42,1.73,2.23,0.53,0.25,3.65,0.84,RUN1965_CAT_CONUS.zip
3917200,68.74,33.84,16.91,11.47,4.65,2.87,1.45,1.98,0.46,0.2,3.71,0.74,RUN1965_CAT_CONUS.zip
3917222,78.85,44.21,22.12,14.3,5.95,3.55,1.83,2.37,0.53,0.26,3.77,0.83,RUN1965_CAT_CONUS.zip
3917230,49.65,24.26,12.09,7.93,3.45,2.27,1.06,1.81,0.43,0.14,2.8,0.69,RUN1965_CAT_CONUS.zip
3917244,53.42,26.14,13.05,8.8,3.68,2.4,1.13,1.8,0.44,0.15,3.13,0.68,RUN1965_CAT_CONUS.zip
3917266,64.57,31.77,15.86,10.84,4.4,2.75,1.37,1.91,0.45,0.19,3.63,0.72,RUN1965_CAT_CONUS.zip
3917912,89.32,91.53,50.75,69.29,32.46,17.34,8.91,7.05,2.03,1.23,5.33,6.46,RUN1965_CAT_CONUS.zip
3917914,103.75,97.8,50.31,60.1,28.28,16.14,8.61,6.33,1.81,0.93,36.48,33.34,RUN1965_CAT_CONUS.zip
3917916,101.09,102.03,62.44,87.18,41.71,22.4,11.62,8.08,2.64,1.48,39.17,36.14,RUN1965_CAT_CONUS.zip
3917918,86.55,64.79,37.19,35.57,16.32,8.86,4.51,4.2,1.16,0.62,13.67,8.34,RUN1965_CAT_CONUS.zip
3917920,78.46,46.6,23.28,14.71,6.26,3.73,1.89,2.4,0.56,0.28,3.59,0.85,RUN1965_CAT_CONUS.zip
3917922,79.41,40.12,20.04,12.68,5.47,3.31,1.62,2.09,0.54,0.24,3.41,0.84,RUN1965_CAT_CONUS.zip
3917924,77.6,38.19,19.07,12.16,5.22,3.19,1.55,1.98,0.53,0.23,3.35,0.81,RUN1965_CAT_CONUS.zip
