COMID,CAT_PPT_JAN1969,CAT_PPT_FEB1969,CAT_PPT_MAR1969,CAT_PPT_APR1969,CAT_PPT_MAY1969,CAT_PPT_JUN1969,CAT_PPT_JUL1969,CAT_PPT_AUG1969,CAT_PPT_SEP1969,CAT_PPT_OCT1969,CAT_PPT_NOV1969,CAT_PPT_DEC1969,filename
3917070,216.65,66.6,20.35,56.43,27.84,53.59,24.01,0,5.86,56.35,31.34,219.23,PPT1969_CAT_CONUS.zip
3917072,215.64,62.84,19.14,54.28,27.11,51.82,22.58,0,5.92,56.85,30.21,215.98,PPT1969_CAT_CONUS.zip
3917082,212.6,79.73,18.05,54.8,27.25,44.68,16.43,0,8.08,65.92,35.2,260.7,PPT1969_CAT_CONUS.zip
3917084,207.12,79.1,18.49,56.62,29.04,46.42,17.01,0,8.48,60.92,36.34,259.68,PPT1969_CAT_CONUS.zip
3917106,210.12,80.29,17.82,52.53,26.47,45.33,15.35,0,8.04,63.16,34.72,248.14,PPT1969_CAT_CONUS.zip
3917114,201.35,63.6,16.08,53.96,29.24,48.1,13.5,0,7.23,53.3,31.26,233.29,PPT1969_CAT_CONUS.zip
3917130,206.71,82.83,18.7,50.78,27.3,47.89,12,0.01,8.19,55.65,35.12,228.57,PPT1969_CAT_CONUS.zip
3917136,202.91,80.66,16.59,48.76,23.94,45.58,15.24,0,7.74,58.85,35.72,228.22,PPT1969_CAT_CONUS.zip
3917138,193.05,80.85,15.44,44.06,21.69,47.08,14.4,0,7.67,50.86,36.73,200.35,PPT1969_CAT_CONUS.zip
3917154,209.95,63.43,17.95,54.22,27.98,50.32,19,0,6.47,55.5,30.75,223.42,PPT1969_CAT_CONUS.zip
3917156,206.88,53.1,15.99,52.31,27.74,50.39,14.83,0,5.71,51.98,26.35,209.47,PPT1969_CAT_CONUS.zip
3917158,156.18,37.22,8.28,28.21,25.65,44.66,6.86,0,5.5,45.7,15.07,179.94,PPT1969_CAT_CONUS.zip
3917160,173.57,36.93,8.82,30.06,24.6,49.51,6.61,0,5.69,48.46,16.92,192.35,PPT1969_CAT_CONUS.zip
3917162,206.85,77.63,18.57,51.05,27.24,48.87,10.03,0.04,7.09,52.36,35.17,216.25,PPT1969_CAT_CONUS.zip
3917164,204.76,43.36,15.11,47.97,25.13,48.49,10.67,0,5.62,53.15,21.13,209.18,PPT1969_CAT_CONUS.zip
3917172,209.11,52.1,17.2,51.39,26.3,49.67,15.83,0,5.74,54.37,25.4,212.21,PPT1969_CAT_CONUS.zip
3917176,214.21,93.15,23.33,59.22,26.78,47.66,7.97,0.18,6.11,47.6,44.39,235.16,PPT1969_CAT_CONUS.zip
3917178,208.04,78.94,20.73,55.93,27.89,49.25,8.83,0.12,5.81,48.74,42.37,219.86,PPT1969_CAT_CONUS.zip
3917194,217.76,137.4,28.77,63.83,24.98,48.25,10.01,0.35,6.41,52.29,71.23,237.48,PPT1969_CAT_CONUS.zip
3917198,149.7,37.36,7.63,25.35,22.44,44.73,6.72,0,5.39,45.17,15.2,177.94,PPT1969_CAT_CONUS.zip
3917200,130.79,38.96,7.11,23.16,19.22,42.77,6.25,0,5.14,43.1,15.14,165.89,PPT1969_CAT_CONUS.zip
3917230,125.99,25.8,3.9,14.65,16,47.09,4.92,0,4.92,43.91,9.25,149.09,PPT1969_CAT_CONUS.zip
3917244,124.36,30.3,4.38,16.06,17.03,45.65,5.29,0,4.95,43.71,10.72,149.26,PPT1969_CAT_CONUS.zip
3917912,202.22,52.09,15.18,51.52,28.3,49.85,12.29,0,5.66,49.78,26.44,206.86,PPT1969_CAT_CONUS.zip
3917914,183.88,85.32,13.76,44.47,21.7,43.35,11.55,0,6.44,52.08,36.71,197.89,PPT1969_CAT_CONUS.zip
3917916,207.18,99.47,21.01,50.58,23.94,48.31,12.37,0.08,7.75,53.12,46.67,217.73,PPT1969_CAT_CONUS.zip
3917918,182.28,58.79,15.16,42.04,26.26,45.6,7.52,0.06,5.75,46.82,27.19,204.24,PPT1969_CAT_CONUS.zip
3917920,155.72,36.99,8.15,27.7,25.31,44.84,6.84,0,5.49,45.77,14.92,179.57,PPT1969_CAT_CONUS.zip
3917946,135.33,28.77,5.19,16.81,15.07,49.11,4.31,0,4.82,41.49,10.64,154.28,PPT1969_CAT_CONUS.zip
3917948,126.9,38.49,6.84,22.23,18.88,42.83,6.11,0,5.11,43.04,14.46,161.72,PPT1969_CAT_CONUS.zip
3917950,121.42,34.38,5.47,19.34,17.61,44.81,5.63,0,5.04,43.68,13.45,157.42,PPT1969_CAT_CONUS.zip
