COMID,CAT_PPT_JAN2013,CAT_PPT_FEB2013,CAT_PPT_MAR2013,CAT_PPT_APR2013,CAT_PPT_MAY2013,CAT_PPT_JUN2013,CAT_PPT_JUL2013,CAT_PPT_AUG2013,CAT_PPT_SEP2013,CAT_PPT_OCT2013,CAT_PPT_NOV2013,CAT_PPT_DEC2013,filename
3917070,53.76,33.25,32.99,56.36,65.28,41.93,1.51,16.37,57.8,15.42,42.18,31.46,PPT2013_CAT_CONUS.zip
3917072,53.92,33.16,32.67,56.04,64.38,41.73,1.59,16.14,57.03,15.28,41.62,31.02,PPT2013_CAT_CONUS.zip
3917082,58.82,36.26,36.71,56.94,75.91,44.33,1.85,13.84,59.95,19.28,43.58,31.69,PPT2013_CAT_CONUS.zip
3917084,57.79,35.51,35.09,56.91,72.28,45.03,1.84,14.64,58.56,17.48,43.35,31.38,PPT2013_CAT_CONUS.zip
3917100,49.66,24.71,15.79,32.53,32.18,15.46,0.99,13.63,39.45,4.97,29.74,17.73,PPT2013_CAT_CONUS.zip
3917106,56.95,34.42,33.4,53.26,70.95,42.99,2.05,13.35,57.09,17.48,40.21,29.59,PPT2013_CAT_CONUS.zip
3917114,55.52,32.9,28.05,48.65,56.12,36.34,2.26,13.82,50.93,11.78,37.24,26.4,PPT2013_CAT_CONUS.zip
3917130,53.71,31.41,25.93,46.25,55.84,40.42,2.61,12.94,49.6,11.6,34.76,25.44,PPT2013_CAT_CONUS.zip
3917136,53.74,31.07,29.73,48.59,68.35,41.56,2.14,12.58,54.96,16.88,34.7,26.67,PPT2013_CAT_CONUS.zip
3917138,49.16,26.53,23.09,41.4,60.06,39.6,2.41,11.8,49.98,14.12,27.13,22.28,PPT2013_CAT_CONUS.zip
3917154,54.59,33.09,30.92,53.22,61.3,39.73,1.85,15.23,54.7,13.95,39.97,29.25,PPT2013_CAT_CONUS.zip
3917156,53.43,31.21,25.53,45.5,49.79,31.68,2.22,13.97,48.58,9.86,34.7,24.69,PPT2013_CAT_CONUS.zip
3917158,54.5,29.59,18.91,34.79,35.71,16.99,2.15,11.98,43.3,6.34,29.39,20.71,PPT2013_CAT_CONUS.zip
3917160,53.25,28.12,21.08,36.84,36.19,16.42,1.68,13.13,44.44,6.73,30.9,18.97,PPT2013_CAT_CONUS.zip
3917162,52.93,30.3,22.88,41.7,47.72,35.05,2.87,12.35,45.86,8.96,31.57,22.65,PPT2013_CAT_CONUS.zip
3917164,52.64,28.76,22.45,39.3,39.99,21.49,2,13.33,45.01,7.2,31.59,20.14,PPT2013_CAT_CONUS.zip
3917172,53.37,30.87,26.87,46.5,50.45,30.24,1.91,14.4,50.05,10.6,35.8,24.91,PPT2013_CAT_CONUS.zip
3917176,54.09,30.86,22.73,40,40.13,27.47,2.78,12.25,44.74,7.49,31.74,21.91,PPT2013_CAT_CONUS.zip
3917178,53.89,30.63,23.23,40.72,42.45,30.21,2.92,12.42,44.89,7.86,31.5,21.5,PPT2013_CAT_CONUS.zip
3917194,48.92,26.37,24.55,43.13,56.98,48.03,3.05,12.12,49.92,13.31,28.6,21.88,PPT2013_CAT_CONUS.zip
3917198,52.6,27.74,17.4,33.73,34.11,15.98,1.92,12.17,41.03,5.65,29.2,20.27,PPT2013_CAT_CONUS.zip
3917200,50.32,25.67,14.61,31.88,32.22,13.19,2.15,12.06,38.02,4.1,27.25,19.96,PPT2013_CAT_CONUS.zip
3917222,53,28.67,18.64,34.54,35.16,16.55,2.29,11.8,42.4,6.16,28.87,20.88,PPT2013_CAT_CONUS.zip
3917230,44.33,12.32,10.63,27.27,28.5,7.49,0.78,14.31,28.56,1.42,39.46,14.75,PPT2013_CAT_CONUS.zip
3917244,48.51,15.44,10.25,27.83,29.1,8.66,1.59,13.49,31.11,1.58,35.68,17.9,PPT2013_CAT_CONUS.zip
3917266,49.97,25.04,13.37,31.12,31.47,12.1,2.12,12.16,36.85,3.41,26.75,19.61,PPT2013_CAT_CONUS.zip
3917912,53.55,30.92,23.46,42.47,45.63,29.22,2.51,13.18,46.04,8.31,32.6,23.01,PPT2013_CAT_CONUS.zip
3917914,47.41,23.82,23.8,41.48,65.25,37.42,2.16,11.12,52.44,14.59,24.68,20.96,PPT2013_CAT_CONUS.zip
3917916,51.01,28.54,24.63,43.43,57.14,42.31,2.74,12.19,49.61,12.97,30.38,23.27,PPT2013_CAT_CONUS.zip
3917918,54.45,30.22,20.9,37.24,37.47,20.92,2.47,11.98,43.86,6.78,30.39,21.12,PPT2013_CAT_CONUS.zip
