COMID,CAT_TAV_JAN1976,CAT_TAV_FEB1976,CAT_TAV_MAR1976,CAT_TAV_APR1976,CAT_TAV_MAY1976,CAT_TAV_JUN1976,CAT_TAV_JUL1976,CAT_TAV_AUG1976,CAT_TAV_SEP1976,CAT_TAV_OCT1976,CAT_TAV_NOV1976,CAT_TAV_DEC1976,filename
3917070,1.02,2.91,0.11,2.45,9.71,11.04,17.66,14.49,16.34,9.65,4.21,0.23,TAV1976_CAT_CONUS.zip
3917072,1.09,2.93,0.34,2.69,9.96,11.29,17.87,14.68,16.45,9.75,4.33,0.27,TAV1976_CAT_CONUS.zip
3917082,1.09,3.2,-0.45,1.69,9.42,10.65,17.38,14.19,16.09,9.4,3.94,0,TAV1976_CAT_CONUS.zip
3917084,0.94,3.06,-0.67,1.48,9.02,10.28,17.03,13.93,15.99,9.29,3.77,0,TAV1976_CAT_CONUS.zip
3917100,1.38,2.6,3.93,6.43,12.91,14.51,20.26,17.01,16.91,10.88,6.32,0.69,TAV1976_CAT_CONUS.zip
3917106,1.16,3.31,-0.28,1.86,9.57,10.8,17.53,14.33,16.25,9.49,4.01,0.07,TAV1976_CAT_CONUS.zip
3917114,1.03,2.9,0.09,2.33,9.59,10.91,17.52,14.4,16.28,9.54,4.13,0.15,TAV1976_CAT_CONUS.zip
3917130,1.16,3.32,0.07,2.26,9.69,10.99,17.65,14.52,16.48,9.62,4.08,0.16,TAV1976_CAT_CONUS.zip
3917136,1.29,3.53,-0.2,1.92,9.74,10.92,17.7,14.47,16.47,9.59,4.12,0.19,TAV1976_CAT_CONUS.zip
3917138,1.41,3.79,-0.1,2.01,9.83,11,17.82,14.6,16.79,9.7,4.18,0.35,TAV1976_CAT_CONUS.zip
3917154,1.06,2.92,0.22,2.52,9.79,11.12,17.71,14.55,16.37,9.66,4.24,0.22,TAV1976_CAT_CONUS.zip
3917156,1.15,2.82,0.84,3.18,10.32,11.67,18.15,14.94,16.54,9.84,4.55,0.3,TAV1976_CAT_CONUS.zip
3917158,1.12,2.29,3.51,6.07,12.5,14.06,19.8,16.47,16.47,10.53,6.08,0.44,TAV1976_CAT_CONUS.zip
3917160,1.07,2.36,3.06,5.56,12.04,13.63,19.44,16.21,16.47,10.45,5.86,0.48,TAV1976_CAT_CONUS.zip
3917162,1.25,3.22,0.6,2.84,10.16,11.48,18.06,14.87,16.65,9.8,4.36,0.26,TAV1976_CAT_CONUS.zip
3917164,1.04,2.45,2.14,4.6,11.31,12.77,18.85,15.6,16.35,10.17,5.33,0.36,TAV1976_CAT_CONUS.zip
3917172,1.07,2.68,1.3,3.7,10.67,12.07,18.39,15.16,16.4,9.97,4.86,0.32,TAV1976_CAT_CONUS.zip
3917176,1.14,2.79,1.74,4.05,10.99,12.38,18.57,15.35,16.52,10.03,4.96,0.31,TAV1976_CAT_CONUS.zip
3917178,1.21,2.9,1.19,3.48,10.59,11.94,18.35,15.13,16.59,9.92,4.69,0.32,TAV1976_CAT_CONUS.zip
3917194,1.35,3.8,0.01,2.13,9.9,11.11,17.88,14.65,16.46,9.71,4.17,0.26,TAV1976_CAT_CONUS.zip
3917198,1.36,2.56,3.82,6.36,12.85,14.39,20.14,16.86,16.83,10.82,6.26,0.66,TAV1976_CAT_CONUS.zip
3917200,1.68,2.91,4.27,6.86,13.44,14.9,20.66,17.42,17.29,11.21,6.56,0.9,TAV1976_CAT_CONUS.zip
3917222,1.32,2.53,3.67,6.21,12.71,14.22,19.99,16.69,16.74,10.74,6.18,0.63,TAV1976_CAT_CONUS.zip
3917230,2.03,3.28,4.86,7.52,14.17,15.62,21.4,18.25,17.89,11.67,6.91,1.01,TAV1976_CAT_CONUS.zip
3917244,1.96,3.22,4.78,7.44,14.08,15.53,21.3,18.13,17.78,11.59,6.86,0.99,TAV1976_CAT_CONUS.zip
3917266,1.74,2.96,4.4,7.01,13.6,15.06,20.81,17.58,17.39,11.3,6.65,0.93,TAV1976_CAT_CONUS.zip
3917912,1.19,2.83,0.93,3.25,10.38,11.73,18.21,14.99,16.6,9.86,4.57,0.32,TAV1976_CAT_CONUS.zip
3917914,1.53,3.59,0.38,2.54,10.32,11.52,18.28,14.98,16.61,9.88,4.7,0.38,TAV1976_CAT_CONUS.zip
3917916,1.33,3.66,0.04,2.18,9.85,11.08,17.83,14.64,16.71,9.69,4.15,0.27,TAV1976_CAT_CONUS.zip
3917918,1.14,2.51,2.7,5.14,11.8,13.27,19.23,15.95,16.49,10.32,5.57,0.4,TAV1976_CAT_CONUS.zip
3917920,1.14,2.31,3.54,6.1,12.53,14.09,19.83,16.51,16.5,10.56,6.1,0.46,TAV1976_CAT_CONUS.zip
3917922,1.41,2.64,3.98,6.51,13,14.56,20.32,17.06,16.96,10.93,6.36,0.72,TAV1976_CAT_CONUS.zip
3917924,1.53,2.75,4.14,6.69,13.2,14.75,20.51,17.28,17.13,11.07,6.46,0.79,TAV1976_CAT_CONUS.zip
3917926,1.75,2.96,4.43,7.04,13.59,15.12,20.9,17.73,17.46,11.34,6.66,0.89,TAV1976_CAT_CONUS.zip
3917946,2.14,3.41,5.05,7.73,14.43,15.81,21.57,18.41,18.03,11.79,6.99,1.03,TAV1976_CAT_CONUS.zip
3917948,1.72,2.94,4.36,6.97,13.55,15.01,20.77,17.53,17.36,11.27,6.62,0.92,TAV1976_CAT_CONUS.zip
3917950,1.83,3.07,4.57,7.19,13.81,15.27,21.02,17.82,17.56,11.43,6.74,0.97,TAV1976_CAT_CONUS.zip
948010046,1.83,3.06,4.57,7.19,13.81,15.27,21.03,17.84,17.57,11.43,6.74,0.95,TAV1976_CAT_CONUS.zip
948010047,1.78,3,4.48,7.1,13.69,15.16,20.93,17.72,17.48,11.36,6.69,0.93,TAV1976_CAT_CONUS.zip
948010048,1.76,2.97,4.44,7.05,13.6,15.13,20.91,17.74,17.47,11.35,6.67,0.9,TAV1976_CAT_CONUS.zip
948010089,1.48,2.7,4.07,6.62,13.11,14.67,20.43,17.18,17.05,11.01,6.41,0.77,TAV1976_CAT_CONUS.zip
948010091,1.54,2.77,4.16,6.72,13.23,14.77,20.53,17.3,17.15,11.09,6.47,0.8,TAV1976_CAT_CONUS.zip
948010092,1.68,2.9,4.33,6.92,13.49,14.97,20.72,17.49,17.31,11.23,6.6,0.89,TAV1976_CAT_CONUS.zip
948010095,1.78,2.99,4.48,7.09,13.66,15.17,20.95,17.77,17.5,11.37,6.69,0.91,TAV1976_CAT_CONUS.zip
948010096,1.72,2.94,4.38,6.99,13.57,15.04,20.79,17.56,17.37,11.28,6.63,0.92,TAV1976_CAT_CONUS.zip
