COMID,CAT_RUN_JAN1953,CAT_RUN_FEB1953,CAT_RUN_MAR1953,CAT_RUN_APR1953,CAT_RUN_MAY1953,CAT_RUN_JUN1953,CAT_RUN_JUL1953,CAT_RUN_AUG1953,CAT_RUN_SEP1953,CAT_RUN_OCT1953,CAT_RUN_NOV1953,CAT_RUN_DEC1953,filename
3917070,97.05,113.42,89.13,52.75,54.75,27.35,12.6,7.33,3.62,4.55,57.9,58.73,RUN1953_CAT_CONUS.zip
3917072,98.39,112.19,87.9,45.05,47.02,23.44,10.66,6.34,3.1,4.28,55.76,56.84,RUN1953_CAT_CONUS.zip
3917082,85.83,106.46,86.3,47.5,44.77,22.07,10.2,5.83,2.77,3.84,47.37,50.02,RUN1953_CAT_CONUS.zip
3917084,92.03,111.79,88.27,59.02,54.36,26.88,12.6,7.03,3.5,4.37,60.91,57.14,RUN1953_CAT_CONUS.zip
3917106,85.33,99,80.56,42.96,40.68,20.09,9.19,5.33,2.54,3.69,40.56,44.85,RUN1953_CAT_CONUS.zip
3917114,87.93,94.43,70.13,45.88,46.23,22.75,10.52,5.98,3,3.99,40.46,43.51,RUN1953_CAT_CONUS.zip
3917130,86.05,87.72,71.4,42.02,42.01,20.9,9.51,5.52,2.75,3.91,32.01,38.11,RUN1953_CAT_CONUS.zip
3917136,86.72,89.54,72.41,36.31,33.1,16.3,7.36,4.41,2.07,3.24,35.13,38.9,RUN1953_CAT_CONUS.zip
3917138,89.71,77.01,61.11,30.64,26.24,12.94,5.71,3.6,1.72,2.91,29.46,31.95,RUN1953_CAT_CONUS.zip
3917154,94.31,105.43,81.11,45.77,46.98,23.3,10.67,6.23,3.08,4.18,50.13,51.81,RUN1953_CAT_CONUS.zip
3917156,86.99,88.45,64.72,33.15,38.05,18.72,8.42,5.04,2.47,3.65,26.02,36.77,RUN1953_CAT_CONUS.zip
3917158,55.95,29.62,17.86,9.02,7.84,3.51,1.07,0.94,0.51,2.12,4.15,1.47,RUN1953_CAT_CONUS.zip
3917160,68.79,47.28,28.26,14.24,10.56,4.9,1.72,1.29,0.69,2.3,4.41,1.64,RUN1953_CAT_CONUS.zip
3917162,82.25,77.08,60.92,34.26,40.27,19.92,9.02,5.25,2.6,3.68,16.63,28.69,RUN1953_CAT_CONUS.zip
3917164,83.03,81.37,56.13,28.22,24.81,11.91,5.16,3.34,1.58,2.91,9.46,21.34,RUN1953_CAT_CONUS.zip
3917172,89.97,94.97,69.8,35.95,35.2,17.28,7.73,4.74,2.28,3.52,29.3,36.32,RUN1953_CAT_CONUS.zip
3917176,87.64,78.25,65.35,51.06,53.28,26,12.2,6.74,3.28,3.76,21.17,21.6,RUN1953_CAT_CONUS.zip
3917178,83.24,76.23,57.64,39.73,50.71,24.81,11.56,6.45,3.17,3.8,15.27,24.73,RUN1953_CAT_CONUS.zip
3917194,94.59,97.79,92.33,64.3,67.52,33.25,15.83,8.51,4.14,4.28,38.33,39.19,RUN1953_CAT_CONUS.zip
3917198,52.57,26.62,16.1,8.11,7.26,3.27,0.96,0.87,0.47,2.08,4.07,1.4,RUN1953_CAT_CONUS.zip
3917200,41.17,19.67,13.02,6.46,6.15,2.8,0.75,0.75,0.38,1.98,3.83,1.18,RUN1953_CAT_CONUS.zip
3917212,91.16,85.19,66.88,48.57,47.59,23.21,10.83,6.02,2.93,3.54,18.09,20.91,RUN1953_CAT_CONUS.zip
3917214,70.25,45.96,30.05,15.12,12.26,5.73,2.2,1.56,0.76,2.2,4.54,4.58,RUN1953_CAT_CONUS.zip
3917218,61.46,30.84,20.39,10.25,8.2,3.72,1.21,1.02,0.51,2.03,4.33,1.33,RUN1953_CAT_CONUS.zip
3917220,62.77,31.14,20.99,10.55,8.29,3.78,1.25,1.04,0.52,2.02,4.38,1.3,RUN1953_CAT_CONUS.zip
3917228,62.77,31.14,20.99,10.55,8.29,3.78,1.25,1.04,0.52,2.02,4.38,1.3,RUN1953_CAT_CONUS.zip
3917230,27.7,12.58,7.3,3.52,4.45,2.17,0.42,0.49,0.28,1.96,3.11,1.03,RUN1953_CAT_CONUS.zip
3917244,30.19,13.84,7.86,3.8,4.64,2.21,0.45,0.53,0.29,1.95,3.23,1.01,RUN1953_CAT_CONUS.zip
3917250,99.01,98.33,79.07,58.75,57.98,28.38,13.4,7.33,3.57,3.92,21.71,26.8,RUN1953_CAT_CONUS.zip
3917256,62.77,31.14,20.99,10.55,8.29,3.78,1.25,1.04,0.52,2.02,4.38,1.3,RUN1953_CAT_CONUS.zip
3917268,62.77,31.14,20.99,10.55,8.29,3.78,1.25,1.04,0.52,2.02,4.38,1.3,RUN1953_CAT_CONUS.zip
3917272,94.6,91.99,66.37,42.5,39.8,19.36,8.92,5.07,2.46,3.29,13.04,19.88,RUN1953_CAT_CONUS.zip
3917274,63.79,31.76,21.81,11,8.57,3.88,1.3,1.06,0.52,2.01,4.44,1.28,RUN1953_CAT_CONUS.zip
3917276,100.37,100.12,102.57,60.09,61.35,29.82,14.06,7.58,3.78,4.16,42.64,34.76,RUN1953_CAT_CONUS.zip
3917278,86.71,76.75,63.41,33.92,31.71,15.26,6.88,3.97,1.96,3.01,18.43,17.75,RUN1953_CAT_CONUS.zip
3917280,63.54,31.6,21.61,10.89,8.5,3.85,1.28,1.05,0.52,2.01,4.42,1.29,RUN1953_CAT_CONUS.zip
3917282,80.3,60.55,57.1,31.18,29.6,14.14,6.34,3.63,1.79,2.85,20.79,14.95,RUN1953_CAT_CONUS.zip
3917284,67.46,33.99,24.76,12.64,9.57,4.24,1.48,1.14,0.53,1.99,4.68,1.24,RUN1953_CAT_CONUS.zip
3917286,67.26,33.87,24.6,12.55,9.51,4.22,1.47,1.13,0.52,1.99,4.66,1.24,RUN1953_CAT_CONUS.zip
3917912,82.98,79.31,56.35,29.45,36.51,17.88,8.03,4.78,2.35,3.5,17.55,30.09,RUN1953_CAT_CONUS.zip
3917914,89.2,74.44,61.21,30.69,24.86,12.1,5.35,3.19,1.53,2.86,30.7,30.3,RUN1953_CAT_CONUS.zip
3917916,88.93,82.17,69.04,41.24,44.11,21.87,10.08,5.79,2.82,3.69,29.35,34.38,RUN1953_CAT_CONUS.zip
3917918,72.43,54.81,39.91,26.92,26.35,12.64,5.59,3.32,1.63,2.78,10.75,9.26,RUN1953_CAT_CONUS.zip
3917920,55.19,29.09,17.44,8.81,7.73,3.46,1.04,0.92,0.5,2.11,4.13,1.46,RUN1953_CAT_CONUS.zip
3917922,46.77,23.19,12.54,6.33,6.43,2.88,0.75,0.75,0.42,2.11,3.89,1.44,RUN1953_CAT_CONUS.zip
3917946,37.5,17.65,10.78,5.18,5.11,2.56,0.61,0.58,0.3,1.88,3.29,1.14,RUN1953_CAT_CONUS.zip
3917948,36.51,17.19,11.46,5.65,5.71,2.61,0.66,0.69,0.36,1.96,3.72,1.15,RUN1953_CAT_CONUS.zip
3917950,31.97,14.85,9.06,4.43,5.07,2.34,0.52,0.58,0.31,1.96,3.57,1.09,RUN1953_CAT_CONUS.zip
3917956,106.98,110.12,116.81,115.3,134.33,66.35,32.29,16.8,8.23,6.59,60.15,54.71,RUN1953_CAT_CONUS.zip
3917958,111.42,108.51,116.58,115.64,152,74.91,36.64,18.97,9.3,7.11,76.36,63.01,RUN1953_CAT_CONUS.zip
3917960,110.44,106.61,112.68,107.78,151.01,74.35,36.38,18.82,9.24,7.09,80.19,64.19,RUN1953_CAT_CONUS.zip
948010089,43.75,21.26,11.49,5.79,6.12,2.74,0.69,0.71,0.4,2.09,3.83,1.4,RUN1953_CAT_CONUS.zip
