COMID,CAT_PPT_JAN1981,CAT_PPT_FEB1981,CAT_PPT_MAR1981,CAT_PPT_APR1981,CAT_PPT_MAY1981,CAT_PPT_JUN1981,CAT_PPT_JUL1981,CAT_PPT_AUG1981,CAT_PPT_SEP1981,CAT_PPT_OCT1981,CAT_PPT_NOV1981,CAT_PPT_DEC1981,filename
3917070,88.36,123.07,46.59,61.73,49.69,12.07,2.24,0.77,25.98,84.98,270.19,337.23,PPT1981_CAT_CONUS.zip
3917072,88.97,119.99,42.44,57.54,45.69,11.73,2.26,0.79,25.32,82.93,264.19,333.21,PPT1981_CAT_CONUS.zip
3917082,118.97,112.28,41.34,58.04,54.4,10.9,5.6,3.94,19.46,77.43,249.67,298.83,PPT1981_CAT_CONUS.zip
3917084,109.19,112.99,46.25,61.51,53.74,11.08,3.82,2.33,23.12,81.05,258.69,303.31,PPT1981_CAT_CONUS.zip
3917100,60.71,45.37,17.06,27.33,36.33,7.45,1.07,0.07,16.07,61.39,137.07,217.27,PPT1981_CAT_CONUS.zip
3917106,115.84,108.57,40.04,55.09,51.18,10.49,5.05,3.44,18.55,75.48,240.86,288.94,PPT1981_CAT_CONUS.zip
3917114,93.03,106.61,43.27,57.21,47.99,10.28,2.4,1.05,22.91,78.29,250.31,273.89,PPT1981_CAT_CONUS.zip
3917130,106.91,105.19,41.15,53.11,44.31,9.95,2.8,1.3,19.31,74.38,237.31,270.19,PPT1981_CAT_CONUS.zip
3917136,112.27,101.52,39.16,49.44,47.29,9.64,4.85,3.25,17.2,72.43,226.59,275.46,PPT1981_CAT_CONUS.zip
3917138,103.05,91.93,39.1,43.14,40.77,8.68,3.3,1.95,16.73,69.7,209.14,256.9,PPT1981_CAT_CONUS.zip
3917154,90.78,114.74,42.9,57.54,46.72,11.16,2.32,0.89,24.41,81.17,258.91,309.93,PPT1981_CAT_CONUS.zip
3917156,83.27,108.03,39.9,53.95,44.3,10.29,2.14,0.74,21.85,76.81,246.92,277.02,PPT1981_CAT_CONUS.zip
3917158,71.75,49.29,22.88,32.03,35.52,7.27,1.09,0.18,15.9,60.55,155.8,207.29,PPT1981_CAT_CONUS.zip
3917160,68.64,59.44,23.86,36.39,36.27,7.89,1.06,0.17,17.76,63.26,155.07,215.82,PPT1981_CAT_CONUS.zip
3917162,104.84,104.67,41.84,50.8,41.82,9.34,2.77,1.17,18.06,72.72,239.73,251.53,PPT1981_CAT_CONUS.zip
3917164,70.83,90.42,39.66,52.27,43.49,9.08,1.73,0.37,20.36,69.2,225.38,251.49,PPT1981_CAT_CONUS.zip
3917172,78.64,103.94,41.46,55.28,44.63,10.23,1.98,0.57,22.48,75.15,245.1,286.73,PPT1981_CAT_CONUS.zip
3917176,130.04,103.01,58.63,50.5,37.77,8.43,2.84,0.88,19.91,71.81,280.46,232.62,PPT1981_CAT_CONUS.zip
3917178,111.37,107.25,51.77,52.12,40.84,8.63,2.89,1.01,19.44,73.74,266.26,238.65,PPT1981_CAT_CONUS.zip
3917194,153.22,129.88,70.92,53.95,41.22,7.33,6.32,2.58,17.87,73.66,314.79,243.63,PPT1981_CAT_CONUS.zip
3917198,71.43,46.5,19.72,29.97,34.25,6.87,1.02,0.15,15.13,59.55,154.23,204.56,PPT1981_CAT_CONUS.zip
3917200,69.77,42.5,17,26.49,31.95,5.97,0.95,0.16,13.17,56.49,148.8,198.02,PPT1981_CAT_CONUS.zip
3917222,74.9,49.24,22.31,32.63,34.27,6.78,1.04,0.2,15.18,59.08,163.84,202.72,PPT1981_CAT_CONUS.zip
3917230,43.91,36.58,8.78,19.33,30.68,5.88,0.93,0,11.36,56.32,120.25,189.21,PPT1981_CAT_CONUS.zip
3917244,52.04,39.18,10.14,20.63,30.93,5.87,0.97,0.02,11.43,56.36,125.25,193.97,PPT1981_CAT_CONUS.zip
3917266,66.76,40.92,15.86,24.61,31.61,5.86,0.96,0.16,12.73,56.03,142.25,198.4,PPT1981_CAT_CONUS.zip
3917912,84.02,104.35,39.06,52.24,43.32,9.78,2.15,0.77,20.61,75.03,242.03,258.16,PPT1981_CAT_CONUS.zip
3917914,104.4,96.73,36.68,43.12,40.99,7.44,7.3,3.7,16.56,64.31,222.32,242.74,PPT1981_CAT_CONUS.zip
3917916,122.33,105.1,47.9,48.04,40.81,8.82,3.61,1.81,17.3,72.52,241.48,259.5,PPT1981_CAT_CONUS.zip
3917918,92.74,73.42,38.06,41.55,36.64,7.8,1.81,0.46,17.79,65.05,212.53,220.67,PPT1981_CAT_CONUS.zip
3917920,71.31,48.88,22.39,31.65,35.43,7.25,1.08,0.17,15.85,60.54,154.86,207.42,PPT1981_CAT_CONUS.zip
3917922,64.92,44.08,16.41,26.98,34.75,7.14,1.02,0.09,15.4,60.66,141.91,210.57,PPT1981_CAT_CONUS.zip
3917924,63.34,41.91,14.11,25.16,34.28,7,1,0.07,15.02,60.42,138.82,208.16,PPT1981_CAT_CONUS.zip
3917926,57.42,37.77,9.46,21.37,34.29,6.82,1.01,0.02,14.51,60.21,130.06,204.39,PPT1981_CAT_CONUS.zip
3917946,42.22,41.4,10.66,21.45,30.06,5.37,0.71,0,11.7,53.94,129.81,186.88,PPT1981_CAT_CONUS.zip
3917948,67.67,41.36,16.2,25.15,31.68,5.88,0.95,0.16,12.83,56.12,144.2,198.17,PPT1981_CAT_CONUS.zip
3917950,61.39,38.76,12.91,22.74,31.31,5.88,0.96,0.09,12.33,56.4,135.05,196.48,PPT1981_CAT_CONUS.zip
948010046,59.16,37.46,11.34,21.75,31.39,5.94,0.96,0.07,12.18,56.63,132.17,197.17,PPT1981_CAT_CONUS.zip
948010047,61.43,38.73,12.51,22.66,32.08,6.09,0.97,0.09,12.86,57.18,135.23,199.13,PPT1981_CAT_CONUS.zip
948010048,57.42,37.77,9.46,21.37,34.3,6.82,1.02,0.02,14.51,60.21,130.06,204.39,PPT1981_CAT_CONUS.zip
948010089,65.29,43.02,15.55,26.2,34.08,6.97,0.99,0.09,15,60.17,141.58,208.51,PPT1981_CAT_CONUS.zip
948010091,64.11,41.99,14.57,25.28,33.92,6.85,0.99,0.08,14.74,59.85,139.73,207.04,PPT1981_CAT_CONUS.zip
948010092,66.44,41.36,15.79,24.94,32.13,6.09,0.96,0.14,13.21,56.9,142.1,200.54,PPT1981_CAT_CONUS.zip
948010095,57.61,37.57,9.81,21.38,33.52,6.59,1,0.03,13.87,59.28,130.28,202.43,PPT1981_CAT_CONUS.zip
948010096,66.55,40.96,15.76,24.64,31.73,5.91,0.96,0.15,12.83,56.25,142.03,198.89,PPT1981_CAT_CONUS.zip
