COMID,CAT_TAV_JAN1952,CAT_TAV_FEB1952,CAT_TAV_MAR1952,CAT_TAV_APR1952,CAT_TAV_MAY1952,CAT_TAV_JUN1952,CAT_TAV_JUL1952,CAT_TAV_AUG1952,CAT_TAV_SEP1952,CAT_TAV_OCT1952,CAT_TAV_NOV1952,CAT_TAV_DEC1952,filename
3917070,-1.73,2.07,-0.83,5.02,9.87,10.82,18.81,16.62,17.51,11.17,-0.78,-1.33,TAV1952_CAT_CONUS.zip
3917072,-1.71,2.07,-0.63,5.25,10.1,11.04,18.97,16.78,17.62,11.29,-0.61,-1.22,TAV1952_CAT_CONUS.zip
3917082,-1.92,1.89,-1.19,4.47,9.48,10.57,18.64,16.41,17.28,10.78,-1.38,-1.89,TAV1952_CAT_CONUS.zip
3917084,-1.83,1.93,-1.45,4.2,9.14,10.19,18.37,16.2,17.18,10.71,-1.51,-1.89,TAV1952_CAT_CONUS.zip
3917100,-1.96,1.9,2.91,9.16,12.46,13.86,21.41,19.13,17.42,12.58,2.13,0.03,TAV1952_CAT_CONUS.zip
3917106,-1.86,1.91,-1.03,4.62,9.63,10.7,18.76,16.54,17.32,10.9,-1.21,-1.73,TAV1952_CAT_CONUS.zip
3917114,-1.78,1.88,-0.77,4.97,9.7,10.71,18.75,16.6,17.21,11.08,-0.84,-1.4,TAV1952_CAT_CONUS.zip
3917130,-1.7,1.93,-0.75,4.91,9.82,10.81,18.84,16.7,17.37,11.13,-0.85,-1.33,TAV1952_CAT_CONUS.zip
3917136,-1.81,1.99,-0.9,4.71,9.74,10.85,18.93,16.69,17.31,10.99,-1.08,-1.68,TAV1952_CAT_CONUS.zip
3917138,-1.67,2.1,-0.78,4.79,9.83,10.93,19.07,16.86,17.31,11.13,-0.91,-1.5,TAV1952_CAT_CONUS.zip
3917154,-1.74,1.99,-0.7,5.12,9.92,10.89,18.87,16.69,17.45,11.19,-0.71,-1.3,TAV1952_CAT_CONUS.zip
3917156,-1.79,1.89,-0.11,5.77,10.39,11.37,19.23,17.03,17.4,11.44,-0.2,-1,TAV1952_CAT_CONUS.zip
3917158,-2.22,1.55,2.54,8.78,12.1,13.47,20.95,18.62,17.11,12.31,1.9,-0.28,TAV1952_CAT_CONUS.zip
3917160,-2.15,1.59,2.09,8.31,11.74,13.05,20.54,18.29,17.15,12.19,1.6,-0.35,TAV1952_CAT_CONUS.zip
3917162,-1.72,1.88,-0.25,5.48,10.25,11.24,19.16,16.99,17.39,11.36,-0.4,-1.06,TAV1952_CAT_CONUS.zip
3917164,-2.07,1.61,1.13,7.26,11.15,12.3,19.87,17.64,17.08,11.88,0.91,-0.62,TAV1952_CAT_CONUS.zip
