COMID,CAT_RUN_JAN1952,CAT_RUN_FEB1952,CAT_RUN_MAR1952,CAT_RUN_APR1952,CAT_RUN_MAY1952,CAT_RUN_JUN1952,CAT_RUN_JUL1952,CAT_RUN_AUG1952,CAT_RUN_SEP1952,CAT_RUN_OCT1952,CAT_RUN_NOV1952,CAT_RUN_DEC1952,filename
3917070,41.21,82.79,63.52,82.29,55.46,29.53,14.72,7.43,4.28,2.52,1.73,13.52,RUN1952_CAT_CONUS.zip
3917072,41.98,81.79,64.98,83.92,44.19,23.9,11.86,5.99,3.54,2.17,1.6,15.59,RUN1952_CAT_CONUS.zip
3917082,35.32,74.59,55.54,73.64,83.81,43.9,22.96,10.66,5.83,3.06,1.92,5.52,RUN1952_CAT_CONUS.zip
3917084,38.13,77.57,54.44,73.03,91.39,47.71,24.26,11.8,6.38,3.31,2.01,12.47,RUN1952_CAT_CONUS.zip
3917106,34.97,73.26,56.24,75.68,73.45,38.77,20.12,9.39,5.17,2.77,1.77,6.14,RUN1952_CAT_CONUS.zip
3917114,36.41,74.41,58.87,70.71,67.14,35.47,17.42,8.8,4.8,2.63,1.75,10.68,RUN1952_CAT_CONUS.zip
3917130,35.9,72.08,58.16,80.32,58.16,32.76,16.08,8.01,4.43,2.55,1.65,8.4,RUN1952_CAT_CONUS.zip
3917136,34.82,72.09,56.64,76.65,61.88,32.94,17.03,7.92,4.4,2.31,1.56,9.75,RUN1952_CAT_CONUS.zip
3917138,35.53,71.12,56.96,78.82,45.85,24.93,12.39,6,3.37,1.75,1.29,16.15,RUN1952_CAT_CONUS.zip
3917154,39.8,78.91,62.42,78.64,53.99,28.84,14.24,7.19,4.08,2.37,1.66,13.71,RUN1952_CAT_CONUS.zip
3917156,35.48,73.93,65.09,74.92,39.4,21.46,10.31,5.3,3.06,1.92,1.48,7.98,RUN1952_CAT_CONUS.zip
3917158,18.93,49.79,64.58,32.06,17.39,10.09,4.41,2.42,1.37,1.07,0.95,2.49,RUN1952_CAT_CONUS.zip
3917160,19.67,50.78,64.49,32.07,17.48,10.16,4.41,2.41,1.42,1.1,0.93,2.92,RUN1952_CAT_CONUS.zip
3917162,34.3,70.27,62.14,78.25,46.69,29.51,14.26,7.17,3.96,2.39,1.67,4.69,RUN1952_CAT_CONUS.zip
3917164,24.9,64.45,69.95,59.57,31.39,17.21,8.19,4.22,2.4,1.58,1.26,3.39,RUN1952_CAT_CONUS.zip
3917172,32.39,72.34,67.95,69.74,37.56,20.43,9.93,5.06,2.93,1.85,1.41,8.51,RUN1952_CAT_CONUS.zip
3917176,33.19,68.45,73.52,65.11,62.54,45.54,22.22,11.15,5.85,3.35,2.44,7.22,RUN1952_CAT_CONUS.zip
3917178,33.69,70.5,68.22,68.62,53.37,39.57,19.18,9.69,5.15,2.98,2.15,3.98,RUN1952_CAT_CONUS.zip
3917194,42.41,78.38,65.46,88.82,86.79,59.63,29.73,14.43,7.6,4.01,2.79,12.03,RUN1952_CAT_CONUS.zip
3917198,22.67,53.18,50.4,25.01,13.82,8.36,3.52,1.98,1.12,0.95,0.88,2.59,RUN1952_CAT_CONUS.zip
3917200,25.96,53.81,31.58,15.63,9.06,5.98,2.33,1.37,0.79,0.77,0.78,2.67,RUN1952_CAT_CONUS.zip
3917230,26.27,37.23,18.74,9.23,5.81,4.38,1.42,0.94,0.57,0.68,0.58,2.63,RUN1952_CAT_CONUS.zip
3917244,27.42,42.15,21.25,10.47,6.43,4.67,1.61,1,0.61,0.7,0.62,2.68,RUN1952_CAT_CONUS.zip
3917912,34.13,71.61,64.71,71.48,38.5,21.64,10.27,5.31,3.03,1.9,1.48,5.84,RUN1952_CAT_CONUS.zip
3917914,34.84,68.1,59.62,81.36,45.08,24.56,12.45,5.73,3.29,1.73,1.31,13.89,RUN1952_CAT_CONUS.zip
3917916,37.07,72.87,60,83.26,57.03,38.43,19.02,9.34,5.05,2.77,1.88,11.11,RUN1952_CAT_CONUS.zip
3917918,24.85,58.24,69.27,45.28,34.79,23.66,11.21,5.75,3.09,1.94,1.52,4.73,RUN1952_CAT_CONUS.zip
3917920,19.18,50.05,62.96,31.25,16.98,9.89,4.3,2.36,1.34,1.05,0.94,2.48,RUN1952_CAT_CONUS.zip
3917946,29.44,40.16,20.39,9.96,6.11,4.49,1.49,1.09,0.57,0.66,0.71,2.93,RUN1952_CAT_CONUS.zip
3917948,25.63,52.89,28.02,13.85,8.16,5.54,2.1,1.25,0.73,0.74,0.75,2.61,RUN1952_CAT_CONUS.zip
3917950,27.58,49.41,25.1,12.37,7.42,5.18,1.89,1.13,0.68,0.72,0.69,2.7,RUN1952_CAT_CONUS.zip
