COMID,CAT_RUN_JAN2013,CAT_RUN_FEB2013,CAT_RUN_MAR2013,CAT_RUN_APR2013,CAT_RUN_MAY2013,CAT_RUN_JUN2013,CAT_RUN_JUL2013,CAT_RUN_AUG2013,CAT_RUN_SEP2013,CAT_RUN_OCT2013,CAT_RUN_NOV2013,CAT_RUN_DEC2013,filename
3917070,57.31,56.77,81.29,80.64,44.36,22.64,10.34,5.95,5.45,2.05,2.24,0.95,RUN2013_CAT_CONUS.zip
3917072,58.22,58.18,83.34,76.33,41.43,21.19,9.63,5.58,5.24,1.96,2.2,0.92,RUN2013_CAT_CONUS.zip
3917082,51.62,46.82,66.47,93.21,76.25,38.44,18.2,9.75,7.52,3.23,2.66,1.1,RUN2013_CAT_CONUS.zip
3917084,58.29,53.86,74.76,88.38,59.95,30.41,14.17,7.77,6.45,2.63,2.47,1.01,RUN2013_CAT_CONUS.zip
3917106,52.19,49.4,57.21,74.63,60.85,30.79,14.42,7.83,6.43,2.66,2.36,0.97,RUN2013_CAT_CONUS.zip
3917114,54.6,47.77,52.68,51.48,29.75,15.29,6.84,4.06,4.23,1.43,1.93,0.73,RUN2013_CAT_CONUS.zip
3917130,53.83,58.69,44.89,36.18,21.47,11.36,4.79,2.97,3.64,1.16,1.72,0.66,RUN2013_CAT_CONUS.zip
3917136,55.38,49.63,44.1,52.58,43.91,22.32,10.23,5.69,5.27,2.11,1.97,0.82,RUN2013_CAT_CONUS.zip
3917138,61.35,55.03,28.1,15.65,9.79,5.38,1.82,1.44,2.92,0.92,1.31,0.55,RUN2013_CAT_CONUS.zip
3917154,56.9,54.18,71.5,66.98,37.1,19,8.6,5.01,4.86,1.76,2.1,0.84,RUN2013_CAT_CONUS.zip
3917156,50.34,44.46,43.96,36.56,20.2,10.44,4.53,2.91,3.53,1.04,1.74,0.64,RUN2013_CAT_CONUS.zip
3917158,36.47,23.71,12.32,7.43,4.63,2.27,0.82,0.95,2.34,0.41,1.46,0.42,RUN2013_CAT_CONUS.zip
3917160,39.19,24.28,12.73,7.68,4.73,2.28,0.81,1.01,2.4,0.43,1.54,0.4,RUN2013_CAT_CONUS.zip
3917162,47.88,48.9,28.81,19.8,12.97,7.04,2.78,1.94,2.95,0.77,1.52,0.55,RUN2013_CAT_CONUS.zip
3917164,43.82,35.83,18.53,10.7,6.37,3.25,1.19,1.21,2.52,0.49,1.53,0.45,RUN2013_CAT_CONUS.zip
3917172,49.86,45.06,46.07,39.09,21.58,11.03,4.85,3.09,3.69,1.12,1.81,0.65,RUN2013_CAT_CONUS.zip
3917176,34.93,30.6,29.45,17.15,9.63,5.18,2.04,1.56,2.71,0.61,1.51,0.5,RUN2013_CAT_CONUS.zip
3917178,40.86,32.59,24.3,22.14,16.16,8.53,3.65,2.37,3.12,0.83,1.58,0.54,RUN2013_CAT_CONUS.zip
3917194,41.73,45.92,35.61,31.91,23.72,12.84,5.37,3.21,3.8,1.31,1.44,0.59,RUN2013_CAT_CONUS.zip
3917198,31.18,20.17,10.51,6.51,4.11,2,0.7,0.9,2.2,0.36,1.42,0.38,RUN2013_CAT_CONUS.zip
3917200,20.82,14.11,7.39,4.92,3.27,1.49,0.52,0.8,2,0.25,1.28,0.33,RUN2013_CAT_CONUS.zip
3917230,1.38,0.72,0.7,1.45,1.46,0.39,0.04,0.72,1.42,0.07,1.84,0.2,RUN2013_CAT_CONUS.zip
3917244,1.36,0.78,0.67,1.46,1.49,0.45,0.09,0.67,1.55,0.08,1.66,0.24,RUN2013_CAT_CONUS.zip
3917912,47.72,39.64,32.85,25.97,14.79,7.72,3.25,2.22,3.08,0.8,1.61,0.57,RUN2013_CAT_CONUS.zip
3917914,58.19,50.6,26.89,16.48,11.28,5.88,2.11,1.55,3.12,0.98,1.21,0.48,RUN2013_CAT_CONUS.zip
3917916,54.31,54.71,33.64,25.64,17.96,9.67,3.91,2.49,3.42,1.12,1.51,0.61,RUN2013_CAT_CONUS.zip
3917918,36.37,26.48,18.87,11.15,6.53,3.37,1.29,1.17,2.48,0.48,1.49,0.45,RUN2013_CAT_CONUS.zip
3917920,35.78,23.24,12.08,7.3,4.56,2.23,0.8,0.94,2.32,0.4,1.45,0.41,RUN2013_CAT_CONUS.zip
3917946,5.14,2.72,1.68,1.92,1.73,0.5,0.18,0.75,1.39,0.06,2.29,0.22,RUN2013_CAT_CONUS.zip
3917948,18.05,12.52,6.56,4.5,3.05,1.35,0.47,0.78,1.95,0.22,1.25,0.32,RUN2013_CAT_CONUS.zip
3917950,8.79,5.85,3.18,2.79,2.17,0.84,0.26,0.71,1.76,0.14,1.34,0.29,RUN2013_CAT_CONUS.zip
