COMID,CAT_TAV_JAN1967,CAT_TAV_FEB1967,CAT_TAV_MAR1967,CAT_TAV_APR1967,CAT_TAV_MAY1967,CAT_TAV_JUN1967,CAT_TAV_JUL1967,CAT_TAV_AUG1967,CAT_TAV_SEP1967,CAT_TAV_OCT1967,CAT_TAV_NOV1967,CAT_TAV_DEC1967,filename
3917070,0.75,4.27,0.44,-0.13,9.28,13.17,19.2,19.72,18.52,8.73,3.83,-3.79,TAV1967_CAT_CONUS.zip
3917072,0.79,4.26,0.64,0.07,9.54,13.41,19.41,19.89,18.61,8.83,3.98,-3.72,TAV1967_CAT_CONUS.zip
3917082,0.65,4.42,-0.16,-0.78,8.92,12.71,19.1,19.37,18.26,8.45,3.34,-4.24,TAV1967_CAT_CONUS.zip
3917084,0.59,4.3,-0.36,-1.01,8.52,12.35,18.71,19.11,18.25,8.36,3.21,-4.26,TAV1967_CAT_CONUS.zip
3917100,1.34,3.67,3.8,3.81,12.43,16.51,21.64,22.21,18.17,9.88,6.17,-2.89,TAV1967_CAT_CONUS.zip
3917106,0.73,4.51,0,-0.62,9.05,12.87,19.25,19.51,18.39,8.53,3.47,-4.14,TAV1967_CAT_CONUS.zip
3917114,0.73,4.09,0.32,-0.27,9.11,12.95,19.11,19.57,18.36,8.61,3.69,-3.97,TAV1967_CAT_CONUS.zip
3917130,0.82,4.48,0.35,-0.29,9.17,13.09,19.35,19.68,18.6,8.68,3.71,-3.89,TAV1967_CAT_CONUS.zip
3917136,0.83,4.75,0.08,-0.55,9.19,13,19.46,19.67,18.54,8.62,3.58,-4.07,TAV1967_CAT_CONUS.zip
3917138,0.95,5,0.2,-0.47,9.25,13.09,19.61,19.81,18.83,8.73,3.71,-3.94,TAV1967_CAT_CONUS.zip
3917154,0.76,4.19,0.49,-0.08,9.35,13.21,19.27,19.75,18.5,8.73,3.85,-3.82,TAV1967_CAT_CONUS.zip
3917156,0.87,4.04,1.04,0.52,9.86,13.73,19.67,20.14,18.46,8.9,4.22,-3.67,TAV1967_CAT_CONUS.zip
3917158,1.14,3.44,3.42,3.38,12.01,16.02,21.22,21.74,17.73,9.55,5.87,-3.21,TAV1967_CAT_CONUS.zip
3917160,1.08,3.51,3.07,2.94,11.61,15.63,20.86,21.53,17.87,9.48,5.73,-3.11,TAV1967_CAT_CONUS.zip
3917162,0.92,4.35,0.83,0.22,9.65,13.55,19.7,20.04,18.59,8.84,4.03,-3.73,TAV1967_CAT_CONUS.zip
3917164,0.93,3.66,2.24,1.96,10.86,14.8,20.28,20.9,17.98,9.19,5.13,-3.34,TAV1967_CAT_CONUS.zip
3917172,0.87,3.94,1.49,1.07,10.24,14.14,19.86,20.42,18.28,9.02,4.59,-3.5,TAV1967_CAT_CONUS.zip
3917176,0.96,3.94,1.83,1.41,10.52,14.42,20.06,20.61,18.23,9.06,4.83,-3.31,TAV1967_CAT_CONUS.zip
3917178,0.96,4.04,1.33,0.82,10.1,13.97,19.89,20.34,18.37,8.97,4.41,-3.58,TAV1967_CAT_CONUS.zip
3917194,0.98,4.95,0.3,-0.39,9.28,13.23,19.71,19.83,18.39,8.73,3.77,-3.98,TAV1967_CAT_CONUS.zip
3917198,1.35,3.68,3.69,3.68,12.35,16.39,21.56,22.09,18.1,9.83,6.09,-2.9,TAV1967_CAT_CONUS.zip
3917200,1.61,3.97,4.07,4.15,12.89,16.95,22.11,22.6,18.57,10.23,6.35,-2.59,TAV1967_CAT_CONUS.zip
3917222,1.31,3.66,3.55,3.51,12.21,16.21,21.42,21.95,18.05,9.76,6.01,-2.92,TAV1967_CAT_CONUS.zip
3917230,1.85,4.23,4.63,4.86,13.63,17.8,22.92,23.31,19.11,10.7,6.57,-2.5,TAV1967_CAT_CONUS.zip
