COMID,CAT_RUN_JAN2008,CAT_RUN_FEB2008,CAT_RUN_MAR2008,CAT_RUN_APR2008,CAT_RUN_MAY2008,CAT_RUN_JUN2008,CAT_RUN_JUL2008,CAT_RUN_AUG2008,CAT_RUN_SEP2008,CAT_RUN_OCT2008,CAT_RUN_NOV2008,CAT_RUN_DEC2008,filename
3917070,17.71,39.08,61.13,38.47,25.03,11.49,5.71,3.14,1.37,2.17,3.21,1.71,RUN2008_CAT_CONUS.zip
3917072,19.12,40.2,63.11,33.62,21.67,9.82,4.89,2.75,1.17,2.02,3.11,1.04,RUN2008_CAT_CONUS.zip
3917082,4.6,24.35,43.56,49.96,56.22,27.27,13.44,6.97,3.34,2.8,2.86,4.18,RUN2008_CAT_CONUS.zip
3917084,14.73,36.41,55.92,49.42,39.7,18.93,9.3,4.93,2.3,2.36,2.86,11.69,RUN2008_CAT_CONUS.zip
3917100,35.37,22.84,11.8,6.43,4.78,1.76,0.94,0.69,0.17,0.78,2.37,1.64,RUN2008_CAT_CONUS.zip
3917106,9.3,30.11,47.09,45.13,47.62,22.95,11.3,5.9,2.8,2.45,2.73,3.2,RUN2008_CAT_CONUS.zip
3917114,22.44,44.47,53.1,34.9,20.97,9.58,4.68,2.61,1.15,1.63,2.64,9.06,RUN2008_CAT_CONUS.zip
3917130,22.77,46.82,61.75,35.53,21.14,9.66,4.7,2.62,1.15,1.51,2.5,4.86,RUN2008_CAT_CONUS.zip
3917136,15.96,37.11,47.92,38.44,38.29,18.27,8.98,4.73,2.23,2.05,2.52,2.39,RUN2008_CAT_CONUS.zip
3917138,29.59,52.77,57.11,28.41,16.69,7.42,3.61,2.03,0.89,1.25,2.22,3.75,RUN2008_CAT_CONUS.zip
3917154,20.42,41.91,59.28,34.41,21.55,9.8,4.84,2.71,1.17,1.87,2.92,4.39,RUN2008_CAT_CONUS.zip
3917156,22.21,42.12,47.49,24.58,15.43,6.81,3.35,1.95,0.8,1.48,2.71,1.16,RUN2008_CAT_CONUS.zip
3917158,42.13,37.16,19.27,10.05,6.59,2.6,1.38,0.93,0.29,1.05,2.62,1.78,RUN2008_CAT_CONUS.zip
3917160,41.26,39.91,21.62,11.19,7.27,2.88,1.52,0.95,0.32,1.2,2.98,1.6,RUN2008_CAT_CONUS.zip
3917162,22.23,44.39,51.39,27.78,17.31,7.8,3.78,2.15,0.92,1.29,2.4,1.15,RUN2008_CAT_CONUS.zip
3917164,33.81,36.3,28.66,14.43,9.17,3.69,1.9,1.18,0.42,1.27,2.93,1.46,RUN2008_CAT_CONUS.zip
