COMID,CAT_PPT_JAN1977,CAT_PPT_FEB1977,CAT_PPT_MAR1977,CAT_PPT_APR1977,CAT_PPT_MAY1977,CAT_PPT_JUN1977,CAT_PPT_JUL1977,CAT_PPT_AUG1977,CAT_PPT_SEP1977,CAT_PPT_OCT1977,CAT_PPT_NOV1977,CAT_PPT_DEC1977,filename
3917070,50.92,41.69,33.94,16.98,101.28,31.09,5.15,24.6,110.31,42.02,128.54,200.42,PPT1977_CAT_CONUS.zip
3917072,48.14,39.58,30.9,16.86,97.96,30.61,4.72,24.56,100.87,43.1,120.26,199.06,PPT1977_CAT_CONUS.zip
3917082,39.96,35.21,34.83,16.2,92.36,47.95,8.6,10.65,116.07,33.93,128.31,219.59,PPT1977_CAT_CONUS.zip
3917084,43.92,37.52,37.8,16.48,96.17,42.07,6.74,15.2,120.69,34.52,132.15,230.11,PPT1977_CAT_CONUS.zip
3917106,38.33,33.51,33.43,16.23,88.44,45.65,8.28,10.74,105.29,33.24,119.84,214.1,PPT1977_CAT_CONUS.zip
3917114,42.45,37.55,32.01,12.8,89.29,31.74,4.85,17.32,99.68,34.4,122.42,216.73,PPT1977_CAT_CONUS.zip
3917130,38.55,34.4,33.85,18.34,83.35,36.85,6.04,13.39,86.4,32.18,108.72,211.57,PPT1977_CAT_CONUS.zip
3917136,35.74,28.79,30.28,13.59,82.65,43.52,8.76,10.91,92.1,32.13,107.07,205.42,PPT1977_CAT_CONUS.zip
3917138,33.38,23.93,27.63,11.44,75.86,37.26,8.15,13.04,73.13,30.86,89.91,198.49,PPT1977_CAT_CONUS.zip
3917154,45.93,38.79,31.5,15.29,94.66,31.18,4.78,21.67,100.86,39.59,121.38,206.55,PPT1977_CAT_CONUS.zip
3917156,43.27,37.22,27.29,11.71,87.3,27.26,4.55,19.11,86.5,37.78,115.47,192.22,PPT1977_CAT_CONUS.zip
3917158,32.37,17.47,18.24,5.85,62.35,29.32,3.6,7.82,53.34,25.53,61.55,146.63,PPT1977_CAT_CONUS.zip
3917160,34,17.9,22.16,6.11,69.06,30.66,4.01,8.42,55.81,26.06,68.51,145.86,PPT1977_CAT_CONUS.zip
3917162,38.78,35.85,30.96,15.77,78.65,32.31,6.41,13.32,74.63,32.53,106.26,200.49,PPT1977_CAT_CONUS.zip
3917164,44.12,25.01,30.92,7.62,83.19,29.89,3.86,10.89,88.78,32.07,107.69,150.49,PPT1977_CAT_CONUS.zip
3917172,45.55,32.03,31.19,11.68,89.48,30,4.23,16.87,94.6,36.92,114.6,172.45,PPT1977_CAT_CONUS.zip
3917176,44.17,37.7,37.63,16.25,75.51,29.22,8.14,10.54,69.74,29.41,104.11,174.28,PPT1977_CAT_CONUS.zip
3917178,43.97,39.4,33.22,12.58,77.53,27.76,7.49,13.82,74.24,32.63,112.62,191.35,PPT1977_CAT_CONUS.zip
3917194,51.14,40.95,47.61,17.21,76.37,39.02,14.16,10.58,74.19,26.75,112.84,204.59,PPT1977_CAT_CONUS.zip
3917198,28.58,16.59,16.93,5.63,59.21,28.95,3.5,7.08,48.76,25.28,60.77,145.93,PPT1977_CAT_CONUS.zip
3917200,23.95,15.05,14.04,5.03,52.56,27.73,3.27,6.3,41.61,24.11,56.64,140.45,PPT1977_CAT_CONUS.zip
3917230,21.28,12.82,8.9,2.65,48.25,28.76,3.04,5.07,35.18,24.03,61.1,130.32,PPT1977_CAT_CONUS.zip
3917244,20.39,12.05,9.35,3.47,48.95,28.21,2.95,5.38,34.67,24.27,57.15,133.44,PPT1977_CAT_CONUS.zip
3917912,40.93,37.59,25.73,10.5,82.89,25.97,4.7,17.82,79.49,36.16,112.78,193.99,PPT1977_CAT_CONUS.zip
3917914,33.04,23.71,23.83,10.42,70.77,40.48,7.72,9.16,69.35,26.27,89.37,186.12,PPT1977_CAT_CONUS.zip
3917916,38.95,31.79,34.54,16.71,77.46,37.5,9.08,12.39,75.26,31.2,100.23,204.88,PPT1977_CAT_CONUS.zip
3917918,36.94,26.01,27.41,10.04,68.67,29.35,5.27,8.84,62.77,27.56,82.18,156.28,PPT1977_CAT_CONUS.zip
3917920,31.96,17.32,17.93,5.77,62.14,29.36,3.59,7.73,52.8,25.53,61.29,146.69,PPT1977_CAT_CONUS.zip
3917946,23.01,19.27,12.57,2.96,47.69,28.85,3.56,4.83,34.79,21.75,64.68,128.71,PPT1977_CAT_CONUS.zip
3917948,23.22,14.54,12.71,4.67,51.56,27.77,3.21,6.15,40.05,23.88,54.72,139.35,PPT1977_CAT_CONUS.zip
3917950,21.85,13.19,10.59,4.24,50.42,27.85,3.1,5.64,37.33,24.15,53.8,136.72,PPT1977_CAT_CONUS.zip
