COMID,CAT_PPT_JAN1999,CAT_PPT_FEB1999,CAT_PPT_MAR1999,CAT_PPT_APR1999,CAT_PPT_MAY1999,CAT_PPT_JUN1999,CAT_PPT_JUL1999,CAT_PPT_AUG1999,CAT_PPT_SEP1999,CAT_PPT_OCT1999,CAT_PPT_NOV1999,CAT_PPT_DEC1999,filename
3917070,146.54,152.66,39.05,24.89,20.2,3.75,1.21,52.32,1.45,46.31,61.14,56.15,PPT1999_CAT_CONUS.zip
3917072,143.56,149.87,38.39,24.03,20.65,3.8,1.2,52.55,1.41,46.1,59.46,54.44,PPT1999_CAT_CONUS.zip
3917082,115.34,153.29,32.1,24.72,15.5,4.59,1.24,54.87,1.33,45.98,66.9,38.79,PPT1999_CAT_CONUS.zip
3917084,123.92,162.68,34.44,24.01,13.44,4.35,1.19,53.87,1.3,46.51,69.63,41.92,PPT1999_CAT_CONUS.zip
3917100,100.58,104.54,17.29,10.23,9.11,2.8,0.21,34.4,0,44.35,40.43,29.91,PPT1999_CAT_CONUS.zip
3917106,112.95,148.54,31.26,23.06,15.36,4.77,1.19,54.95,1.2,45.23,64.98,37.29,PPT1999_CAT_CONUS.zip
3917114,125.86,154.64,34.69,24.28,14.16,4.26,1.01,50.35,0.99,46.09,63.71,41.66,PPT1999_CAT_CONUS.zip
3917130,123.6,159.37,34.6,20.09,14.96,4.95,1.06,52.97,0.96,45.76,67.02,39.62,PPT1999_CAT_CONUS.zip
3917136,97.68,125.45,26.17,21.06,14.44,5.04,1.12,56.6,1.01,42.28,57.69,31.44,PPT1999_CAT_CONUS.zip
3917138,85.41,104.73,21.79,17.74,12.8,5.38,0.99,57.65,0.73,39.3,50.87,26.07,PPT1999_CAT_CONUS.zip
3917154,136.51,152.06,36.92,24.12,18,3.98,1.12,51.71,1.25,46.1,61.31,49.35,PPT1999_CAT_CONUS.zip
3917156,130.07,144.68,35.72,25.17,18.16,4.01,0.97,48.9,0.93,45.98,57.23,44.52,PPT1999_CAT_CONUS.zip
3917158,99.34,116.79,19.32,13.59,10.41,2.78,0.25,34.97,0.05,43.51,44.97,29.75,PPT1999_CAT_CONUS.zip
3917160,106.32,134.61,24.35,17.34,12.58,2.62,0.36,37.29,0.07,45.13,51.2,31.1,PPT1999_CAT_CONUS.zip
3917162,123.43,151.13,34.71,22.07,16.74,4.92,0.96,50.68,0.82,45.76,62.75,39.05,PPT1999_CAT_CONUS.zip
3917164,109.26,151.32,34.23,25.62,16.63,2.88,0.67,43.23,0.2,46.27,57.89,31.59,PPT1999_CAT_CONUS.zip
3917172,124.38,150.38,36.5,25.22,18.32,3.33,0.9,47.69,0.73,46.13,58.61,41.61,PPT1999_CAT_CONUS.zip
3917176,121.52,142.85,36.09,25.96,15.22,3.45,0.8,47.73,0.56,46.32,55.74,37.48,PPT1999_CAT_CONUS.zip
3917178,123.85,145.49,36.05,26.74,18.06,4.32,0.84,47.3,0.7,46.18,59.53,39.15,PPT1999_CAT_CONUS.zip
3917194,113.48,149.23,35.24,24.72,20.84,5.96,1.1,53.53,0.98,44.34,66.3,35.46,PPT1999_CAT_CONUS.zip
3917198,96.88,108.07,17.97,10.55,9.06,2.73,0.21,33.78,0.02,43.17,40.04,29,PPT1999_CAT_CONUS.zip
3917200,88.7,92.11,16.26,6.87,6.68,2.26,0.05,28.94,0,41.96,30.78,27.62,PPT1999_CAT_CONUS.zip
3917222,97.64,110.5,18.92,11.81,9.49,2.65,0.23,35.14,0.03,42.71,40.83,29.04,PPT1999_CAT_CONUS.zip
3917230,71.53,93.49,7.86,4.02,4.58,1.62,0,18.71,0,41.36,22.64,25.6,PPT1999_CAT_CONUS.zip
