COMID,CAT_RUN_JAN1997,CAT_RUN_FEB1997,CAT_RUN_MAR1997,CAT_RUN_APR1997,CAT_RUN_MAY1997,CAT_RUN_JUN1997,CAT_RUN_JUL1997,CAT_RUN_AUG1997,CAT_RUN_SEP1997,CAT_RUN_OCT1997,CAT_RUN_NOV1997,CAT_RUN_DEC1997,filename
3917070,80.4,79.17,98.06,72.34,44.18,23.81,11.69,7.11,4.42,5.36,9.41,14.37,RUN1997_CAT_CONUS.zip
3917072,81.58,80.65,100.12,70.04,35.97,19.7,9.63,6.11,3.85,5.1,6.27,13.16,RUN1997_CAT_CONUS.zip
3917082,74.09,72.41,89.05,82.65,43.44,23.53,11.59,6.71,4.25,4.78,7.01,8.03,RUN1997_CAT_CONUS.zip
3917084,74.64,73.07,89.4,83.65,49.97,26.8,13.21,7.58,4.66,5.03,17.91,13.58,RUN1997_CAT_CONUS.zip
3917100,99.03,55.97,28.4,15.08,8.42,5.9,2.64,2.34,1.59,3.43,2.36,0.72,RUN1997_CAT_CONUS.zip
3917106,75.21,73.51,87.02,72.99,38.17,20.86,10.24,6.04,3.86,4.51,5.12,7.14,RUN1997_CAT_CONUS.zip
3917114,81.53,81.26,81.6,65.21,36.68,20.07,9.81,5.91,3.71,4.65,13.89,9.55,RUN1997_CAT_CONUS.zip
3917130,79.01,78.78,89.85,58.45,31.79,17.59,8.57,5.27,3.37,4.32,7.74,7.38,RUN1997_CAT_CONUS.zip
3917136,76.26,72.9,76.06,57.44,29.63,16.58,8.1,4.95,3.22,3.92,2.18,6.97,RUN1997_CAT_CONUS.zip
3917138,78.1,73.51,66.01,36.86,19.43,11.44,5.52,3.66,2.45,3.26,2.03,8.29,RUN1997_CAT_CONUS.zip
3917154,81.44,80.76,92.82,68.47,36.55,20,9.78,6.07,3.81,4.92,9.54,11.85,RUN1997_CAT_CONUS.zip
3917156,86.57,86.77,81.91,52.85,27.34,15.34,7.43,4.82,3.1,4.52,3.77,5.54,RUN1997_CAT_CONUS.zip
3917158,98.51,56.11,28.54,15.39,8.5,5.86,2.65,2.35,1.6,3.32,2.28,0.69,RUN1997_CAT_CONUS.zip
3917160,101.07,72.9,37.05,19.84,10.58,6.97,3.22,2.64,1.79,3.58,2.41,0.69,RUN1997_CAT_CONUS.zip
3917162,83.77,84.03,83.7,48.33,25.22,14.24,6.88,4.42,2.9,4.17,2.28,3.17,RUN1997_CAT_CONUS.zip
3917164,98.92,89.17,56.32,34.39,17.87,10.61,5.05,3.55,2.27,3.87,2.49,0.62,RUN1997_CAT_CONUS.zip
3917172,91.05,85.89,75.45,50.16,26.37,14.86,7.19,4.73,2.99,4.42,4.29,6.07,RUN1997_CAT_CONUS.zip
3917176,98.43,87.42,66.74,39.13,20.28,11.78,5.63,3.82,2.51,4.23,2.28,0.62,RUN1997_CAT_CONUS.zip
3917178,91.74,88.38,72.43,45.59,23.69,13.45,6.48,4.22,2.77,4.29,2.42,1.81,RUN1997_CAT_CONUS.zip
3917194,85.21,82.32,86.77,53.91,27.87,15.6,7.59,4.72,3.1,4.17,2.65,5.6,RUN1997_CAT_CONUS.zip
3917198,92.44,52.59,26.61,14.26,7.96,5.62,2.48,2.29,1.54,3.26,2.3,0.68,RUN1997_CAT_CONUS.zip
3917200,77.6,45.86,22.84,12.19,6.9,5.14,2.1,2.16,1.44,3.1,2.37,0.68,RUN1997_CAT_CONUS.zip
3917222,93.3,54.21,27.52,14.9,8.23,5.75,2.55,2.33,1.56,3.22,2.25,0.67,RUN1997_CAT_CONUS.zip
3917230,65.88,36.14,17.81,9.61,5.72,4.5,1.96,2.05,1.3,3,2.55,0.62,RUN1997_CAT_CONUS.zip
3917244,64.98,35.21,17.42,9.41,5.62,4.44,1.92,2.01,1.3,3,2.54,0.64,RUN1997_CAT_CONUS.zip
3917266,73.51,44.27,21.94,11.69,6.67,5.04,2.01,2.13,1.42,3.1,2.42,0.69,RUN1997_CAT_CONUS.zip
3917912,87.17,87.59,77.16,48.21,25.04,14.16,6.84,4.47,2.91,4.37,3.04,3.5,RUN1997_CAT_CONUS.zip
3917914,82.65,76.7,51.74,28.7,15.16,9.43,4.53,3.16,2.17,3.02,1.95,5.2,RUN1997_CAT_CONUS.zip
3917916,80.15,77.59,80.46,47.3,24.7,14.02,6.79,4.33,2.85,3.82,2.35,6.96,RUN1997_CAT_CONUS.zip
3917918,99.18,72.58,45.06,25.87,13.68,8.46,3.96,2.99,1.99,3.7,2.29,0.64,RUN1997_CAT_CONUS.zip
3917920,97.99,55.8,28.37,15.28,8.45,5.84,2.63,2.34,1.59,3.32,2.28,0.69,RUN1997_CAT_CONUS.zip
3917922,92.84,52.63,26.63,14.18,7.99,5.66,2.5,2.29,1.54,3.36,2.38,0.7,RUN1997_CAT_CONUS.zip
3917924,89.18,50.37,25.29,13.45,7.68,5.5,2.38,2.24,1.5,3.37,2.4,0.69,RUN1997_CAT_CONUS.zip
3917926,84.28,46.93,23.05,12.22,7.2,5.28,2.15,2.16,1.44,3.46,2.42,0.7,RUN1997_CAT_CONUS.zip
3917946,72.76,38.69,19.25,9.97,6.02,4.58,2,2.08,1.25,2.74,2.65,0.61,RUN1997_CAT_CONUS.zip
3917948,74.55,44.66,22.16,11.81,6.72,5.06,2.03,2.13,1.42,3.09,2.4,0.68,RUN1997_CAT_CONUS.zip
3917950,68.59,38.14,18.88,10.17,5.97,4.65,1.92,2.03,1.35,3.03,2.51,0.67,RUN1997_CAT_CONUS.zip
948010046,66.97,37.63,18.63,10,5.95,4.62,1.99,2.02,1.34,3.06,2.51,0.65,RUN1997_CAT_CONUS.zip
948010047,72.92,41.91,20.72,11.06,6.46,4.9,2.03,2.08,1.39,3.16,2.46,0.67,RUN1997_CAT_CONUS.zip
948010048,84.28,46.93,23.05,12.22,7.2,5.28,2.15,2.16,1.44,3.47,2.43,0.7,RUN1997_CAT_CONUS.zip
948010089,89.44,50.91,25.69,13.67,7.74,5.54,2.42,2.25,1.51,3.33,2.4,0.69,RUN1997_CAT_CONUS.zip
948010091,87.34,49.73,24.96,13.27,7.57,5.45,2.34,2.23,1.49,3.33,2.4,0.69,RUN1997_CAT_CONUS.zip
948010092,76.89,45.67,22.73,12.11,6.89,5.14,2.09,2.15,1.43,3.14,2.41,0.69,RUN1997_CAT_CONUS.zip
948010095,79.52,44.28,21.78,11.58,6.84,5.09,2.1,2.12,1.41,3.36,2.45,0.68,RUN1997_CAT_CONUS.zip
