COMID,CAT_RUN_JAN1951,CAT_RUN_FEB1951,CAT_RUN_MAR1951,CAT_RUN_APR1951,CAT_RUN_MAY1951,CAT_RUN_JUN1951,CAT_RUN_JUL1951,CAT_RUN_AUG1951,CAT_RUN_SEP1951,CAT_RUN_OCT1951,CAT_RUN_NOV1951,CAT_RUN_DEC1951,filename
3917070,91.83,95.29,47.4,37.39,19.84,8.58,4.34,2.49,1.08,5.52,51.67,39.06,RUN1951_CAT_CONUS.zip
3917072,89.71,90.94,44.27,34.35,18.38,7.83,3.98,2.3,0.99,5.34,51.14,40.31,RUN1951_CAT_CONUS.zip
3917082,90.48,85.54,41.62,30.05,16.21,6.89,3.54,2.17,0.87,4.81,52.66,33.56,RUN1951_CAT_CONUS.zip
3917084,93.06,91.15,44.49,33.12,17.78,7.66,3.9,2.37,0.98,5.21,60.19,36.36,RUN1951_CAT_CONUS.zip
3917100,65.99,50.38,24.79,13.32,7.21,3.1,1.57,1.02,0.38,3.75,2.23,10.02,RUN1951_CAT_CONUS.zip
3917106,87.03,81.64,39.73,27.23,14.79,6.21,3.2,1.98,0.79,4.61,45.14,31.75,RUN1951_CAT_CONUS.zip
3917114,83.93,83.08,40.4,27.7,14.82,6.3,3.19,1.96,0.81,4.65,39.88,32.38,RUN1951_CAT_CONUS.zip
3917130,82.69,79.72,39.25,24.16,13.51,5.6,2.85,1.79,0.71,4.4,30.84,29.14,RUN1951_CAT_CONUS.zip
3917136,81.78,74.27,36.17,23.37,12.78,5.29,2.75,1.75,0.68,4.25,40.22,30.45,RUN1951_CAT_CONUS.zip
3917138,75.26,66.66,32.49,18.65,10.35,4.18,2.19,1.48,0.56,3.83,32.5,28.8,RUN1951_CAT_CONUS.zip
3917154,87.58,88,42.83,31.82,17.02,7.25,3.68,2.17,0.92,5.07,47.07,37.22,RUN1951_CAT_CONUS.zip
3917156,79.27,80.08,38.99,25.77,13.73,5.76,2.92,1.74,0.73,4.68,25.28,30.86,RUN1951_CAT_CONUS.zip
3917158,62.99,52.54,25.86,13.98,7.55,3.22,1.64,1.08,0.4,3.8,2.58,10.77,RUN1951_CAT_CONUS.zip
3917160,67.07,58.74,28.89,15.57,8.43,3.59,1.82,1.16,0.44,3.93,2.42,10.04,RUN1951_CAT_CONUS.zip
3917162,78,75.61,38.08,21.96,12.54,5.17,2.63,1.63,0.66,4.24,16.84,25.93,RUN1951_CAT_CONUS.zip
3917164,72.8,81.21,39.79,21.44,11.55,4.93,2.49,1.52,0.61,4.46,2.87,17.41,RUN1951_CAT_CONUS.zip
3917172,80.13,85.68,41.91,27.2,14.6,6.22,3.15,1.86,0.78,4.84,23.78,27.04,RUN1951_CAT_CONUS.zip
3917176,79.74,86.61,45.43,28.93,17.33,7.55,3.81,2.28,1,4.29,15.01,22.06,RUN1951_CAT_CONUS.zip
3917178,78.39,79.96,42.32,25.8,15.23,6.54,3.31,1.98,0.84,4.32,13.76,23.76,RUN1951_CAT_CONUS.zip
3917194,89.19,84.13,48.88,30.86,19.43,8.29,4.24,2.58,1.09,4.33,36.88,31.1,RUN1951_CAT_CONUS.zip
3917198,61.49,49.55,24.36,13.19,7.21,3.03,1.54,1.02,0.38,3.69,2.61,13.3,RUN1951_CAT_CONUS.zip
3917200,53.23,42.79,20.94,11.43,6.28,2.61,1.33,0.92,0.33,3.43,2.6,14.43,RUN1951_CAT_CONUS.zip
3917222,60.98,51.55,25.34,13.72,7.54,3.14,1.6,1.06,0.4,3.68,2.7,14.07,RUN1951_CAT_CONUS.zip
3917230,49.57,35.81,17.41,9.51,5.25,2.19,1.12,0.9,0.27,3.42,2.15,10.97,RUN1951_CAT_CONUS.zip
3917244,49.27,37.31,18.14,9.89,5.48,2.28,1.17,0.83,0.28,3.42,2.36,12.86,RUN1951_CAT_CONUS.zip
3917266,50.89,40.42,19.75,10.82,5.89,2.47,1.26,0.89,0.32,3.39,2.52,13.19,RUN1951_CAT_CONUS.zip
3917912,76.23,75.35,36.86,23.21,12.43,5.17,2.62,1.58,0.65,4.44,18.89,28.29,RUN1951_CAT_CONUS.zip
3917914,72.17,62.46,30.45,17.31,9.8,3.89,2.09,1.34,0.5,3.72,31.46,29.8,RUN1951_CAT_CONUS.zip
