COMID,CAT_RUN_JAN1961,CAT_RUN_FEB1961,CAT_RUN_MAR1961,CAT_RUN_APR1961,CAT_RUN_MAY1961,CAT_RUN_JUN1961,CAT_RUN_JUL1961,CAT_RUN_AUG1961,CAT_RUN_SEP1961,CAT_RUN_OCT1961,CAT_RUN_NOV1961,CAT_RUN_DEC1961,filename
3917070,60.49,97.2,86.99,57.02,34.69,17.62,8.06,4.78,4.7,5.16,40.42,48.77,RUN1961_CAT_CONUS.zip
3917072,55.83,92.06,84.02,53,32.4,16.44,7.52,4.51,4.46,5.03,38.72,48.41,RUN1961_CAT_CONUS.zip
3917082,80.88,99.2,84.87,53.68,34.14,19.22,8.16,4.71,4.29,4.89,34.41,46.66,RUN1961_CAT_CONUS.zip
3917084,83.22,100.95,86.72,55.94,35.87,19.05,8.62,4.93,4.58,5.34,46.73,51.57,RUN1961_CAT_CONUS.zip
3917106,73.4,90.92,78.09,48.26,30.04,16.95,7.13,4.16,3.93,4.56,31.6,45.68,RUN1961_CAT_CONUS.zip
3917114,61.84,85.29,70.54,42.6,26.87,13.63,6.37,3.76,3.72,4.71,36.54,46.35,RUN1961_CAT_CONUS.zip
3917130,58.22,77.54,67.83,41.38,24.49,12.97,5.75,3.42,3.52,4.14,28.8,44.57,RUN1961_CAT_CONUS.zip
3917136,67.36,81.02,68.87,39.81,24.22,13.98,5.71,3.39,3.36,4.12,32.68,46.6,RUN1961_CAT_CONUS.zip
3917138,57.01,65.83,55.63,28.53,16.33,9.37,3.8,2.35,2.66,3.55,35.71,48.3,RUN1961_CAT_CONUS.zip
3917154,58.69,89.67,78.93,49.1,30.37,15.41,7.1,4.23,4.18,4.91,38.16,47.73,RUN1961_CAT_CONUS.zip
3917156,44.27,78.06,64.3,36.86,21.88,11.01,4.99,3.11,3.32,4.46,25.67,41.65,RUN1961_CAT_CONUS.zip
3917158,11.8,30.49,23.74,12.07,7.27,4.07,1.47,1.14,2,3.05,2.59,7.08,RUN1961_CAT_CONUS.zip
3917160,15.14,33.59,26.67,13.52,8.19,4.53,1.7,1.27,2.27,3.14,2.49,7.54,RUN1961_CAT_CONUS.zip
3917162,47.06,72.9,60.69,35.56,20.35,10.66,4.68,2.86,3.01,3.96,19.87,40.21,RUN1961_CAT_CONUS.zip
3917164,36.5,67.72,49.79,26.15,14.65,7.56,3.18,2.11,2.89,3.8,15.19,29,RUN1961_CAT_CONUS.zip
3917172,45.15,78.4,64.67,37.92,22.41,11.43,5.07,3.16,3.54,4.32,25.12,37.81,RUN1961_CAT_CONUS.zip
3917176,52.56,86.69,71.55,42.29,25.71,12.95,6.07,3.48,3.12,3.93,13.26,30.19,RUN1961_CAT_CONUS.zip
3917178,47.03,81.13,63.62,38.29,22.94,11.5,5.33,3.16,3.01,4.17,17.73,36,RUN1961_CAT_CONUS.zip
3917194,85.26,106.57,92.42,58.31,36.96,19.31,8.8,4.83,3.97,4.38,39.67,51.5,RUN1961_CAT_CONUS.zip
3917198,8.95,28.79,21.85,11.08,6.76,3.83,1.39,1.03,1.86,2.97,2.64,5.42,RUN1961_CAT_CONUS.zip
3917200,5.5,26.07,21.1,10.53,6.41,3.68,1.39,0.98,1.61,2.79,2.65,3.16,RUN1961_CAT_CONUS.zip
3917230,0.7,3.76,3.43,1.53,1.88,1.56,0.22,0.33,1.2,2.63,1.85,1.47,RUN1961_CAT_CONUS.zip
3917244,0.72,7.29,5.41,2.65,2.42,1.81,0.38,0.41,1.22,2.67,2.11,1.5,RUN1961_CAT_CONUS.zip
3917912,40.36,72.83,58.18,32.27,19.02,9.52,4.31,2.73,2.94,4.28,21.37,39.42,RUN1961_CAT_CONUS.zip
3917914,53.09,66.15,56.78,28.98,16.59,9.92,3.86,2.38,2.68,3.34,34.84,48.99,RUN1961_CAT_CONUS.zip
3917916,60.52,78.67,67.2,40.19,23.41,12.69,5.5,3.23,3.21,3.87,30.66,46.4,RUN1961_CAT_CONUS.zip
3917918,29.51,54.14,43.6,24.46,14.75,7.64,3.33,2.09,2.44,3.38,6.85,17.73,RUN1961_CAT_CONUS.zip
3917920,11.17,29.96,23.14,11.77,7.12,4,1.43,1.11,1.98,3.04,2.58,6.71,RUN1961_CAT_CONUS.zip
3917946,0.8,7.84,8.4,3.97,3.01,2.12,0.52,0.5,1.38,2.48,2.06,1.54,RUN1961_CAT_CONUS.zip
3917948,3.67,24.12,19.68,9.78,6.02,3.52,1.29,0.93,1.55,2.76,2.59,2.01,RUN1961_CAT_CONUS.zip
3917950,1.4,15.96,12.8,6.36,4.34,2.71,0.86,0.67,1.4,2.72,2.4,1.52,RUN1961_CAT_CONUS.zip
