COMID,CAT_RUN_JAN1948,CAT_RUN_FEB1948,CAT_RUN_MAR1948,CAT_RUN_APR1948,CAT_RUN_MAY1948,CAT_RUN_JUN1948,CAT_RUN_JUL1948,CAT_RUN_AUG1948,CAT_RUN_SEP1948,CAT_RUN_OCT1948,CAT_RUN_NOV1948,CAT_RUN_DEC1948,filename
3917070,83.81,67.75,53.65,55.88,51.13,26.43,12.81,7.72,7.18,2.81,4.43,1.47,RUN1948_CAT_CONUS.zip
3917072,80.27,64.5,54.14,55.23,43.15,22.41,10.79,6.64,6.59,2.57,2.29,0.42,RUN1948_CAT_CONUS.zip
3917082,72.61,58.29,41.66,51.41,51.79,27.77,12.81,7.47,8.61,2.36,10.88,4.74,RUN1948_CAT_CONUS.zip
3917084,80.57,62.97,42.46,51.07,59.24,31.33,14.86,8.54,8.6,2.77,16.67,7.64,RUN1948_CAT_CONUS.zip
3917100,2.37,0.51,2.43,5.37,3.37,2.72,0.79,1.34,1.56,0.93,1.29,0.94,RUN1948_CAT_CONUS.zip
3917106,66.88,52.98,40.08,50.54,45.43,24.62,11.25,6.68,7.76,2.2,8.18,3.44,RUN1948_CAT_CONUS.zip
3917114,65.06,52.23,41.24,43.23,43,22.87,10.91,6.63,6.4,2.37,11.68,5.2,RUN1948_CAT_CONUS.zip
3917130,58.13,44.5,38.11,47.89,37.64,20.7,9.6,5.9,6.08,2.21,6.53,2.68,RUN1948_CAT_CONUS.zip
3917136,62.34,47.68,38.15,50.83,38.79,21.28,9.45,5.69,6.82,1.93,4.63,1.73,RUN1948_CAT_CONUS.zip
3917138,56.6,40.29,35.29,50.02,30.12,16.9,7.26,4.53,5.25,1.71,1.5,0.26,RUN1948_CAT_CONUS.zip
3917154,74.54,59.82,48.98,50.55,43.5,22.8,10.94,6.68,6.55,2.5,6.23,2.42,RUN1948_CAT_CONUS.zip
3917156,58.05,48.13,45.51,42.45,29.51,15.74,7.46,4.99,4.97,2.02,2.08,0.41,RUN1948_CAT_CONUS.zip
3917158,3.56,4.11,9.27,15.44,8.33,5.13,2.08,2.18,1.95,1.12,1.33,0.81,RUN1948_CAT_CONUS.zip
