COMID,CAT_RUN_JAN1977,CAT_RUN_FEB1977,CAT_RUN_MAR1977,CAT_RUN_APR1977,CAT_RUN_MAY1977,CAT_RUN_JUN1977,CAT_RUN_JUL1977,CAT_RUN_AUG1977,CAT_RUN_SEP1977,CAT_RUN_OCT1977,CAT_RUN_NOV1977,CAT_RUN_DEC1977,filename
3917070,1.15,5.64,4.94,2.87,15.22,6.87,2.91,2.56,6.17,2.43,31.87,83.86,RUN1977_CAT_CONUS.zip
3917072,0.57,1.7,0.65,0.75,10.77,4.64,1.79,2.01,5.43,2.35,26.83,83.68,RUN1977_CAT_CONUS.zip
3917082,0.46,3.09,3.27,2,9.53,5.15,1.8,1.22,6.14,2.01,35.63,81.38,RUN1977_CAT_CONUS.zip
3917084,0.92,7.49,9.86,5.28,17.81,8.98,3.77,2.48,7.33,3.1,45.74,85.69,RUN1977_CAT_CONUS.zip
3917100,0.15,0.57,0.53,0.23,3.15,1.52,0.17,0.35,2.35,1.3,2.3,22.27,RUN1977_CAT_CONUS.zip
3917106,0.44,2.39,2.2,1.48,7.53,4.1,1.32,0.99,5.49,1.86,27.73,78.89,RUN1977_CAT_CONUS.zip
3917114,0.5,5.47,7.19,3.84,13.72,6.47,2.68,2.08,5.59,2.39,29.3,78.04,RUN1977_CAT_CONUS.zip
3917130,0.46,3.91,4.62,2.79,8.73,4.34,1.55,1.29,4.63,1.93,14.63,75.29,RUN1977_CAT_CONUS.zip
3917136,0.41,1.24,0.54,0.57,4.65,2.66,0.68,0.66,4.66,1.63,21.54,77.06,RUN1977_CAT_CONUS.zip
3917138,0.41,1.04,0.5,0.49,3.4,1.86,0.41,0.65,3.66,1.54,13.29,74.98,RUN1977_CAT_CONUS.zip
3917154,0.54,3.31,3.42,2.06,12.14,5.47,2.19,2.06,5.53,2.37,28.26,81.61,RUN1977_CAT_CONUS.zip
3917156,0.45,1.53,0.61,0.54,6.6,2.59,0.83,1.26,4.47,1.96,13.31,73.19,RUN1977_CAT_CONUS.zip
3917158,0.15,0.62,0.6,0.29,3.12,1.47,0.18,0.39,2.67,1.28,2.24,18.31,RUN1977_CAT_CONUS.zip
3917160,0.19,0.65,0.68,0.3,3.45,1.53,0.19,0.42,2.79,1.3,2.38,21.86,RUN1977_CAT_CONUS.zip
3917162,0.42,3.13,3.05,1.92,5.05,2.29,0.66,0.83,3.81,1.66,2.73,68.93,RUN1977_CAT_CONUS.zip
3917164,0.33,0.96,0.84,0.38,4.11,1.49,0.19,0.54,4.43,1.6,9.68,56.71,RUN1977_CAT_CONUS.zip
