COMID,CAT_RUN_JAN2002,CAT_RUN_FEB2002,CAT_RUN_MAR2002,CAT_RUN_APR2002,CAT_RUN_MAY2002,CAT_RUN_JUN2002,CAT_RUN_JUL2002,CAT_RUN_AUG2002,CAT_RUN_SEP2002,CAT_RUN_OCT2002,CAT_RUN_NOV2002,CAT_RUN_DEC2002,filename
3917070,20.52,53.94,64.1,73,40.29,19.86,9.88,4.91,2.77,1.46,2.59,39.91,RUN2002_CAT_CONUS.zip
3917072,21.86,55.53,66.23,70.7,35.67,17.51,8.71,4.33,2.48,1.31,2.52,40.05,RUN2002_CAT_CONUS.zip
3917082,16.42,47.33,55.01,52.82,26.46,13.15,6.47,3.2,1.87,0.97,2.79,35.34,RUN2002_CAT_CONUS.zip
3917084,17.52,48.02,55.37,66.81,34.59,17.27,8.55,4.24,2.39,1.24,3.9,47.16,RUN2002_CAT_CONUS.zip
3917106,17.24,48.51,53.51,47.35,23.74,11.76,5.79,2.86,1.69,0.88,2.56,34.13,RUN2002_CAT_CONUS.zip
3917114,18.66,53.55,50.03,57.14,28.47,14.11,6.99,3.45,1.99,1.04,3.43,39.74,RUN2002_CAT_CONUS.zip
3917130,18.65,52.26,60.21,50.37,25.26,12.46,6.2,3.05,1.77,0.93,2.9,35.67,RUN2002_CAT_CONUS.zip
3917136,19.3,49.08,39.89,33.64,16.83,8.32,4.08,1.99,1.24,0.64,2.02,34.59,RUN2002_CAT_CONUS.zip
3917138,21.99,51.44,27.33,22.66,11.27,5.54,2.72,1.31,0.87,0.45,1.72,37.84,RUN2002_CAT_CONUS.zip
3917154,20.56,54.64,59.82,65.6,32.98,16.25,8.07,4,2.29,1.21,2.9,40.18,RUN2002_CAT_CONUS.zip
3917156,20.39,56.71,50.52,48.32,24.26,11.83,5.87,2.89,1.72,0.91,2.45,30.02,RUN2002_CAT_CONUS.zip
3917158,24.5,22.04,11.14,7.53,3.41,1.6,0.72,0.33,0.37,0.22,2.1,42.33,RUN2002_CAT_CONUS.zip
3917160,30.14,26.61,14.7,13.63,6.43,3.04,1.44,0.69,0.54,0.32,2.61,43.96,RUN2002_CAT_CONUS.zip
3917162,18.23,55.18,54.88,40.72,20.45,9.97,4.96,2.43,1.46,0.77,2.41,25.79,RUN2002_CAT_CONUS.zip
3917164,29.16,38.98,24.38,23.38,11.52,5.46,2.7,1.3,0.84,0.48,2.73,34.97,RUN2002_CAT_CONUS.zip
3917172,25.74,46.47,42.79,44.43,22.5,10.94,5.43,2.68,1.58,0.85,2.63,36.13,RUN2002_CAT_CONUS.zip
3917176,20.86,41.68,36.47,29.65,14.64,7.05,3.47,1.7,1.07,0.59,2.53,23.28,RUN2002_CAT_CONUS.zip
3917178,19.15,52.28,42.56,37.41,18.64,9.04,4.48,2.19,1.34,0.72,2.5,21.16,RUN2002_CAT_CONUS.zip
3917194,21.18,53.52,47.42,39.54,20.02,9.69,4.82,2.35,1.44,0.74,2.41,29.88,RUN2002_CAT_CONUS.zip
3917198,21.98,19.95,10.07,6.74,3.09,1.46,0.65,0.29,0.33,0.2,1.96,42.23,RUN2002_CAT_CONUS.zip
3917200,14.55,14.1,7.16,4.91,2.28,1.1,0.52,0.2,0.29,0.17,1.67,41.68,RUN2002_CAT_CONUS.zip
3917230,0.77,2.86,1.26,1.84,0.86,0.39,0.09,0.02,0.06,0.13,1.6,21.71,RUN2002_CAT_CONUS.zip
3917244,0.78,4.18,1.96,2.22,1.04,0.47,0.14,0.04,0.16,0.13,1.48,27.06,RUN2002_CAT_CONUS.zip
3917912,19.04,57.82,47.34,42.9,21.48,10.46,5.19,2.55,1.54,0.82,2.39,26.08,RUN2002_CAT_CONUS.zip
3917914,27.2,44.13,23.91,17.18,8.55,4.24,2.05,0.98,0.67,0.35,1.87,46.5,RUN2002_CAT_CONUS.zip
3917916,19.69,52.25,45.64,35.62,17.87,8.76,4.35,2.12,1.3,0.67,2.12,31.3,RUN2002_CAT_CONUS.zip
3917918,24.83,30.27,21.56,17.65,8.53,4.07,1.97,0.95,0.68,0.39,2.36,34.48,RUN2002_CAT_CONUS.zip
3917920,24.23,21.83,11.03,7.45,3.37,1.58,0.71,0.32,0.36,0.21,2.09,42,RUN2002_CAT_CONUS.zip
3917946,1.78,5.23,2.44,2.29,1.18,0.5,0.26,0.06,0.05,0.12,1.47,26.77,RUN2002_CAT_CONUS.zip
3917948,12.65,12.7,6.47,4.49,2.09,1.01,0.5,0.17,0.28,0.17,1.63,40.24,RUN2002_CAT_CONUS.zip
3917950,4.89,8.09,4.01,3.28,1.51,0.73,0.35,0.1,0.25,0.15,1.37,34.01,RUN2002_CAT_CONUS.zip
