COMID,CAT_RUN_JAN1957,CAT_RUN_FEB1957,CAT_RUN_MAR1957,CAT_RUN_APR1957,CAT_RUN_MAY1957,CAT_RUN_JUN1957,CAT_RUN_JUL1957,CAT_RUN_AUG1957,CAT_RUN_SEP1957,CAT_RUN_OCT1957,CAT_RUN_NOV1957,CAT_RUN_DEC1957,filename
3917070,23.77,109.26,141.52,76.75,55.78,25.85,12.94,6.66,8.48,10.39,42.98,74.59,RUN1957_CAT_CONUS.zip
3917072,22.55,107.96,140.2,72.42,53.45,24.68,12.36,6.36,7.89,6.14,40.87,72.33,RUN1957_CAT_CONUS.zip
3917082,16.34,98.81,122.9,78.2,56.76,26.41,13.37,6.85,9.77,13.27,45.56,78.77,RUN1957_CAT_CONUS.zip
3917084,21.82,102.22,127.48,78.48,55.84,26.09,13.09,6.71,9.63,22.45,48.34,77.84,RUN1957_CAT_CONUS.zip
3917106,15.03,91.37,114.26,70.37,49,22.73,11.5,5.9,9.08,11.45,42.35,77.11,RUN1957_CAT_CONUS.zip
3917114,14.25,89.72,116.02,64.19,42.28,19.52,9.75,5.02,7.05,16.81,28.89,64.02,RUN1957_CAT_CONUS.zip
3917130,14.29,79.79,102.36,56.48,34.35,15.81,7.92,4.09,7.51,10.67,34.55,71.34,RUN1957_CAT_CONUS.zip
3917136,14.07,83.27,102.35,61.42,40.2,18.58,9.4,4.83,8.29,11.77,40.67,76.2,RUN1957_CAT_CONUS.zip
3917138,14.47,70.63,86.2,46.8,25.42,11.65,5.83,3.02,6.88,13.64,37.44,73.66,RUN1957_CAT_CONUS.zip
3917154,19.42,100.9,130.75,69.39,49.2,22.73,11.37,5.85,7.59,10.64,36.44,69.23,RUN1957_CAT_CONUS.zip
3917156,9.74,87.28,114.78,57.45,37.2,16.91,8.47,4.38,5.87,5.62,19.18,58.66,RUN1957_CAT_CONUS.zip
3917158,0.22,24.15,32.62,15.56,9.3,3.85,1.91,1.05,3.65,4.47,1.54,21.68,RUN1957_CAT_CONUS.zip
3917160,0.3,31.94,41.32,19.94,11.63,4.91,2.44,1.33,3.55,4.52,1.67,27.07,RUN1957_CAT_CONUS.zip
3917162,7.35,75.28,97.42,52.63,30.32,13.78,6.93,3.58,6.33,5.67,21.32,62.78,RUN1957_CAT_CONUS.zip
3917164,4.22,68.1,75.96,37.23,20.7,9.18,4.59,2.43,4.42,4.94,9.67,43.94,RUN1957_CAT_CONUS.zip
3917172,11.96,85.78,104.46,53.01,35.09,16.01,8.02,4.16,5.95,5.72,22.81,56,RUN1957_CAT_CONUS.zip
3917176,0.78,76.16,90.21,63.47,40.22,18.76,9.4,4.81,6.45,6.69,17.23,49.78,RUN1957_CAT_CONUS.zip
3917178,2.84,80.62,98.76,59.81,37.03,16.99,8.54,4.39,5.81,6.81,11.97,51.39,RUN1957_CAT_CONUS.zip
3917194,10.46,110.37,113,80.96,57.85,26.89,13.64,6.91,9.34,20.83,46.17,79.23,RUN1957_CAT_CONUS.zip
3917198,0.29,21.07,30.77,14.6,8.72,3.62,1.78,0.98,3.53,4.42,1.56,20.03,RUN1957_CAT_CONUS.zip
3917200,0.33,11.31,24.7,11.56,7.28,2.85,1.4,0.78,3.41,4.12,1.53,12.18,RUN1957_CAT_CONUS.zip
3917230,0.37,1.86,17.1,7.28,4.55,1.86,0.91,0.52,2.08,3.73,1.45,3.93,RUN1957_CAT_CONUS.zip
3917244,0.36,2.29,17.84,7.83,4.98,1.96,0.96,0.55,2.46,3.73,1.32,2.9,RUN1957_CAT_CONUS.zip
3917912,5.69,80.48,107.95,53.94,33.26,15.04,7.54,3.9,5.34,5.56,12.42,54.22,RUN1957_CAT_CONUS.zip
3917914,9.85,77.48,85.8,48.4,27.16,12.27,6.29,3.24,6.82,15.21,37.12,71.51,RUN1957_CAT_CONUS.zip
3917916,13.51,79.75,95.36,57.45,34,15.69,7.89,4.06,7.57,10.61,36.65,73.85,RUN1957_CAT_CONUS.zip
3917918,0.46,47.69,57.33,35.12,21.64,9.84,4.92,2.56,4.74,5.29,7.85,33.45,RUN1957_CAT_CONUS.zip
3917920,0.22,23.73,32.32,15.4,9.19,3.81,1.89,1.04,3.61,4.45,1.53,21.27,RUN1957_CAT_CONUS.zip
3917946,0.44,2.39,23.94,10.53,6.09,2.64,1.3,0.72,2.14,3.69,1.63,5.12,RUN1957_CAT_CONUS.zip
3917948,0.33,8.4,22.69,10.54,6.75,2.6,1.27,0.72,3.3,3.98,1.49,8.99,RUN1957_CAT_CONUS.zip
3917950,0.34,4.46,18.95,8.63,5.64,2.14,1.04,0.6,2.9,3.89,1.36,4.45,RUN1957_CAT_CONUS.zip
