COMID,CAT_TAV_JAN1982,CAT_TAV_FEB1982,CAT_TAV_MAR1982,CAT_TAV_APR1982,CAT_TAV_MAY1982,CAT_TAV_JUN1982,CAT_TAV_JUL1982,CAT_TAV_AUG1982,CAT_TAV_SEP1982,CAT_TAV_OCT1982,CAT_TAV_NOV1982,CAT_TAV_DEC1982,filename
3917070,-1.31,2.92,0.89,2.28,9.49,13.26,17.44,17.28,14.43,7.77,0.22,-1.35,TAV1982_CAT_CONUS.zip
3917072,-1.27,2.96,1.1,2.53,9.74,13.49,17.57,17.46,14.5,7.94,0.45,-1.21,TAV1982_CAT_CONUS.zip
3917082,-1.51,3.1,0.32,1.58,9.18,12.97,17.43,17.06,14.43,7.33,-0.23,-1.72,TAV1982_CAT_CONUS.zip
3917084,-1.5,2.97,0.09,1.3,8.78,12.61,17.13,16.74,14.39,7.19,-0.4,-1.85,TAV1982_CAT_CONUS.zip
3917106,-1.42,3.14,0.49,1.75,9.32,13.1,17.53,17.19,14.49,7.47,-0.05,-1.54,TAV1982_CAT_CONUS.zip
3917114,-1.36,2.86,0.86,2.2,9.35,13.14,17.36,17.2,14.39,7.72,0.32,-1.35,TAV1982_CAT_CONUS.zip
3917130,-1.24,3.06,0.82,2.1,9.44,13.21,17.54,17.3,14.53,7.74,0.37,-1.16,TAV1982_CAT_CONUS.zip
3917136,-1.28,3.27,0.59,1.83,9.47,13.23,17.7,17.35,14.62,7.6,0.04,-1.41,TAV1982_CAT_CONUS.zip
3917138,-1.08,3.38,0.7,1.9,9.56,13.29,17.82,17.46,14.79,7.76,0.21,-1.2,TAV1982_CAT_CONUS.zip
3917154,-1.31,2.92,0.98,2.37,9.57,13.33,17.47,17.34,14.45,7.84,0.38,-1.27,TAV1982_CAT_CONUS.zip
3917156,-1.26,2.86,1.62,3.12,10.08,13.81,17.72,17.76,14.39,8.24,0.95,-0.91,TAV1982_CAT_CONUS.zip
3917158,-1.4,2.42,4.24,6.51,12.25,16.02,18.65,19.48,13.54,9.6,2.92,0.11,TAV1982_CAT_CONUS.zip
3917160,-1.39,2.5,3.77,5.92,11.81,15.6,18.39,19.16,13.61,9.35,2.62,-0.03,TAV1982_CAT_CONUS.zip
3917162,-1.18,3.02,1.36,2.75,9.91,13.64,17.77,17.67,14.51,8.1,0.85,-0.86,TAV1982_CAT_CONUS.zip
3917164,-1.42,2.6,2.92,4.84,11.08,14.8,17.99,18.51,13.83,8.88,1.9,-0.42,TAV1982_CAT_CONUS.zip
3917172,-1.34,2.78,2.07,3.75,10.45,14.17,17.78,18.01,14.15,8.45,1.24,-0.76,TAV1982_CAT_CONUS.zip
3917176,-1.33,2.81,2.42,4.18,10.75,14.44,17.85,18.2,14.11,8.63,1.71,-0.43,TAV1982_CAT_CONUS.zip
3917178,-1.23,2.87,1.93,3.5,10.34,14.05,17.84,17.98,14.3,8.43,1.3,-0.67,TAV1982_CAT_CONUS.zip
3917194,-1.09,3.26,0.8,1.99,9.62,13.35,17.89,17.45,14.37,7.81,0.25,-1.24,TAV1982_CAT_CONUS.zip
3917198,-1.12,2.68,4.41,6.73,12.57,16.38,18.96,19.8,13.87,9.86,3.18,0.36,TAV1982_CAT_CONUS.zip
3917200,-0.77,2.96,4.69,7.09,13.09,16.95,19.5,20.3,14.34,10.26,3.52,0.67,TAV1982_CAT_CONUS.zip
3917230,-0.39,3.25,5.16,7.63,13.73,17.73,20.38,21.03,14.93,10.79,3.98,0.98,TAV1982_CAT_CONUS.zip
3917244,-0.44,3.2,5.1,7.56,13.65,17.64,20.25,20.93,14.85,10.7,3.9,0.95,TAV1982_CAT_CONUS.zip
3917912,-1.23,2.86,1.7,3.21,10.14,13.86,17.76,17.83,14.42,8.31,1.07,-0.82,TAV1982_CAT_CONUS.zip
3917914,-1.16,3.21,1.29,2.55,10.01,13.71,18.08,17.94,14.56,8.13,0.57,-1.09,TAV1982_CAT_CONUS.zip
3917916,-1.11,3.26,0.81,2.05,9.59,13.33,17.77,17.46,14.67,7.8,0.36,-1.11,TAV1982_CAT_CONUS.zip
3917918,-1.35,2.62,3.4,5.44,11.55,15.27,18.25,18.88,13.82,9.16,2.38,-0.11,TAV1982_CAT_CONUS.zip
3917920,-1.37,2.44,4.26,6.53,12.28,16.06,18.68,19.51,13.57,9.63,2.94,0.13,TAV1982_CAT_CONUS.zip
3917946,-0.22,3.34,5.28,7.75,13.94,17.97,20.72,21.2,15.1,10.88,4.11,1.04,TAV1982_CAT_CONUS.zip
3917948,-0.73,2.98,4.77,7.19,13.19,17.07,19.61,20.41,14.4,10.34,3.58,0.71,TAV1982_CAT_CONUS.zip
3917950,-0.58,3.09,4.93,7.37,13.41,17.34,19.89,20.65,14.61,10.51,3.73,0.84,TAV1982_CAT_CONUS.zip
