COMID,CAT_RUN_JAN2015,CAT_RUN_FEB2015,CAT_RUN_MAR2015,CAT_RUN_APR2015,CAT_RUN_MAY2015,CAT_RUN_JUN2015,CAT_RUN_JUL2015,CAT_RUN_AUG2015,CAT_RUN_SEP2015,CAT_RUN_OCT2015,CAT_RUN_NOV2015,CAT_RUN_DEC2015,filename
3917070,95.13,144.46,82.8,43.97,53.49,24.3,13.44,6.38,3.19,2.88,2.63,45.46,RUN2015_CAT_CONUS.zip
3917072,93.04,142.48,81.46,42.87,53.47,24.25,13.37,6.37,3.2,2.84,2.64,46.22,RUN2015_CAT_CONUS.zip
3917082,105.29,171.45,100.18,55.4,67.21,30.78,16.66,8.23,4.05,3.42,2.95,40.62,RUN2015_CAT_CONUS.zip
3917084,104.03,157.54,90.64,49.82,62.08,28.3,15.47,7.52,3.72,3.22,3.32,57.02,RUN2015_CAT_CONUS.zip
3917100,2.29,51.41,24.35,12.01,7.85,3.22,2.76,0.88,0.47,1.03,1.29,16.1,RUN2015_CAT_CONUS.zip
3917106,89.87,150.38,86.59,47.38,57.23,25.95,14.21,6.98,3.43,3.01,2.59,36.86,RUN2015_CAT_CONUS.zip
3917114,62.91,110.5,60.44,32.38,37.86,16.78,9.6,4.49,2.24,2.26,2.51,38.5,RUN2015_CAT_CONUS.zip
3917130,54.9,98.16,52.64,27.55,34.26,14.85,8.6,4.05,2.01,2.03,2.09,30.32,RUN2015_CAT_CONUS.zip
3917136,75.42,129.2,72.86,39.16,46.67,20.82,11.6,5.7,2.79,2.62,2.11,40.02,RUN2015_CAT_CONUS.zip
3917138,49.12,87.59,45.67,23.04,27.07,11.31,6.8,3.26,1.58,1.87,1.55,45.78,RUN2015_CAT_CONUS.zip
3917154,81.67,130.32,73.45,38.91,47.58,21.43,11.95,5.66,2.83,2.62,2.6,43.62,RUN2015_CAT_CONUS.zip
3917156,45.32,95.6,51.4,26.56,27.96,12.13,7.22,3.26,1.64,1.87,1.79,21.46,RUN2015_CAT_CONUS.zip
3917158,10.32,60.82,28.98,14.4,9.9,3.85,3.01,1.05,0.57,1.13,1.48,27.17,RUN2015_CAT_CONUS.zip
3917160,11.18,66.19,31.67,15.81,10.26,4.15,3.21,1.12,0.59,1.22,1.61,26.77,RUN2015_CAT_CONUS.zip
3917162,31.94,77.85,39.86,20.32,22.81,9.47,5.85,2.64,1.32,1.58,1.48,12.46,RUN2015_CAT_CONUS.zip
3917164,16.12,71.56,35.57,17.84,11.81,4.66,3.5,1.29,0.68,1.29,1.47,19.09,RUN2015_CAT_CONUS.zip
3917172,48.97,101.62,55.05,28.5,29.64,13.03,7.72,3.46,1.76,1.95,1.94,29.84,RUN2015_CAT_CONUS.zip
3917176,19.45,70.97,35.54,17.81,17.83,7.4,4.79,2.02,1.05,1.42,1.38,12.11,RUN2015_CAT_CONUS.zip
3917178,23.66,75.42,38.27,19.76,20.79,8.72,5.45,2.39,1.23,1.51,1.39,6.68,RUN2015_CAT_CONUS.zip
3917194,51.26,91.67,49.37,25.71,35.15,15.27,8.74,4.25,2.14,2.01,1.51,15.81,RUN2015_CAT_CONUS.zip
3917198,6.78,55.4,26.31,13.01,8.88,3.49,2.82,0.94,0.52,1.07,1.34,20.79,RUN2015_CAT_CONUS.zip
3917200,3.01,42.03,19.7,9.61,6.72,2.64,2.37,0.69,0.41,0.95,1.14,12.12,RUN2015_CAT_CONUS.zip
3917222,9.76,59.84,28.51,14.13,9.67,3.77,2.95,1.02,0.56,1.11,1.4,24.56,RUN2015_CAT_CONUS.zip
3917230,0.85,5.51,1.7,0.53,1.81,0.39,1.25,0.08,0.08,0.75,0.66,3.92,RUN2015_CAT_CONUS.zip
3917244,0.87,7.6,2.7,1.02,2.02,0.52,1.31,0.12,0.1,0.76,0.73,4.04,RUN2015_CAT_CONUS.zip
3917266,1.01,35.94,16.69,8.07,5.75,2.27,2.18,0.59,0.36,0.9,1.07,8.58,RUN2015_CAT_CONUS.zip
3917912,32,81.99,42.69,21.87,21.27,8.93,5.59,2.45,1.24,1.61,1.53,13.48,RUN2015_CAT_CONUS.zip
3917914,51.01,87.91,46.64,23.63,30.07,12.7,7.5,3.69,1.77,1.98,1.53,44.07,RUN2015_CAT_CONUS.zip
3917916,49.73,91.67,48.39,24.92,32.07,13.72,7.99,3.82,1.89,1.94,1.65,31.13,RUN2015_CAT_CONUS.zip
3917918,13.85,65.34,31.78,15.85,12.96,5.23,3.7,1.42,0.75,1.25,1.42,20.88,RUN2015_CAT_CONUS.zip
3917920,9.71,59.95,28.55,14.18,9.74,3.79,2.98,1.03,0.56,1.12,1.46,26.23,RUN2015_CAT_CONUS.zip
3917922,2.08,49.46,23.39,11.52,7.75,3.11,2.65,0.85,0.46,1,1.25,14.65,RUN2015_CAT_CONUS.zip
3917924,1.07,42.21,19.83,9.71,6.72,2.66,2.42,0.73,0.4,0.95,1.15,10.92,RUN2015_CAT_CONUS.zip
3917926,0.94,24.27,11.04,5.27,4.22,1.56,1.87,0.44,0.26,0.86,0.95,4.47,RUN2015_CAT_CONUS.zip
3917946,0.91,9.7,3.58,1.5,2.32,0.63,1.36,0.12,0.1,0.7,0.73,4.24,RUN2015_CAT_CONUS.zip
3917948,1.6,37.63,17.52,8.49,6.02,2.37,2.23,0.61,0.37,0.91,1.08,9.58,RUN2015_CAT_CONUS.zip
3917950,0.92,22.11,9.81,4.61,3.87,1.41,1.74,0.37,0.23,0.85,0.89,5.48,RUN2015_CAT_CONUS.zip
948010046,0.9,14.86,6.25,2.81,2.89,0.96,1.53,0.27,0.18,0.81,0.83,4.59,RUN2015_CAT_CONUS.zip
948010047,0.94,24.19,10.9,5.16,4.17,1.54,1.82,0.41,0.25,0.85,0.94,5.95,RUN2015_CAT_CONUS.zip
948010048,0.94,24.27,11.04,5.27,4.22,1.56,1.87,0.44,0.26,0.86,0.95,4.47,RUN2015_CAT_CONUS.zip
948010089,1.1,46.85,22.1,10.85,7.36,2.94,2.55,0.8,0.44,0.98,1.2,12.58,RUN2015_CAT_CONUS.zip
948010091,1.06,42.27,19.85,9.71,6.71,2.66,2.41,0.72,0.4,0.95,1.15,10.93,RUN2015_CAT_CONUS.zip
948010092,1.02,38.25,17.83,8.66,6.09,2.41,2.26,0.63,0.37,0.91,1.09,9.42,RUN2015_CAT_CONUS.zip
948010095,0.92,21.15,9.46,4.46,3.78,1.36,1.76,0.38,0.23,0.84,0.91,4.38,RUN2015_CAT_CONUS.zip
948010096,1.01,36.12,16.78,8.12,5.78,2.28,2.18,0.59,0.36,0.9,1.07,8.71,RUN2015_CAT_CONUS.zip
