COMID,CAT_TAV_JAN2003,CAT_TAV_FEB2003,CAT_TAV_MAR2003,CAT_TAV_APR2003,CAT_TAV_MAY2003,CAT_TAV_JUN2003,CAT_TAV_JUL2003,CAT_TAV_AUG2003,CAT_TAV_SEP2003,CAT_TAV_OCT2003,CAT_TAV_NOV2003,CAT_TAV_DEC2003,filename
3917070,1.78,1.05,3.04,0.84,7.36,13.4,18.67,15.62,14.62,8.76,-0.87,-0.82,TAV2003_CAT_CONUS.zip
3917072,1.88,1.18,3.2,1.04,7.61,13.64,18.89,15.85,14.83,8.89,-0.73,-0.78,TAV2003_CAT_CONUS.zip
3917082,1.83,0.47,2.43,0.72,7.29,13.26,18.63,15.68,14.45,8.73,-0.94,-1.07,TAV2003_CAT_CONUS.zip
3917084,1.64,0.46,2.41,0.43,6.98,12.98,18.35,15.33,14.25,8.5,-1.19,-1.19,TAV2003_CAT_CONUS.zip
3917100,4.51,3.22,5.96,5.79,12.23,18.4,23.03,20.43,17.88,12.42,2.97,2.45,TAV2003_CAT_CONUS.zip
3917106,1.91,0.6,2.59,0.94,7.48,13.43,18.82,15.87,14.66,8.81,-0.83,-1.03,TAV2003_CAT_CONUS.zip
3917114,2,1.13,3.19,1.24,7.77,13.76,19.09,15.99,14.94,8.95,-0.67,-0.84,TAV2003_CAT_CONUS.zip
3917130,1.91,0.95,2.99,1.2,7.67,13.57,19.03,15.97,14.92,8.8,-0.8,-1.09,TAV2003_CAT_CONUS.zip
3917136,2.13,0.7,2.75,1.31,7.86,13.79,19.19,16.29,15.02,9.07,-0.52,-0.87,TAV2003_CAT_CONUS.zip
3917138,2.3,0.9,3.02,1.69,8.23,14.13,19.56,16.67,15.45,9.26,-0.28,-0.78,TAV2003_CAT_CONUS.zip
3917154,1.92,1.14,3.18,1.1,7.65,13.67,18.95,15.89,14.86,8.9,-0.72,-0.81,TAV2003_CAT_CONUS.zip
3917156,2.3,1.63,3.72,1.87,8.37,14.37,19.63,16.55,15.43,9.36,-0.2,-0.46,TAV2003_CAT_CONUS.zip
3917158,4.24,3.23,5.67,5.25,11.78,17.91,22.56,19.82,17.56,12.05,2.61,2.07,TAV2003_CAT_CONUS.zip
