COMID,CAT_PPT_JAN2012,CAT_PPT_FEB2012,CAT_PPT_MAR2012,CAT_PPT_APR2012,CAT_PPT_MAY2012,CAT_PPT_JUN2012,CAT_PPT_JUL2012,CAT_PPT_AUG2012,CAT_PPT_SEP2012,CAT_PPT_OCT2012,CAT_PPT_NOV2012,CAT_PPT_DEC2012,filename
3917070,115.82,102.29,151.5,104.05,44.43,64.56,16.81,1,0,60.73,162.56,316.31,PPT2012_CAT_CONUS.zip
3917072,115.08,100.22,150.04,103.66,41.86,63.66,16.3,1,0,58.93,163.51,314.87,PPT2012_CAT_CONUS.zip
3917082,124.15,115.31,154.7,108.61,42.51,52.1,12.2,0.83,0,60.67,179.09,314.68,PPT2012_CAT_CONUS.zip
3917084,119.25,110.95,153.54,106.49,45.21,54.88,13.71,0.9,0,60.09,175.71,312.7,PPT2012_CAT_CONUS.zip
3917100,88.9,38.21,93.12,51.09,17.13,36.3,9.44,0.75,0,26.02,81.38,134.67,PPT2012_CAT_CONUS.zip
3917106,116.7,102.76,144.63,103.67,38.42,50.49,11.74,0.87,0,55.4,162.56,284.93,PPT2012_CAT_CONUS.zip
3917114,106.77,82.56,133.85,89.69,35.9,51.58,12.78,0.91,0,46.57,139.68,244.57,PPT2012_CAT_CONUS.zip
3917130,98.64,74.45,125.11,91.89,32.12,50.21,12.32,0.99,0,43.14,132.37,226.26,PPT2012_CAT_CONUS.zip
3917136,109.31,89.61,131.79,98.4,32.96,47.02,10.37,0.88,0,50.49,138.52,247.55,PPT2012_CAT_CONUS.zip
3917138,94.61,65.86,111.62,88.6,25.68,43.6,9.36,0.95,0,41.51,102.76,189.02,PPT2012_CAT_CONUS.zip
3917154,111.91,93.59,143.88,98.32,39.68,58.9,14.92,0.96,0,54.21,154.55,287.82,PPT2012_CAT_CONUS.zip
3917156,103.45,71.01,126.67,84.3,30.69,52.59,12.79,0.93,0,42.2,123.97,223.73,PPT2012_CAT_CONUS.zip
3917158,99.63,47.8,106.83,60.34,20.56,36.38,9.45,0.8,0,30.06,93,153.7,PPT2012_CAT_CONUS.zip
3917160,105.19,51.53,112.48,68,22.19,37.16,9.82,0.79,0,32.16,99.08,155.33,PPT2012_CAT_CONUS.zip
3917162,94.53,61.12,115.28,82.55,26.1,47.57,11.26,0.97,0,35.73,113.46,189.33,PPT2012_CAT_CONUS.zip
3917164,102.47,55.2,116.53,75.24,24.66,43.56,10.67,0.86,0,34.33,103.6,170.54,PPT2012_CAT_CONUS.zip
3917172,107.63,74.51,130.88,87.41,32.01,52.13,13.04,0.92,0,44.75,128.66,231.52,PPT2012_CAT_CONUS.zip
3917176,99.64,58.64,115.5,74.56,23.58,44.78,10.72,0.87,0,32.96,106.04,174.17,PPT2012_CAT_CONUS.zip
3917178,98.88,60.46,116.07,76.69,24.4,46.28,10.85,0.9,0,33.45,109.48,179.4,PPT2012_CAT_CONUS.zip
3917194,94.04,70.41,112.8,92.22,26.74,47.59,10.67,1.13,0,39.46,117,199.69,PPT2012_CAT_CONUS.zip
3917198,93.06,44.08,99.92,55.68,17.94,34.64,9.05,0.74,0,27.45,85.93,142,PPT2012_CAT_CONUS.zip
3917200,81.91,38.25,90.09,47.6,13.11,29.18,8.12,0.68,0,21.56,70.64,118.56,PPT2012_CAT_CONUS.zip
3917222,96.22,47.68,103.99,59.32,18.94,34.57,8.92,0.76,0,28.8,89.8,147.74,PPT2012_CAT_CONUS.zip
3917230,58.52,21.82,57.8,34.81,8.28,24.07,7.39,0.51,0,14.01,50.83,82.96,PPT2012_CAT_CONUS.zip
3917244,60.31,24.35,66.53,34.91,8.26,23.73,7.48,0.55,0,14.4,51.76,85.22,PPT2012_CAT_CONUS.zip
3917266,78.13,35.18,86.53,44.14,11.59,27.72,8,0.67,0,19.37,64.84,109.99,PPT2012_CAT_CONUS.zip
3917912,99.78,62.78,119.67,78.4,27.27,49.26,11.72,0.9,0,37.12,112.54,197.25,PPT2012_CAT_CONUS.zip
3917914,96.28,66.09,111.68,91.92,25.63,44.12,9.16,0.99,0,40.43,100.08,185.57,PPT2012_CAT_CONUS.zip
3917916,95.77,69.97,116.9,91.01,27.4,47.29,10.77,1,0,41.1,117.56,204.1,PPT2012_CAT_CONUS.zip
3917918,100.16,52.62,111.22,67.46,21.74,39.54,9.85,0.82,0,31.28,98.2,160.58,PPT2012_CAT_CONUS.zip
3917920,98.81,47.14,105.89,59.64,20.26,36.27,9.43,0.79,0,29.73,92.07,152.2,PPT2012_CAT_CONUS.zip
3917922,88.5,38.67,93.84,50.82,16.59,35.2,9.28,0.72,0,25.63,80.54,133.46,PPT2012_CAT_CONUS.zip
3917924,84.07,35.22,87.5,47.71,15.25,33.86,9.14,0.7,0,23.85,75.45,125.21,PPT2012_CAT_CONUS.zip
3917926,74.02,26.91,70.99,41.29,12.78,30.79,8.87,0.67,0,19.98,64.12,106.65,PPT2012_CAT_CONUS.zip
3917946,61.47,25.77,65.26,33,7.04,26.32,5.57,0.2,0,12.78,56.85,96.74,PPT2012_CAT_CONUS.zip
3917948,79.16,36.06,87.52,45.11,11.99,28.08,8.02,0.67,0,19.96,66.42,112.32,PPT2012_CAT_CONUS.zip
3917950,70.96,29.97,77.63,40.04,10,25.33,7.63,0.65,0,16.92,58.79,99.05,PPT2012_CAT_CONUS.zip
948010046,66.58,27.23,71.65,37.72,9.35,24.66,7.74,0.65,0,15.61,55.58,92.26,PPT2012_CAT_CONUS.zip
948010047,72.18,29.93,76.69,40.71,10.86,27.03,8.07,0.66,0,17.84,60.61,101.48,PPT2012_CAT_CONUS.zip
948010048,74.02,26.91,70.99,41.29,12.78,30.79,8.87,0.67,0,19.98,64.12,106.65,PPT2012_CAT_CONUS.zip
948010089,86.49,37.57,92.12,49.28,15.69,34.28,9.13,0.7,0,24.62,77.9,129.37,PPT2012_CAT_CONUS.zip
948010091,83.78,35.63,88.2,47.56,14.89,33.19,9,0.69,0,23.44,74.6,124.1,PPT2012_CAT_CONUS.zip
948010092,79.9,35.68,87.71,45.23,12.46,29.11,8.24,0.67,0,20.48,67.61,114.1,PPT2012_CAT_CONUS.zip
948010095,71.7,26.74,70.68,40.15,11.81,29.08,8.56,0.66,0,18.71,61.58,102.3,PPT2012_CAT_CONUS.zip
948010096,78.35,35.16,86.55,44.29,11.76,28,8.05,0.67,0,19.57,65.34,110.67,PPT2012_CAT_CONUS.zip
