COMID,CAT_PPT_JAN2011,CAT_PPT_FEB2011,CAT_PPT_MAR2011,CAT_PPT_APR2011,CAT_PPT_MAY2011,CAT_PPT_JUN2011,CAT_PPT_JUL2011,CAT_PPT_AUG2011,CAT_PPT_SEP2011,CAT_PPT_OCT2011,CAT_PPT_NOV2011,CAT_PPT_DEC2011,filename
3917070,37.58,68.86,160.76,90.88,74.46,33.34,18.5,7.88,1.45,35.19,66.2,39.8,PPT2011_CAT_CONUS.zip
3917072,37.39,68.04,159.95,86.78,73.3,33.24,18.32,7.93,1.46,34.6,64.17,38.28,PPT2011_CAT_CONUS.zip
3917082,37.99,77.17,176.76,91.36,47.37,27.35,11.36,5.71,0.55,46.11,72.56,41.14,PPT2011_CAT_CONUS.zip
3917084,37.63,73.05,169.18,93.45,56.19,29.02,13.16,6.58,0.94,42.17,70.17,41.18,PPT2011_CAT_CONUS.zip
3917106,35.74,71,168.56,84.03,44.29,27.37,11.15,5.79,0.55,43.48,65.55,38.05,PPT2011_CAT_CONUS.zip
3917114,34.42,58.66,150.72,77.96,54.12,31.59,14.64,7.62,1.02,34.8,55.27,33.37,PPT2011_CAT_CONUS.zip
3917130,31.29,55.56,148,70.92,47.13,30.29,13.12,7.14,0.96,35.22,51.54,31.69,PPT2011_CAT_CONUS.zip
3917136,33.11,65.1,159.51,74.35,35.89,25.28,9.31,5.1,0.35,41.32,55.68,34.24,PPT2011_CAT_CONUS.zip
3917138,28.78,53.2,141.83,60.31,29.41,24.2,8.25,4.92,0.34,35.65,40.27,28.19,PPT2011_CAT_CONUS.zip
3917154,36.25,64.49,156.49,83.55,65.74,32.55,16.83,7.79,1.28,34.77,60.84,36.44,PPT2011_CAT_CONUS.zip
3917156,33.48,53.81,144.64,70.51,55.93,33.38,16.36,8.12,1.04,31.51,49.63,30.23,PPT2011_CAT_CONUS.zip
3917158,32.22,42.42,132.57,49.93,42.64,35.03,15.29,9.89,0.86,29.92,37.5,24.46,PPT2011_CAT_CONUS.zip
3917160,34.13,44.61,136.77,56.8,45.16,35.55,16.25,9.9,0.9,30.14,41.11,24.44,PPT2011_CAT_CONUS.zip
3917162,30.02,49.43,141.02,62.03,42.96,31.47,13.48,7.52,0.87,32.45,44.3,27.48,PPT2011_CAT_CONUS.zip
3917164,33.18,46.47,139.15,63.39,48.71,35.11,16.45,8.9,0.89,30.53,43.2,26.24,PPT2011_CAT_CONUS.zip
3917172,34.89,55.73,148.11,73.6,58.91,34.19,17.12,8.4,1.12,32.23,51.99,31.36,PPT2011_CAT_CONUS.zip
3917176,32.19,48.24,139.98,59.69,43.2,34.04,15.08,8.59,0.91,30.71,41.83,25.35,PPT2011_CAT_CONUS.zip
3917178,31.73,49.11,141.16,60.14,43.87,33.38,14.58,8.16,0.9,30.95,42.53,25.75,PPT2011_CAT_CONUS.zip
3917194,28.95,55.48,146.11,59.07,35.96,28.1,10.13,5.58,0.69,35.48,42.37,28.64,PPT2011_CAT_CONUS.zip
3917198,30.22,39.29,129.33,45.29,39.92,35.23,15.36,10.34,0.69,28.75,34.16,22.86,PPT2011_CAT_CONUS.zip
3917200,26.77,34.69,124.62,37.94,34.69,35.18,14.85,10.75,0.42,26.27,27.46,19.43,PPT2011_CAT_CONUS.zip
3917230,20.59,17.99,106.72,23.65,31.14,34.2,15.48,14.4,0.07,24.63,17.59,14.03,PPT2011_CAT_CONUS.zip
3917244,20.92,20.86,111.42,25.03,30.83,34.52,15.55,13.3,0,24.91,18.34,13.95,PPT2011_CAT_CONUS.zip
3917912,32.23,49.8,140.21,65.2,50.23,33.22,15.57,8.12,0.92,30.58,45.12,27.75,PPT2011_CAT_CONUS.zip
3917914,28.84,53.11,142.27,59.18,27.37,22.68,7.44,4.35,0.34,36.52,38.78,27.78,PPT2011_CAT_CONUS.zip
3917916,29.59,54.75,146.01,62.52,36.2,27.34,10.4,5.95,0.68,35.48,44.82,29.04,PPT2011_CAT_CONUS.zip
3917918,32.38,45.14,136.47,55.06,42.81,34.59,15.16,9.24,0.87,30.18,39.26,24.66,PPT2011_CAT_CONUS.zip
3917920,31.97,41.85,132,49.3,42.38,35.05,15.33,9.96,0.83,29.74,37.11,24.24,PPT2011_CAT_CONUS.zip
3917946,21.84,21.33,113.03,23.18,30.49,35.29,15.55,15.63,0.34,25.1,18.78,14.14,PPT2011_CAT_CONUS.zip
3917948,25.94,32.91,122.86,35.99,33.68,35.15,14.82,10.89,0.36,25.49,25.84,18.44,PPT2011_CAT_CONUS.zip
3917950,23.57,27.34,117.47,30.67,31.88,34.8,15.01,11.55,0.16,24.93,21.72,16.36,PPT2011_CAT_CONUS.zip
