COMID,CAT_PPT_JAN1966,CAT_PPT_FEB1966,CAT_PPT_MAR1966,CAT_PPT_APR1966,CAT_PPT_MAY1966,CAT_PPT_JUN1966,CAT_PPT_JUL1966,CAT_PPT_AUG1966,CAT_PPT_SEP1966,CAT_PPT_OCT1966,CAT_PPT_NOV1966,CAT_PPT_DEC1966,filename
3917070,125.99,25.91,50.47,18.33,22.1,19.74,6.22,26.51,24.68,11.72,186.42,134.17,PPT1966_CAT_CONUS.zip
3917072,122.45,24.4,46.02,18.22,22.06,18.8,5.84,25.92,24.52,10.91,180.2,133.67,PPT1966_CAT_CONUS.zip
3917082,112.62,30.25,53.31,12.06,42.92,32.15,4.98,47.79,19.34,9.49,163.14,148.74,PPT1966_CAT_CONUS.zip
3917084,117.5,30.6,56.14,13.42,30.43,27.21,4.84,38.41,19.64,10.32,169.54,139.64,PPT1966_CAT_CONUS.zip
3917100,88.43,8.76,18.44,7.53,17.43,14,2.87,6.38,12.41,8.09,70.63,101.53,PPT1966_CAT_CONUS.zip
3917106,106.56,30.69,47.36,12.14,39.09,30,4.93,42.09,19.84,9.13,161.71,140.77,PPT1966_CAT_CONUS.zip
3917114,110.06,24.12,47.11,14.27,18.33,19.72,4.65,23.26,19.12,9.79,167.79,130.83,PPT1966_CAT_CONUS.zip
3917130,100.86,32.26,38.39,13.66,21.06,21.95,4.89,22.3,20.95,9.1,167.68,124.76,PPT1966_CAT_CONUS.zip
3917136,96.63,31.51,40.63,11.97,38.35,28.16,4.63,39.2,20.13,8.2,159.25,128.78,PPT1966_CAT_CONUS.zip
3917138,84.44,32.61,30.73,12.43,29.31,22.63,4.21,28.01,20.93,7.35,156.93,107.83,PPT1966_CAT_CONUS.zip
3917154,117.66,24.41,46.67,16.63,20.62,19.24,5.36,25.01,22.35,10.48,175.33,132.57,PPT1966_CAT_CONUS.zip
3917156,110.14,19.76,40.25,15.82,17.63,16.69,5.1,17.81,20.79,9.75,170.98,131.05,PPT1966_CAT_CONUS.zip
3917158,91.71,10.76,21.76,8.79,16.42,13.4,2.95,5.78,13.4,7.7,77.59,104.41,PPT1966_CAT_CONUS.zip
