COMID,CAT_TAV_JAN2005,CAT_TAV_FEB2005,CAT_TAV_MAR2005,CAT_TAV_APR2005,CAT_TAV_MAY2005,CAT_TAV_JUN2005,CAT_TAV_JUL2005,CAT_TAV_AUG2005,CAT_TAV_SEP2005,CAT_TAV_OCT2005,CAT_TAV_NOV2005,CAT_TAV_DEC2005,filename
3917070,-0.78,2.31,3.74,2.67,7.26,9.3,17.49,16.79,11.04,7.07,1.55,-1.02,TAV2005_CAT_CONUS.zip
3917072,-0.71,2.4,3.84,2.83,7.5,9.52,17.71,17,11.25,7.18,1.64,-0.98,TAV2005_CAT_CONUS.zip
3917082,-0.82,1.89,3.31,2.5,7.09,9.27,17.82,16.93,11.03,7.07,1.63,-0.9,TAV2005_CAT_CONUS.zip
3917084,-0.97,1.84,3.24,2.15,6.84,9.01,17.44,16.61,10.71,6.8,1.43,-1.03,TAV2005_CAT_CONUS.zip
3917100,1.68,4.69,7.06,8.3,12.68,14.26,21.8,21.42,15.33,10.87,4.43,1.82,TAV2005_CAT_CONUS.zip
3917106,-0.76,1.97,3.39,2.65,7.28,9.42,18,17.09,11.25,7.17,1.7,-0.88,TAV2005_CAT_CONUS.zip
3917114,-0.68,2.33,3.76,2.88,7.67,9.71,18.09,17.25,11.49,7.24,1.75,-0.78,TAV2005_CAT_CONUS.zip
3917130,-0.72,2.2,3.6,2.77,7.49,9.53,18.1,17.18,11.47,7.14,1.66,-1,TAV2005_CAT_CONUS.zip
3917136,-0.61,2.02,3.44,2.93,7.66,9.73,18.39,17.43,11.65,7.44,1.92,-0.69,TAV2005_CAT_CONUS.zip
3917138,-0.5,2.11,3.51,3.13,8.04,10.02,18.74,17.73,12.06,7.65,2.09,-0.6,TAV2005_CAT_CONUS.zip
3917154,-0.7,2.36,3.79,2.83,7.55,9.58,17.84,17.08,11.33,7.19,1.67,-0.9,TAV2005_CAT_CONUS.zip
3917156,-0.41,2.74,4.2,3.56,8.28,10.24,18.52,17.74,12.05,7.67,2.03,-0.6,TAV2005_CAT_CONUS.zip
3917158,1.33,4.55,6.56,7.64,12.27,13.72,21.34,20.83,15.15,10.5,3.96,1.54,TAV2005_CAT_CONUS.zip
3917160,1.15,4.35,6.22,7.14,11.73,13.16,20.93,20.49,14.94,10.22,3.63,1.3,TAV2005_CAT_CONUS.zip
3917162,-0.48,2.54,3.96,3.39,8.08,10.05,18.6,17.67,12.03,7.52,1.94,-0.77,TAV2005_CAT_CONUS.zip
3917164,0.4,3.66,5.26,5.45,10.07,11.84,19.8,19.27,13.58,9.07,2.84,0.39,TAV2005_CAT_CONUS.zip
3917172,-0.13,3.06,4.57,4.19,8.84,10.72,18.81,18.19,12.5,8.17,2.25,-0.26,TAV2005_CAT_CONUS.zip
3917176,0.26,3.47,5,5.11,9.64,11.31,19.63,18.92,13.4,8.65,2.58,0.13,TAV2005_CAT_CONUS.zip
3917178,-0.11,3.03,4.51,4.27,8.92,10.76,19.16,18.33,12.76,8.09,2.3,-0.29,TAV2005_CAT_CONUS.zip
3917194,-0.32,2.32,3.69,3.51,8.14,10,18.8,17.86,12.19,7.58,2.1,-0.65,TAV2005_CAT_CONUS.zip
