COMID,CAT_TAV_JAN1947,CAT_TAV_FEB1947,CAT_TAV_MAR1947,CAT_TAV_APR1947,CAT_TAV_MAY1947,CAT_TAV_JUN1947,CAT_TAV_JUL1947,CAT_TAV_AUG1947,CAT_TAV_SEP1947,CAT_TAV_OCT1947,CAT_TAV_NOV1947,CAT_TAV_DEC1947,filename
3917070,-0.72,5.91,3.4,5.11,11.25,10.32,15.78,15.11,16.07,8.7,1,-0.59,TAV1947_CAT_CONUS.zip
3917072,-0.68,5.89,3.61,5.36,11.49,10.6,15.94,15.29,16.15,8.81,1.18,-0.49,TAV1947_CAT_CONUS.zip
3917082,-0.92,5.88,2.65,4.32,10.9,9.9,15.71,14.94,16.21,8.44,0.65,-0.95,TAV1947_CAT_CONUS.zip
3917084,-0.96,5.89,2.52,4.11,10.48,9.53,15.48,14.66,16.13,8.33,0.4,-1.06,TAV1947_CAT_CONUS.zip
3917106,-0.82,5.92,2.85,4.52,11.04,10.05,15.82,15.07,16.25,8.53,0.77,-0.83,TAV1947_CAT_CONUS.zip
3917114,-0.81,5.75,3.34,5.06,11.07,10.29,15.8,15.04,16.2,8.61,0.94,-0.63,TAV1947_CAT_CONUS.zip
3917130,-0.68,5.94,3.3,4.94,11.15,10.25,15.89,15.18,16.27,8.64,0.92,-0.63,TAV1947_CAT_CONUS.zip
3917136,-0.68,6.02,3.01,4.68,11.19,10.21,15.99,15.25,16.33,8.63,0.89,-0.72,TAV1947_CAT_CONUS.zip
3917138,-0.5,6.15,3.24,4.87,11.26,10.31,16.14,15.41,16.43,8.73,0.97,-0.6,TAV1947_CAT_CONUS.zip
3917154,-0.73,5.83,3.48,5.22,11.3,10.45,15.87,15.17,16.16,8.72,1.07,-0.55,TAV1947_CAT_CONUS.zip
3917156,-0.65,5.67,4.1,5.97,11.84,11.11,16.17,15.51,16.18,8.94,1.55,-0.22,TAV1947_CAT_CONUS.zip
3917158,-0.98,4.84,6.7,9.09,14.29,13.88,17.85,17.06,15.82,9.97,3.67,1.05,TAV1947_CAT_CONUS.zip
3917160,-0.88,5.01,6.28,8.61,13.83,13.34,17.47,16.78,15.78,9.82,3.37,0.88,TAV1947_CAT_CONUS.zip
3917162,-0.59,5.8,3.83,5.6,11.64,10.83,16.14,15.48,16.28,8.85,1.33,-0.33,TAV1947_CAT_CONUS.zip
3917164,-0.81,5.27,5.43,7.57,13.02,12.37,16.76,16.11,15.75,9.4,2.64,0.43,TAV1947_CAT_CONUS.zip
3917172,-0.73,5.57,4.58,6.55,12.29,11.53,16.34,15.72,15.94,9.11,1.96,0.01,TAV1947_CAT_CONUS.zip
3917176,-0.69,5.53,4.96,7.08,12.57,11.92,16.47,15.87,15.92,9.16,2.26,0.27,TAV1947_CAT_CONUS.zip
3917178,-0.62,5.56,4.42,6.39,12.11,11.45,16.35,15.7,16.1,9.04,1.8,-0.02,TAV1947_CAT_CONUS.zip
3917194,-0.54,5.99,3.3,4.99,11.32,10.43,16,15.4,15.96,8.73,0.96,-0.58,TAV1947_CAT_CONUS.zip
3917198,-0.83,5.05,6.88,9.38,14.6,14.2,18.18,17.49,16.05,10.24,3.86,1.23,TAV1947_CAT_CONUS.zip
3917200,-0.69,5.29,7.2,9.8,15.14,14.75,18.77,18.08,16.45,10.67,4.17,1.47,TAV1947_CAT_CONUS.zip
3917230,-0.61,5.51,7.7,10.31,15.88,15.55,19.7,19.12,17.02,11.28,4.54,1.68,TAV1947_CAT_CONUS.zip
3917244,-0.63,5.48,7.63,10.26,15.79,15.47,19.56,18.97,16.95,11.2,4.52,1.67,TAV1947_CAT_CONUS.zip
3917912,-0.62,5.63,4.17,6.07,11.89,11.2,16.22,15.57,16.24,8.96,1.6,-0.17,TAV1947_CAT_CONUS.zip
3917914,-0.54,6.15,3.85,5.62,11.79,10.89,16.27,15.71,16.34,8.93,1.57,-0.24,TAV1947_CAT_CONUS.zip
3917916,-0.53,6.04,3.32,4.97,11.29,10.36,16.08,15.37,16.31,8.72,0.98,-0.57,TAV1947_CAT_CONUS.zip
3917918,-0.81,5.19,5.91,8.18,13.49,12.96,17.16,16.5,15.84,9.6,3.03,0.71,TAV1947_CAT_CONUS.zip
3917920,-0.96,4.85,6.72,9.12,14.32,13.91,17.89,17.1,15.84,10,3.69,1.06,TAV1947_CAT_CONUS.zip
3917946,-0.5,5.64,7.9,10.51,16.15,15.81,20.01,19.38,17.2,11.44,4.61,1.75,TAV1947_CAT_CONUS.zip
3917948,-0.7,5.29,7.27,9.88,15.25,14.87,18.92,18.2,16.51,10.75,4.23,1.5,TAV1947_CAT_CONUS.zip
3917950,-0.66,5.38,7.44,10.07,15.51,15.17,19.18,18.53,16.72,10.97,4.38,1.6,TAV1947_CAT_CONUS.zip
