COMID,CAT_PPT_JAN2009,CAT_PPT_FEB2009,CAT_PPT_MAR2009,CAT_PPT_APR2009,CAT_PPT_MAY2009,CAT_PPT_JUN2009,CAT_PPT_JUL2009,CAT_PPT_AUG2009,CAT_PPT_SEP2009,CAT_PPT_OCT2009,CAT_PPT_NOV2009,CAT_PPT_DEC2009,filename
3917070,48.35,42.86,87.57,26.63,88.97,50.1,2.57,9.67,2.3,45.52,49.45,28.92,PPT2009_CAT_CONUS.zip
3917072,46.56,42.36,85.7,25.09,88.02,49.71,2.63,9.92,2.17,44.3,48.13,28.32,PPT2009_CAT_CONUS.zip
3917082,44.59,48.55,77.66,20.77,85.71,53.85,3.28,6.68,2.25,39.99,44.66,26.96,PPT2009_CAT_CONUS.zip
3917084,44.34,46.48,81.78,22.7,84.31,53.14,3.07,6.63,2.29,42.46,47.76,29.17,PPT2009_CAT_CONUS.zip
3917106,42.07,46.56,73.22,20.59,83.62,53.35,3.32,7.13,2.15,37.13,42.94,27.08,PPT2009_CAT_CONUS.zip
3917114,41.27,42.15,72.98,22.49,78.08,51.49,4.07,6.65,2.06,37.45,44.2,29.84,PPT2009_CAT_CONUS.zip
3917130,37.64,41.02,66.78,22.57,78.76,51.58,3.47,8.16,1.99,33.05,42.36,30.15,PPT2009_CAT_CONUS.zip
3917136,38.33,44.73,67.84,18.53,81.32,53.31,3.32,7.31,1.98,33.32,39.25,25.09,PPT2009_CAT_CONUS.zip
3917138,32.78,40.79,61.24,17.47,77.12,52.61,3.28,7.82,1.76,28.46,35.86,24.29,PPT2009_CAT_CONUS.zip
3917154,44.5,42.33,80.83,24.08,84.14,50.45,3.18,8.6,2.13,41.67,46.65,28.94,PPT2009_CAT_CONUS.zip
3917156,41.6,40.12,69.3,22.61,77.42,50.12,4.17,7.98,1.95,35.66,42.16,28.98,PPT2009_CAT_CONUS.zip
3917158,45.15,39.88,49.23,22.7,63.27,51.72,3.33,8.07,1.99,30.09,37.38,34.68,PPT2009_CAT_CONUS.zip
3917160,49.32,42.35,55.63,22.57,64.5,51.46,3.1,8.08,1.93,32.41,41.84,30.77,PPT2009_CAT_CONUS.zip
3917162,36.05,39.09,59.45,21.65,75.47,50.98,4.34,7.94,1.86,29.55,39.21,29.94,PPT2009_CAT_CONUS.zip
3917164,46.75,41.68,63.66,22.02,68.47,52.02,2.99,8.16,1.89,32.56,41.87,28.96,PPT2009_CAT_CONUS.zip
3917172,46.4,41.86,73.29,23.33,76.96,50.98,2.91,8.85,2,37.41,44.46,28.64,PPT2009_CAT_CONUS.zip
3917176,40.72,39.54,58.29,20.71,72.2,51.93,3.55,7.96,1.71,28.69,39.09,29.53,PPT2009_CAT_CONUS.zip
3917178,38.24,38.89,57.97,20.89,73.49,51.25,4.85,7.24,1.78,29.51,38.55,29.61,PPT2009_CAT_CONUS.zip
3917194,31.82,38.71,60.3,17.57,85.42,53.44,4.03,8.38,1.69,28.53,35.86,25.13,PPT2009_CAT_CONUS.zip
3917198,38.89,37.02,45.54,21.88,58.9,52.57,3.34,7.91,1.66,25.9,34.85,30.95,PPT2009_CAT_CONUS.zip
3917200,29.47,33.25,41.29,18.12,44.92,52.62,3.34,7.81,0.87,19.93,28.62,24.48,PPT2009_CAT_CONUS.zip
3917230,21.09,29.92,34.89,12.18,32.86,58.61,8.12,7.53,0.27,8.91,21.86,16.6,PPT2009_CAT_CONUS.zip
3917244,21.62,30.08,36.75,12.69,33.01,55.96,6.32,7.58,0.25,9.27,21.64,16.86,PPT2009_CAT_CONUS.zip
3917912,39.41,39.2,63.78,21.8,74.59,50.08,4.83,7.31,1.88,32.84,40.07,29.33,PPT2009_CAT_CONUS.zip
3917914,33.81,39.81,59.8,14.15,77.23,52.6,3.53,7.71,1.66,28.11,33.31,22.86,PPT2009_CAT_CONUS.zip
3917916,33.79,40.19,60.92,19.64,79.15,52.38,3.51,8.33,1.82,29.06,37.98,27.08,PPT2009_CAT_CONUS.zip
3917918,43.75,40.03,54.58,21.7,66.87,51.79,3.33,8.07,1.83,29.56,38.64,31.76,PPT2009_CAT_CONUS.zip
3917920,44.46,39.44,48.58,22.62,63.02,51.86,3.33,8.04,1.96,29.56,37.01,34.27,PPT2009_CAT_CONUS.zip
3917946,24.76,37.29,38.93,12.31,33.18,58.86,8.73,7.58,0.31,13.27,27.34,18.17,PPT2009_CAT_CONUS.zip
3917948,27.66,32.09,39.64,17.11,42.12,52.68,3.36,7.77,0.72,18.54,26.72,23.11,PPT2009_CAT_CONUS.zip
3917950,23.41,30.66,37.26,14.77,36.87,54.29,3.45,7.66,0.43,13.7,22.91,19.56,PPT2009_CAT_CONUS.zip
