COMID,CAT_PPT_JAN1949,CAT_PPT_FEB1949,CAT_PPT_MAR1949,CAT_PPT_APR1949,CAT_PPT_MAY1949,CAT_PPT_JUN1949,CAT_PPT_JUL1949,CAT_PPT_AUG1949,CAT_PPT_SEP1949,CAT_PPT_OCT1949,CAT_PPT_NOV1949,CAT_PPT_DEC1949,filename
3917070,30.03,108.67,43.99,17.26,68.28,18.48,1.49,0.2,28.15,24.93,58.12,40.81,PPT1949_CAT_CONUS.zip
3917072,28.1,108.14,41.83,16.7,68.95,18.55,1.47,0.21,25.69,23.56,57.48,38.45,PPT1949_CAT_CONUS.zip
3917082,19.26,97.34,49.35,7.67,75.07,13.74,1.67,0.9,23.32,18.68,51.72,32.83,PPT1949_CAT_CONUS.zip
3917084,24.03,97.57,48.33,11.5,73.49,16.26,1.6,0.55,23.41,21.77,51.88,36.13,PPT1949_CAT_CONUS.zip
3917100,11.25,37.43,35.85,4.76,36.76,13.88,1.03,0.02,14.44,19.17,21.09,21.53,PPT1949_CAT_CONUS.zip
3917106,18.72,88.85,49.17,8.14,73.16,14.06,1.56,0.79,22.05,18.62,49.18,32.68,PPT1949_CAT_CONUS.zip
3917114,24.6,85.6,42.68,12.32,63.79,16.77,1.38,0.26,21.15,23.7,48.22,36.97,PPT1949_CAT_CONUS.zip
3917130,21.14,73.91,49.12,11.05,68.8,17.17,1.32,0.35,20.35,20.54,47.03,35.5,PPT1949_CAT_CONUS.zip
3917136,17.67,78.76,51.92,8.63,69.58,12.93,1.42,0.76,19.38,18.11,44.64,31.38,PPT1949_CAT_CONUS.zip
3917138,17.98,62.73,53.54,11.03,64.63,13.22,1.16,0.48,15.6,18.97,38.75,31.57,PPT1949_CAT_CONUS.zip
3917154,26.74,99.3,42.28,14.97,67.03,17.85,1.43,0.23,23.91,23.62,53.83,37.88,PPT1949_CAT_CONUS.zip
3917156,24.21,84.49,38.62,12.75,59.24,16.58,1.29,0.19,22.42,23.79,48.18,37.51,PPT1949_CAT_CONUS.zip
3917158,10.82,39.22,33.31,4.94,38.33,12.97,0.99,0.05,15.03,18.35,22.89,22.54,PPT1949_CAT_CONUS.zip
3917160,11.42,42.21,32.1,5.36,41.48,13.49,1.04,0.03,19.71,18.6,24.48,28.03,PPT1949_CAT_CONUS.zip
3917162,21.82,70.64,51.9,10.68,62.26,16.16,1.22,0.36,19.49,20.98,47.98,36.51,PPT1949_CAT_CONUS.zip
3917164,15.72,53.99,33.49,6.15,49.56,14.26,1.15,0.1,24.99,22.43,29.23,37.47,PPT1949_CAT_CONUS.zip
3917172,21.7,77.85,36.89,10.87,58.19,16.06,1.28,0.15,25.31,23.14,41.87,38.2,PPT1949_CAT_CONUS.zip
3917176,22.84,77.79,72.74,9.86,53.21,13.76,0.96,0.46,20.06,21.01,51.8,40.93,PPT1949_CAT_CONUS.zip
3917178,25.58,77.59,65.04,10.85,54.15,14.46,1.15,0.44,19.61,22.17,53.28,40.15,PPT1949_CAT_CONUS.zip
3917194,30.77,86.11,105.46,11.93,64.85,13.01,1.36,1.25,16.58,15.25,68.68,40.01,PPT1949_CAT_CONUS.zip
3917198,10.23,37.25,37.23,4.77,37.73,13.05,0.98,0.04,14.35,18.12,22,21.83,PPT1949_CAT_CONUS.zip
3917200,8.9,33.79,43.53,4.52,35.86,12.84,0.91,0.04,12.55,17.09,20.39,19.6,PPT1949_CAT_CONUS.zip
3917222,10.63,39.33,37.39,5.03,38.7,12.64,0.95,0.05,14.76,18.04,23,23.15,PPT1949_CAT_CONUS.zip
3917230,7.68,26.12,28.54,3.47,32.09,13.65,0.92,0,10.69,17.7,16.13,15.95,PPT1949_CAT_CONUS.zip
3917244,7.69,26.47,34.53,3.59,31.84,13.49,0.94,0,10.58,17.5,16.43,16.46,PPT1949_CAT_CONUS.zip
3917266,8.51,32.05,44.16,4.34,34.94,13,0.9,0.04,12,16.88,19.55,18.4,PPT1949_CAT_CONUS.zip
