COMID,CAT_RUN_JAN1973,CAT_RUN_FEB1973,CAT_RUN_MAR1973,CAT_RUN_APR1973,CAT_RUN_MAY1973,CAT_RUN_JUN1973,CAT_RUN_JUL1973,CAT_RUN_AUG1973,CAT_RUN_SEP1973,CAT_RUN_OCT1973,CAT_RUN_NOV1973,CAT_RUN_DEC1973,filename
3917070,1.59,73.91,60.78,36.27,19.24,8.93,5.24,2.25,3.34,7.75,101.72,108.74,RUN1973_CAT_CONUS.zip
3917072,1.49,72.95,59.68,30.18,16.14,7.41,4.49,1.87,3.08,7.5,103.82,111.19,RUN1973_CAT_CONUS.zip
3917082,3.3,80,68.03,36.36,19.33,8.97,6.17,2.38,2.87,11.25,84.44,95.77,RUN1973_CAT_CONUS.zip
3917084,8.04,84.37,68.69,43.04,22.78,10.64,6.53,2.75,3.23,20.39,89.48,96.28,RUN1973_CAT_CONUS.zip
3917100,0.97,3.87,1.95,1.06,1.35,0.21,0.36,0.05,1.36,5.02,8.08,38.68,RUN1973_CAT_CONUS.zip
3917106,4.15,77.18,61.78,32.35,17.29,7.98,5.55,2.11,2.7,9.72,83.57,93.84,RUN1973_CAT_CONUS.zip
3917114,6.13,64.12,49.08,30.52,16.38,7.51,4.5,1.91,2.66,16.55,86.13,91.39,RUN1973_CAT_CONUS.zip
3917130,4.62,70.93,49.75,28.89,15.81,7.24,4.59,1.86,2.63,11.06,83.69,89.4,RUN1973_CAT_CONUS.zip
3917136,10.76,78.6,55.51,27.77,14.99,6.86,4.97,1.83,2.43,8.58,84.14,93.27,RUN1973_CAT_CONUS.zip
3917138,18.75,79.07,44.84,22.49,12.38,5.57,4.02,1.46,2.17,9.75,85.46,91.55,RUN1973_CAT_CONUS.zip
3917154,3.43,69.82,55.79,30.64,16.4,7.53,4.53,1.9,2.92,11.3,96.82,103.31,RUN1973_CAT_CONUS.zip
3917156,1.32,50.42,38.65,19.62,10.73,4.77,3.01,1.21,2.32,6.56,87.03,94.99,RUN1973_CAT_CONUS.zip
3917158,0.94,16.91,8.38,4.22,2.93,1,0.75,0.25,1.45,4.96,10.47,41.3,RUN1973_CAT_CONUS.zip
3917160,1.12,19.54,9.74,4.95,3.32,1.17,0.83,0.3,1.57,5.05,14.45,49.79,RUN1973_CAT_CONUS.zip
3917162,4.4,59.95,40.24,23.26,13.39,6.11,3.9,1.58,2.31,6.15,80.49,87.38,RUN1973_CAT_CONUS.zip
3917164,1.29,26.95,20.49,10.48,6.12,2.48,1.53,0.63,1.97,5.64,52,76.5,RUN1973_CAT_CONUS.zip
3917172,1.38,46.91,37.54,19.41,10.66,4.71,2.87,1.19,2.45,6.45,76.08,92.05,RUN1973_CAT_CONUS.zip
3917176,16.08,65,47.59,39.4,20.54,9.73,5.33,2.52,2.63,6.35,70.89,90.03,RUN1973_CAT_CONUS.zip
3917178,10.73,58.09,40.42,29.12,17.37,8.14,4.69,2.11,2.42,6.28,75.94,87.78,RUN1973_CAT_CONUS.zip
3917194,32.34,111.94,76.79,48.48,28.06,13.46,8.1,3.61,3.15,7.58,91.88,104.1,RUN1973_CAT_CONUS.zip
3917198,0.96,12.17,5.92,3.01,2.3,0.7,0.61,0.17,1.35,4.92,8.26,37.75,RUN1973_CAT_CONUS.zip
3917200,0.94,5.69,2.54,1.33,1.42,0.28,0.41,0.07,1.18,4.8,5.29,29.86,RUN1973_CAT_CONUS.zip
3917222,0.99,17.18,8.55,4.33,2.95,1.02,0.77,0.25,1.39,4.86,11.35,40.59,RUN1973_CAT_CONUS.zip
3917230,0.87,1.09,0.35,0.22,0.93,0.04,0.25,0,1.09,4.83,3.48,16.89,RUN1973_CAT_CONUS.zip
3917244,0.88,1.36,0.4,0.24,0.94,0.05,0.25,0,1.1,4.84,3.63,19.3,RUN1973_CAT_CONUS.zip
3917266,0.91,1.83,0.61,0.36,0.94,0.05,0.29,0.01,1.13,4.81,3.85,26.91,RUN1973_CAT_CONUS.zip
3917912,1.76,45.71,33.44,17.42,9.72,4.29,2.75,1.09,2.1,6.31,83.23,90.1,RUN1973_CAT_CONUS.zip
3917914,20.73,79.9,47.78,23.91,12.88,5.9,4.38,1.66,2.26,9.46,90.23,87.83,RUN1973_CAT_CONUS.zip
3917916,16.39,84.96,53.12,32.21,18.77,8.76,5.55,2.28,2.64,8.24,85.95,93.33,RUN1973_CAT_CONUS.zip
3917918,6.7,36.06,24.18,17.96,9.82,4.41,2.53,1.13,1.93,5.51,38.26,63.8,RUN1973_CAT_CONUS.zip
3917920,0.94,16,7.92,3.99,2.81,0.94,0.72,0.23,1.44,4.96,10.1,40.84,RUN1973_CAT_CONUS.zip
