COMID,CAT_PPT_JAN1986,CAT_PPT_FEB1986,CAT_PPT_MAR1986,CAT_PPT_APR1986,CAT_PPT_MAY1986,CAT_PPT_JUN1986,CAT_PPT_JUL1986,CAT_PPT_AUG1986,CAT_PPT_SEP1986,CAT_PPT_OCT1986,CAT_PPT_NOV1986,CAT_PPT_DEC1986,filename
3917070,103.2,292.96,86.9,33.7,75.65,27,1.36,0.71,90.03,46.4,72.61,46.98,PPT1986_CAT_CONUS.zip
3917072,102.75,292.19,86.85,30.71,75.71,26.77,1.39,0.65,86.04,46.01,71.1,47.62,PPT1986_CAT_CONUS.zip
3917082,121.79,268.28,77.52,27.78,71.05,25.18,1.17,1.82,80.4,39.24,63.83,43.4,PPT1986_CAT_CONUS.zip
3917084,116.26,281.29,77.67,32.01,73.28,29.21,1.69,1.87,84.79,39.59,68.46,40.09,PPT1986_CAT_CONUS.zip
3917106,120.09,253.68,74.42,28.39,66.35,24.76,1.37,1.6,74.48,38,59.27,42.38,PPT1986_CAT_CONUS.zip
3917114,108.4,263.66,73.9,28.41,63.81,28.74,1.62,1.21,76.91,38.63,65.19,38.41,PPT1986_CAT_CONUS.zip
3917130,117.87,237.14,70.34,31.89,58.7,28.74,1.69,1.27,67.53,37.27,56.16,40.92,PPT1986_CAT_CONUS.zip
3917136,115.62,234.72,71.6,28.54,60.29,20.88,2,1.31,64.37,34.61,50.46,39.48,PPT1986_CAT_CONUS.zip
3917138,107.82,211.2,66,30.86,52.06,18.82,3.05,0.88,51.96,30.62,40.61,34.97,PPT1986_CAT_CONUS.zip
3917154,105.11,281.24,81.71,29.91,71.14,27.61,1.49,0.88,82.58,43.06,68.83,43.91,PPT1986_CAT_CONUS.zip
3917156,102.14,256.03,76.34,25.52,60.29,25.91,1.19,0.52,74.69,40.86,63.05,42.14,PPT1986_CAT_CONUS.zip
3917158,92.69,146.43,37.89,13.86,26.44,20.14,1.16,0.22,44.2,32.89,32.63,29.28,PPT1986_CAT_CONUS.zip
3917160,90.17,171.95,40.68,15.04,28.88,21.61,1.61,0.28,50.71,33.97,34.2,32.12,PPT1986_CAT_CONUS.zip
3917162,117.5,227.42,72.86,28.34,51.7,26.53,1.46,0.96,62.45,36.86,54.8,42.73,PPT1986_CAT_CONUS.zip
3917164,93.54,226.48,64.57,23.01,45.8,24.33,1.17,0.36,73.73,36.37,48.61,37.01,PPT1986_CAT_CONUS.zip
3917172,97.98,254.98,74.92,26.69,58.42,25.35,1.22,0.49,79.68,40.42,59.47,41.54,PPT1986_CAT_CONUS.zip
3917176,133.58,244.13,91.15,24.97,39.4,21.52,2.02,0.89,64.43,32.43,54.28,48.71,PPT1986_CAT_CONUS.zip
3917178,121.53,240.53,84.99,25.15,46.22,23.78,1.54,0.96,63.7,36.03,58.37,46.39,PPT1986_CAT_CONUS.zip
3917194,157.03,270.29,113.31,35.23,53.5,19.84,2.61,2.4,57.7,32.3,49.37,59.47,PPT1986_CAT_CONUS.zip
3917198,89.85,143.24,33.58,12.89,25.73,19.8,1.16,0.21,41.3,32.85,30.68,28.18,PPT1986_CAT_CONUS.zip
3917200,81.83,134.6,29.61,10.98,23.31,18.35,1.11,0.2,35.9,31.28,28.05,24.53,PPT1986_CAT_CONUS.zip
3917230,69.95,108.38,20.31,8.4,19.34,19.32,0.98,0.03,31.85,32.89,18.2,20.29,PPT1986_CAT_CONUS.zip
3917244,73.43,116.24,21.64,8.8,20.68,19.09,1.06,0.07,31.58,32.61,19.26,20.83,PPT1986_CAT_CONUS.zip
3917912,103.78,243.53,73.67,23.8,55.04,25.48,1.15,0.52,69.61,39.24,61.4,40.85,PPT1986_CAT_CONUS.zip
3917914,118.05,210.85,73.78,27.61,52.01,17.16,1.4,1.18,51.67,30.73,38.39,32.89,PPT1986_CAT_CONUS.zip
3917916,123.69,227.07,78.16,32.73,52.8,22.57,2.54,1.27,56.1,33.53,47.8,43.51,PPT1986_CAT_CONUS.zip
3917918,108.61,191.2,60.86,19.09,31.75,20.85,1.48,0.48,55.52,32.65,43.39,37.28,PPT1986_CAT_CONUS.zip
3917920,92.19,145.54,37.23,13.72,26.29,20.17,1.15,0.21,43.83,33.01,32.3,29.22,PPT1986_CAT_CONUS.zip
3917946,78.81,114.2,24.97,8.85,18.53,18.11,0.92,0.02,33.22,30.87,20.64,19.25,PPT1986_CAT_CONUS.zip
3917948,78.99,130.22,28.46,10.42,22.39,18.24,1.08,0.18,34.53,31.28,27.14,23.79,PPT1986_CAT_CONUS.zip
3917950,75.16,125.8,25.3,9.47,21.74,18.94,1.1,0.11,32.41,32.37,21.74,22.68,PPT1986_CAT_CONUS.zip
