COMID,CAT_PPT_JAN2000,CAT_PPT_FEB2000,CAT_PPT_MAR2000,CAT_PPT_APR2000,CAT_PPT_MAY2000,CAT_PPT_JUN2000,CAT_PPT_JUL2000,CAT_PPT_AUG2000,CAT_PPT_SEP2000,CAT_PPT_OCT2000,CAT_PPT_NOV2000,CAT_PPT_DEC2000,filename
3917070,209.12,93.61,49.88,77.42,28.3,7.68,7.66,4.88,17.33,64.41,33.12,43.78,PPT2000_CAT_CONUS.zip
3917072,204.94,91.4,49.68,75.85,28.67,7.72,7.3,4.88,17.37,63.82,31.54,42.86,PPT2000_CAT_CONUS.zip
3917082,161.84,94.54,47.3,75.61,21.28,6.83,7.47,3.51,20.74,58.09,38.87,33.23,PPT2000_CAT_CONUS.zip
3917084,172.67,102.08,49.28,73.93,19.08,6.97,7.43,3.78,19.69,58.55,40.6,35.81,PPT2000_CAT_CONUS.zip
3917100,141.4,60.37,28.5,46.79,17.04,8.41,9.28,3.11,11.61,50.26,18.34,28.38,PPT2000_CAT_CONUS.zip
3917106,158.94,91.33,46.29,71.9,21.14,6.79,7.35,3.44,20.41,56.72,36.84,32.08,PPT2000_CAT_CONUS.zip
3917114,174.15,96.01,49.75,74.73,20.72,6.97,7.83,3.65,17.87,58.12,36.17,35.45,PPT2000_CAT_CONUS.zip
3917130,171.15,99.39,49.79,65.5,20.85,7.05,7.44,3.6,18.58,57.51,36.65,33.71,PPT2000_CAT_CONUS.zip
3917136,141.9,76.07,40.31,66.82,19.92,6.45,6.88,3.2,20.69,51.46,31.18,27.79,PPT2000_CAT_CONUS.zip
3917138,128.36,62.81,35.02,58.97,17.99,6.21,6.28,3.01,20.2,46.03,25.27,23.98,PPT2000_CAT_CONUS.zip
3917154,192.68,93.46,49.72,75.37,25.42,7.42,7.5,4.39,17.59,61.55,33.51,39.92,PPT2000_CAT_CONUS.zip
3917156,181.61,87.77,49.12,77.47,26.13,7.24,7.96,3.96,16.69,59.41,30.83,36.94,PPT2000_CAT_CONUS.zip
3917158,141.99,74.97,30.95,55.46,17.35,8.43,9.09,2.97,13.15,49.14,21.36,27.5,PPT2000_CAT_CONUS.zip
3917160,148.07,82.37,35.04,65.92,20.61,8.12,8.93,3.52,12.85,50.71,26.34,28.51,PPT2000_CAT_CONUS.zip
3917162,170.69,93.6,49.85,69.82,23.16,7,7.8,3.44,17.8,57.41,33.69,33.17,PPT2000_CAT_CONUS.zip
3917164,151.88,92.75,44.7,79.44,25.21,7.94,8.48,3.77,14.27,51.73,30.8,30.46,PPT2000_CAT_CONUS.zip
3917172,175.2,91.72,47.46,78.32,26.67,7.78,7.99,4.2,15.76,57,31.26,35.81,PPT2000_CAT_CONUS.zip
3917176,172.18,86.3,47.71,79.3,23.45,7.85,8.85,3.61,16.01,55.59,29.11,32.65,PPT2000_CAT_CONUS.zip
3917178,172.82,90.65,49.94,80.1,24.93,7.22,8.34,3.4,16.71,57.13,32.03,33.46,PPT2000_CAT_CONUS.zip
3917194,164.08,97.03,49.39,73.49,25.81,7.09,6.89,3.25,20.28,55.64,34.28,30.07,PPT2000_CAT_CONUS.zip
3917198,138.38,72.29,28.65,50.01,16.68,8.9,9.46,2.55,12.36,48.74,18.51,27.25,PPT2000_CAT_CONUS.zip
3917200,128.4,69.58,25.55,48.06,14.45,9.56,9.97,0.65,10.69,47.66,14.48,25.96,PPT2000_CAT_CONUS.zip
3917222,139.58,79.49,29.63,53.85,17.1,8.69,9.39,2.61,12.94,48.12,19.15,27.11,PPT2000_CAT_CONUS.zip
3917230,112.91,40.15,21.6,52.79,12.11,10.89,8.89,0,7.52,47.58,9.37,24.69,PPT2000_CAT_CONUS.zip
3917244,114.4,50.54,22.7,47.78,13.14,10.8,7.76,0,8,47.52,9.71,23.86,PPT2000_CAT_CONUS.zip
3917266,125.11,65.01,24.99,47.66,13.68,9.75,10.06,0,9.99,47.82,13.84,25.62,PPT2000_CAT_CONUS.zip
3917912,176.5,85.49,49.12,77.22,25.09,7.02,8.16,3.63,16.71,58.55,30.43,35.38,PPT2000_CAT_CONUS.zip
3917914,126.59,67.26,35.08,51.38,15.84,5.82,7.42,3.3,21.58,43.86,24.79,23.31,PPT2000_CAT_CONUS.zip
3917916,153.3,83.66,43.48,64.43,21.04,6.72,6.8,3.31,19.56,52.33,31.42,29.02,PPT2000_CAT_CONUS.zip
3917918,153.56,80.58,39.5,67.89,20.5,8.13,8.95,3.24,14.45,51.59,25.49,29.42,PPT2000_CAT_CONUS.zip
3917920,141.63,73.98,30.73,54.68,17.28,8.48,9.12,2.93,13.03,49.18,21.11,27.5,PPT2000_CAT_CONUS.zip
3917922,137.84,61.28,28.03,45.19,16.55,9.04,9.51,2.64,11.59,49.85,18.01,27.68,PPT2000_CAT_CONUS.zip
3917924,134.9,56.82,26.57,44.38,16.12,9.45,9.63,1.91,10.86,50.3,16.35,27.34,PPT2000_CAT_CONUS.zip
3917926,129.67,46.6,23.2,46.7,15.41,10.06,9.71,0,9.04,51.81,12.43,26.75,PPT2000_CAT_CONUS.zip
3917946,116.1,40.19,24.24,54.44,10.72,11.55,11.36,0.02,6.58,46.18,8.88,23.6,PPT2000_CAT_CONUS.zip
3917948,125.97,66.42,25.13,47.82,13.88,9.69,10.03,0.16,10.18,47.75,13.99,25.7,PPT2000_CAT_CONUS.zip
3917950,120.66,60.98,23.49,47.04,13.93,10.28,8.9,0,9.11,47.7,11.78,24.61,PPT2000_CAT_CONUS.zip
948010046,119.12,58.26,23.46,45.43,14.04,10.4,7.77,0,8.91,48.05,11.08,24.27,PPT2000_CAT_CONUS.zip
948010047,123.44,58.13,23.94,46.48,14.2,10.1,8.98,0,9.31,48.77,12.32,25.27,PPT2000_CAT_CONUS.zip
948010048,129.67,46.6,23.2,46.71,15.41,10.07,9.72,0,9.04,51.82,12.43,26.75,PPT2000_CAT_CONUS.zip
948010089,135.68,60.34,27.4,43.95,16.15,9.3,9.65,2.31,11.31,49.69,17.28,27.38,PPT2000_CAT_CONUS.zip
948010091,133.86,58.43,26.52,44.69,15.83,9.46,9.69,1.75,10.83,49.89,16.21,27.14,PPT2000_CAT_CONUS.zip
948010092,127.35,64.01,25.5,46.87,14.2,9.65,9.97,0.49,10.27,48.21,14.57,25.99,PPT2000_CAT_CONUS.zip
948010095,126.69,49.42,23.21,46.33,15.05,10.17,9.14,0,8.97,50.83,11.99,26.06,PPT2000_CAT_CONUS.zip
948010096,125.54,64.65,25.08,47.43,13.81,9.73,9.99,0.11,10.03,47.92,13.96,25.68,PPT2000_CAT_CONUS.zip
