COMID,CAT_RUN_JAN1974,CAT_RUN_FEB1974,CAT_RUN_MAR1974,CAT_RUN_APR1974,CAT_RUN_MAY1974,CAT_RUN_JUN1974,CAT_RUN_JUL1974,CAT_RUN_AUG1974,CAT_RUN_SEP1974,CAT_RUN_OCT1974,CAT_RUN_NOV1974,CAT_RUN_DEC1974,filename
3917070,94.18,109.32,120.42,112.17,65.8,32.85,17.22,8.58,4.08,3.39,2.24,2.77,RUN1974_CAT_CONUS.zip
3917072,95.74,109.59,122.65,114.13,56.38,28.15,14.9,7.41,3.5,3.1,2.06,2.72,RUN1974_CAT_CONUS.zip
3917082,81.17,104.99,110.14,102.69,57.37,28.83,14.83,8.7,3.57,2.8,1.99,4.79,RUN1974_CAT_CONUS.zip
3917084,83,103.78,107.78,100.27,72.59,36.54,18.72,10.1,4.52,3.47,2.26,10.38,RUN1974_CAT_CONUS.zip
3917106,81.41,103.6,108.85,93.53,50.18,25.2,13.05,7.62,3.11,2.59,1.87,4.59,RUN1974_CAT_CONUS.zip
3917114,82.88,98.36,110.46,89.85,60.99,30.68,15.87,8.16,3.79,3.13,1.96,8.44,RUN1974_CAT_CONUS.zip
3917130,83.72,100.32,108.36,78.78,48.21,24.96,13.08,6.93,3.08,2.84,1.93,5.49,RUN1974_CAT_CONUS.zip
3917136,81.29,102.11,105.65,79.33,39.08,19.67,10.23,6.08,2.42,2.16,1.69,7,RUN1974_CAT_CONUS.zip
3917138,82.4,99.46,100.35,58.04,28.59,14.47,7.63,4.29,1.77,1.86,1.53,11.08,RUN1974_CAT_CONUS.zip
3917154,90.59,105.16,117.66,104.52,58.65,29.38,15.39,7.76,3.64,3.12,2.02,5.11,RUN1974_CAT_CONUS.zip
3917156,86.13,98.3,118.42,92.41,45.56,22.76,12.05,6.02,2.82,2.61,1.71,2.39,RUN1974_CAT_CONUS.zip
3917158,52.99,62.87,95.28,46.96,23.08,11.57,6.07,3.05,1.42,1.64,1.12,1.49,RUN1974_CAT_CONUS.zip
3917160,57.73,66.57,99.5,49.29,24.21,12.16,6.43,3.21,1.49,1.68,1.16,1.47,RUN1974_CAT_CONUS.zip
3917162,83.81,98.43,113.35,76.98,41.98,23.2,12.22,6.38,2.87,2.68,1.87,3.5,RUN1974_CAT_CONUS.zip
3917164,71.81,77.32,114.93,67.76,33.35,16.68,8.86,4.41,2.06,2.08,1.62,1.75,RUN1974_CAT_CONUS.zip
3917172,82.87,92.1,117.99,87.49,43.84,21.9,11.6,5.77,2.71,2.53,1.8,2.17,RUN1974_CAT_CONUS.zip
3917176,86.52,95.46,126.75,84.81,62.29,36.68,18.82,9.68,4.54,3.55,2.7,8.53,RUN1974_CAT_CONUS.zip
3917178,84.92,96.65,121.84,83.73,53.35,32.59,16.85,8.6,4.04,3.25,2.33,6.3,RUN1974_CAT_CONUS.zip
3917194,95.19,111.58,128.5,99.78,63.51,39.66,20.31,10.9,4.91,3.8,3.22,12.04,RUN1974_CAT_CONUS.zip
3917198,54.51,64.5,84.76,41.66,20.41,10.25,5.41,2.74,1.25,1.55,1.06,1.5,RUN1974_CAT_CONUS.zip
3917200,53.67,57.45,68.33,33.41,16.25,8.2,4.39,2.27,1,1.4,0.98,1.57,RUN1974_CAT_CONUS.zip
3917230,51.4,43.53,45.06,22.28,10.64,5.41,2.89,1.46,0.65,1.24,0.66,1.17,RUN1974_CAT_CONUS.zip
3917244,52,45.35,50.93,25,12.01,6.11,3.26,1.66,0.74,1.29,0.73,1.27,RUN1974_CAT_CONUS.zip
3917912,84.01,96.46,116.62,86.39,43.18,21.92,11.58,5.81,2.72,2.52,1.62,2.53,RUN1974_CAT_CONUS.zip
3917914,77.28,94.38,108.97,61.14,30.09,15.13,8.01,4.79,1.86,1.9,1.5,10.91,RUN1974_CAT_CONUS.zip
3917916,86.58,103.4,110.34,71.59,43.02,25.85,13.45,7.22,3.19,2.79,2.18,9.41,RUN1974_CAT_CONUS.zip
3917918,68.49,77.12,108.94,61.9,38.16,21.18,10.97,5.6,2.61,2.37,1.73,4.13,RUN1974_CAT_CONUS.zip
3917920,52.99,62.95,93.97,46.3,22.75,11.4,5.98,3,1.4,1.63,1.1,1.47,RUN1974_CAT_CONUS.zip
3917946,57.7,48,47.2,23.67,11.15,5.66,3.05,1.5,0.68,1.17,0.78,1.18,RUN1974_CAT_CONUS.zip
3917948,52.42,54.37,64.41,31.46,15.29,7.73,4.14,2.14,0.94,1.37,0.94,1.54,RUN1974_CAT_CONUS.zip
3917950,51.97,47.56,57.69,28.07,13.62,6.91,3.71,1.91,0.83,1.34,0.84,1.45,RUN1974_CAT_CONUS.zip
