COMID,CAT_RUN_JAN1992,CAT_RUN_FEB1992,CAT_RUN_MAR1992,CAT_RUN_APR1992,CAT_RUN_MAY1992,CAT_RUN_JUN1992,CAT_RUN_JUL1992,CAT_RUN_AUG1992,CAT_RUN_SEP1992,CAT_RUN_OCT1992,CAT_RUN_NOV1992,CAT_RUN_DEC1992,filename
3917070,21.8,36.13,33.48,18.24,9.07,7.46,3.25,1.05,1.19,3.56,1.54,1.95,RUN1992_CAT_CONUS.zip
3917072,19.76,33.99,32.02,16.72,8.27,7.09,2.98,0.96,1.14,3.45,1.45,1.22,RUN1992_CAT_CONUS.zip
3917082,18.69,31.72,26.41,14.16,7.58,6.25,2.32,0.79,1,3.13,2.92,3.23,RUN1992_CAT_CONUS.zip
3917084,24.21,34.3,28.05,15.55,7.92,6.58,2.7,0.9,1.1,3.33,6.98,8.69,RUN1992_CAT_CONUS.zip
3917100,0.64,1.38,0.59,0.71,0.65,2.55,0.45,0.05,0.46,2.47,0.72,1.97,RUN1992_CAT_CONUS.zip
3917106,15.06,30.15,24.34,13,6.92,5.92,2.17,0.74,0.96,3.02,2.16,2.32,RUN1992_CAT_CONUS.zip
3917114,15.51,26.7,23.06,12.52,6.25,5.75,2.34,0.73,0.97,3.24,5.29,7.07,RUN1992_CAT_CONUS.zip
3917130,8.31,27.63,20.66,11.42,5.69,5.44,2.15,0.66,0.92,2.94,3,3.88,RUN1992_CAT_CONUS.zip
3917136,14.35,31.04,24.99,12.96,6.9,5.88,2.05,0.77,0.94,2.89,0.95,0.86,RUN1992_CAT_CONUS.zip
3917138,12.7,31.19,24.26,12.36,6.38,5.68,1.96,0.8,0.93,2.76,0.68,0.9,RUN1992_CAT_CONUS.zip
3917154,18.28,31.23,28.53,15.11,7.49,6.57,2.73,0.87,1.07,3.37,3.06,3.66,RUN1992_CAT_CONUS.zip
3917156,8.91,22.87,21.63,11.25,5.64,5.48,2.13,0.64,0.89,3.17,1.27,1.37,RUN1992_CAT_CONUS.zip
3917158,0.67,1.61,0.8,0.83,0.59,2.45,0.46,0.04,0.44,2.39,0.79,1.82,RUN1992_CAT_CONUS.zip
3917160,0.79,1.52,0.81,0.9,0.62,2.55,0.47,0.04,0.45,2.53,0.83,1.88,RUN1992_CAT_CONUS.zip
3917162,3.3,26.04,21.98,11.85,5.94,5.53,2.11,0.7,0.89,2.91,1.11,1.3,RUN1992_CAT_CONUS.zip
3917164,3.93,7.33,3.96,2.77,1.37,3.06,0.91,0.12,0.56,2.77,1.18,1.77,RUN1992_CAT_CONUS.zip
3917172,10.71,19.02,16.4,8.97,4.44,4.84,1.85,0.49,0.81,3.07,1.31,1.58,RUN1992_CAT_CONUS.zip
3917176,6.76,35.49,33.27,20.14,9.82,7.36,3.02,1.27,1.06,2.91,1.43,2.14,RUN1992_CAT_CONUS.zip
3917178,6.91,31.67,31.89,17.47,8.68,6.91,2.73,1.08,1.02,3.05,1.36,1.72,RUN1992_CAT_CONUS.zip
3917194,22.55,65.59,61.32,32.12,15.9,10.7,4.31,2.07,1.47,3.02,1.35,1.52,RUN1992_CAT_CONUS.zip
3917198,0.67,1.71,0.78,0.79,0.57,2.45,0.44,0.04,0.44,2.36,0.76,1.89,RUN1992_CAT_CONUS.zip
3917200,0.64,1.98,0.77,0.73,0.54,2.41,0.41,0.04,0.42,2.26,0.64,1.82,RUN1992_CAT_CONUS.zip
3917222,0.7,1.82,0.88,0.84,0.56,2.4,0.46,0.04,0.43,2.32,0.82,1.86,RUN1992_CAT_CONUS.zip
3917230,0.55,1.17,0.36,0.49,0.54,2.47,0.33,0.05,0.44,2.31,0.43,1.72,RUN1992_CAT_CONUS.zip
3917244,0.57,1.43,0.47,0.53,0.54,2.46,0.34,0.05,0.44,2.3,0.46,1.74,RUN1992_CAT_CONUS.zip
3917266,0.62,1.98,0.72,0.69,0.55,2.43,0.4,0.05,0.43,2.27,0.58,1.78,RUN1992_CAT_CONUS.zip
3917912,5.75,21.05,20.56,10.61,5.37,5.27,2.01,0.61,0.85,3.1,1.21,1.41,RUN1992_CAT_CONUS.zip
3917914,11.25,32.63,24,12.14,6.41,5.39,1.89,0.72,0.85,2.55,0.71,1.02,RUN1992_CAT_CONUS.zip
3917916,11.2,38.41,32.49,17.4,8.72,6.97,2.66,1.09,1.07,2.88,0.99,1.13,RUN1992_CAT_CONUS.zip
3917918,3.02,14.31,12.86,8.03,4.01,4.28,1.46,0.49,0.67,2.6,1.08,1.97,RUN1992_CAT_CONUS.zip
3917920,0.66,1.6,0.78,0.82,0.59,2.45,0.45,0.04,0.44,2.39,0.78,1.82,RUN1992_CAT_CONUS.zip
3917922,0.64,1.5,0.64,0.72,0.6,2.54,0.42,0.04,0.45,2.44,0.69,1.95,RUN1992_CAT_CONUS.zip
3917924,0.62,1.46,0.58,0.66,0.58,2.57,0.4,0.05,0.46,2.45,0.63,1.97,RUN1992_CAT_CONUS.zip
3917926,0.59,1.28,0.42,0.51,0.58,2.64,0.35,0.05,0.47,2.49,0.48,2,RUN1992_CAT_CONUS.zip
3917946,0.55,1.3,0.38,0.69,0.54,2.4,0.38,0.05,0.43,2.21,0.5,1.9,RUN1992_CAT_CONUS.zip
3917948,0.62,1.98,0.73,0.7,0.54,2.42,0.4,0.04,0.42,2.26,0.59,1.79,RUN1992_CAT_CONUS.zip
3917950,0.6,1.78,0.63,0.62,0.53,2.46,0.37,0.05,0.43,2.29,0.52,1.76,RUN1992_CAT_CONUS.zip
948010046,0.58,1.67,0.54,0.57,0.54,2.47,0.36,0.05,0.43,2.3,0.49,1.73,RUN1992_CAT_CONUS.zip
948010047,0.59,1.69,0.58,0.6,0.55,2.49,0.37,0.05,0.44,2.33,0.52,1.8,RUN1992_CAT_CONUS.zip
948010048,0.59,1.28,0.42,0.51,0.58,2.65,0.35,0.05,0.48,2.5,0.48,2.01,RUN1992_CAT_CONUS.zip
948010089,0.63,1.55,0.64,0.7,0.58,2.54,0.41,0.05,0.45,2.42,0.67,1.95,RUN1992_CAT_CONUS.zip
948010091,0.62,1.54,0.61,0.67,0.58,2.55,0.4,0.05,0.45,2.42,0.63,1.95,RUN1992_CAT_CONUS.zip
948010092,0.62,1.88,0.7,0.69,0.55,2.45,0.4,0.05,0.43,2.3,0.59,1.81,RUN1992_CAT_CONUS.zip
948010095,0.58,1.37,0.44,0.52,0.56,2.6,0.35,0.05,0.46,2.45,0.48,1.93,RUN1992_CAT_CONUS.zip
948010096,0.62,1.95,0.71,0.68,0.55,2.43,0.4,0.05,0.43,2.27,0.58,1.78,RUN1992_CAT_CONUS.zip
