COMID,CAT_RUN_JAN2011,CAT_RUN_FEB2011,CAT_RUN_MAR2011,CAT_RUN_APR2011,CAT_RUN_MAY2011,CAT_RUN_JUN2011,CAT_RUN_JUL2011,CAT_RUN_AUG2011,CAT_RUN_SEP2011,CAT_RUN_OCT2011,CAT_RUN_NOV2011,CAT_RUN_DEC2011,filename
3917070,38.47,45.03,67.77,84.38,64.07,32.14,16.16,8.01,3.88,3.66,2.49,1.51,RUN2011_CAT_CONUS.zip
3917072,36.43,44.84,69.73,85.94,57.42,28.81,14.49,7.18,3.47,3.43,2.38,1.36,RUN2011_CAT_CONUS.zip
3917082,39.74,39.08,55.53,67.57,79.8,40.37,20.07,10.03,4.9,4.74,2.74,3.84,RUN2011_CAT_CONUS.zip
3917084,43.36,44.28,65.13,78.81,69.04,34.83,17.35,8.67,4.22,4.19,2.72,9.36,RUN2011_CAT_CONUS.zip
3917100,12.78,14.72,57.16,28.9,15.46,8.53,4.18,2.23,0.86,1.79,1.49,0.69,RUN2011_CAT_CONUS.zip
3917106,36.12,36.73,60.02,63.06,67.32,34.14,16.94,8.48,4.12,4.22,2.48,2.79,RUN2011_CAT_CONUS.zip
3917114,31.78,35.98,69.59,67.88,44.03,22.38,11.13,5.58,2.65,3.04,2.12,6.91,RUN2011_CAT_CONUS.zip
3917130,29.25,33.71,73.43,60.65,36.47,18.67,9.23,4.64,2.19,2.83,1.93,3.8,RUN2011_CAT_CONUS.zip
3917136,32.77,34.63,64.81,56.64,53.38,27.2,13.43,6.74,3.26,3.68,2.15,1.23,RUN2011_CAT_CONUS.zip
3917138,28.13,32.83,76.68,51.6,26.24,13.61,6.61,3.35,1.57,2.56,1.6,0.98,RUN2011_CAT_CONUS.zip
3917154,34.8,41.48,69.7,79,52.39,26.4,13.23,6.58,3.16,3.28,2.28,3.68,RUN2011_CAT_CONUS.zip
3917156,24.41,31.2,68.31,61.51,37.12,18.93,9.45,4.72,2.21,2.65,1.92,1.05,RUN2011_CAT_CONUS.zip
3917158,19.96,22.54,65.41,37.13,19.55,10.46,5.12,2.67,1.13,2.04,1.71,0.81,RUN2011_CAT_CONUS.zip
3917160,20.28,23.76,68.31,42.41,22.19,11.74,5.79,2.98,1.29,2.13,1.85,0.84,RUN2011_CAT_CONUS.zip
