COMID,CAT_TAV_JAN1996,CAT_TAV_FEB1996,CAT_TAV_MAR1996,CAT_TAV_APR1996,CAT_TAV_MAY1996,CAT_TAV_JUN1996,CAT_TAV_JUL1996,CAT_TAV_AUG1996,CAT_TAV_SEP1996,CAT_TAV_OCT1996,CAT_TAV_NOV1996,CAT_TAV_DEC1996,filename
3917070,1.64,4.82,2.95,4.79,8.99,13.39,20.07,18.57,14.7,8.27,3.06,0.17,TAV1996_CAT_CONUS.zip
3917072,1.68,4.84,3.15,5.03,9.23,13.62,20.25,18.74,14.75,8.41,3.31,0.32,TAV1996_CAT_CONUS.zip
3917082,1.63,4.82,2.6,4.1,8.56,12.93,19.7,18.32,14.62,7.84,2.47,-0.26,TAV1996_CAT_CONUS.zip
3917084,1.54,4.73,2.27,3.93,8.25,12.63,19.46,18.06,14.49,7.69,2.3,-0.4,TAV1996_CAT_CONUS.zip
3917106,1.69,4.89,2.71,4.26,8.69,13.08,19.85,18.46,14.69,7.96,2.67,-0.05,TAV1996_CAT_CONUS.zip
3917114,1.64,4.7,2.89,4.77,8.77,13.21,19.91,18.45,14.62,8.12,3.08,0.25,TAV1996_CAT_CONUS.zip
3917130,1.72,4.94,2.8,4.61,8.89,13.31,20.06,18.6,14.75,8.17,3.13,0.39,TAV1996_CAT_CONUS.zip
3917136,1.83,5,2.83,4.38,8.78,13.22,20,18.62,14.77,8.06,2.77,0.1,TAV1996_CAT_CONUS.zip
3917138,1.99,5.14,2.86,4.51,8.86,13.35,20.16,18.77,14.86,8.18,2.95,0.35,TAV1996_CAT_CONUS.zip
3917154,1.66,4.78,3.03,4.9,9.03,13.44,20.1,18.61,14.69,8.28,3.2,0.28,TAV1996_CAT_CONUS.zip
3917156,1.75,4.74,3.63,5.57,9.44,13.92,20.46,18.95,14.78,8.6,3.78,0.8,TAV1996_CAT_CONUS.zip
3917158,1.82,4.52,6.53,8.64,11.07,16.01,21.9,20.48,14.63,9.86,5.63,2.35,TAV1996_CAT_CONUS.zip
3917160,1.79,4.54,6.09,8.13,10.76,15.64,21.62,20.23,14.69,9.66,5.37,2.14,TAV1996_CAT_CONUS.zip
3917162,1.82,4.92,3.31,5.2,9.28,13.75,20.4,18.9,14.85,8.47,3.63,0.83,TAV1996_CAT_CONUS.zip
3917164,1.7,4.55,5.13,7.08,10.16,14.89,21.03,19.61,14.61,9.21,4.71,1.57,TAV1996_CAT_CONUS.zip
3917172,1.69,4.69,4.2,6.11,9.71,14.29,20.66,19.19,14.7,8.84,4.07,1.01,TAV1996_CAT_CONUS.zip
3917176,1.75,4.75,4.55,6.5,9.89,14.52,20.81,19.32,14.93,8.96,4.49,1.5,TAV1996_CAT_CONUS.zip
3917178,1.83,4.78,3.95,5.92,9.6,14.15,20.63,19.11,14.86,8.73,4.09,1.18,TAV1996_CAT_CONUS.zip
3917194,1.68,5.2,2.93,4.68,8.87,13.42,20.28,18.74,14.78,8.23,3.03,0.5,TAV1996_CAT_CONUS.zip
3917198,1.99,4.8,6.68,8.85,11.46,16.41,22.34,20.85,15.01,10.13,5.85,2.54,TAV1996_CAT_CONUS.zip
3917200,2.23,5.16,6.95,9.22,12.05,17.01,22.97,21.4,15.51,10.52,6.12,2.8,TAV1996_CAT_CONUS.zip
3917230,2.46,5.6,7.31,9.74,12.75,17.72,23.84,22.13,16.15,11.01,6.45,3.05,TAV1996_CAT_CONUS.zip
3917244,2.45,5.53,7.28,9.68,12.68,17.64,23.71,22.04,16.06,10.95,6.41,3.05,TAV1996_CAT_CONUS.zip
3917912,1.79,4.74,3.68,5.65,9.47,13.96,20.5,18.99,14.82,8.63,3.88,0.93,TAV1996_CAT_CONUS.zip
3917914,1.88,5.1,3.64,5.22,9.08,13.72,20.45,19.12,14.92,8.5,3.26,0.61,TAV1996_CAT_CONUS.zip
3917916,1.91,5.11,2.87,4.61,8.95,13.41,20.2,18.75,14.85,8.22,3.11,0.47,TAV1996_CAT_CONUS.zip
3917918,1.79,4.63,5.62,7.65,10.53,15.32,21.39,19.94,14.79,9.46,5.13,1.98,TAV1996_CAT_CONUS.zip
3917920,1.83,4.54,6.55,8.66,11.11,16.05,21.94,20.52,14.66,9.88,5.65,2.37,TAV1996_CAT_CONUS.zip
3917946,2.56,5.75,7.4,9.86,12.97,17.96,24.08,22.32,16.33,11.14,6.52,3.13,TAV1996_CAT_CONUS.zip
3917948,2.26,5.2,7.02,9.32,12.16,17.12,23.09,21.51,15.57,10.59,6.17,2.83,TAV1996_CAT_CONUS.zip
3917950,2.36,5.36,7.15,9.5,12.41,17.38,23.39,21.76,15.8,10.77,6.29,2.95,TAV1996_CAT_CONUS.zip
