COMID,CAT_TAV_JAN1968,CAT_TAV_FEB1968,CAT_TAV_MAR1968,CAT_TAV_APR1968,CAT_TAV_MAY1968,CAT_TAV_JUN1968,CAT_TAV_JUL1968,CAT_TAV_AUG1968,CAT_TAV_SEP1968,CAT_TAV_OCT1968,CAT_TAV_NOV1968,CAT_TAV_DEC1968,filename
3917070,-0.88,5.92,3.32,3.54,8.49,13.35,19.3,15.24,16.66,8.7,1.73,-2.48,TAV1968_CAT_CONUS.zip
3917072,-0.84,5.95,3.51,3.76,8.72,13.58,19.5,15.42,16.73,8.81,1.91,-2.35,TAV1968_CAT_CONUS.zip
3917082,-1.11,6.41,2.79,2.93,8.12,13.07,19.26,14.89,16.56,8.39,1.18,-3.06,TAV1968_CAT_CONUS.zip
3917084,-1.14,6.18,2.58,2.66,7.75,12.68,18.85,14.6,16.5,8.29,1.01,-3.11,TAV1968_CAT_CONUS.zip
3917106,-1.02,6.52,2.94,3.08,8.27,13.22,19.42,15.04,16.62,8.51,1.32,-2.91,TAV1968_CAT_CONUS.zip
3917114,-0.98,6.12,3.18,3.42,8.37,13.28,19.27,15.12,16.56,8.62,1.61,-2.59,TAV1968_CAT_CONUS.zip
3917130,-0.87,6.49,3.22,3.36,8.44,13.37,19.5,15.25,16.71,8.74,1.62,-2.53,TAV1968_CAT_CONUS.zip
3917136,-0.9,6.79,3.03,3.16,8.4,13.37,19.65,15.19,16.7,8.6,1.38,-2.85,TAV1968_CAT_CONUS.zip
3917138,-0.73,7.06,3.13,3.23,8.48,13.46,19.81,15.32,16.83,8.74,1.47,-2.7,TAV1968_CAT_CONUS.zip
3917154,-0.9,6.01,3.36,3.6,8.56,13.44,19.39,15.28,16.66,8.72,1.77,-2.45,TAV1968_CAT_CONUS.zip
3917156,-0.81,6.07,3.84,4.24,9.11,13.99,19.82,15.73,16.62,8.96,2.23,-2.12,TAV1968_CAT_CONUS.zip
3917158,-0.8,5.45,5.87,7.3,11.36,16.48,21.44,17.42,15.75,9.6,3.95,-1.05,TAV1968_CAT_CONUS.zip
3917160,-0.72,5.5,5.59,6.79,10.91,15.96,21.08,17.13,15.86,9.55,3.76,-1.2,TAV1968_CAT_CONUS.zip
3917162,-0.78,6.5,3.64,3.91,8.93,13.85,19.87,15.65,16.71,8.95,2.03,-2.22,TAV1968_CAT_CONUS.zip
3917164,-0.81,5.62,4.9,5.76,10.16,15.09,20.45,16.46,16.09,9.28,3.11,-1.59,TAV1968_CAT_CONUS.zip
3917172,-0.81,5.8,4.25,4.82,9.48,14.37,20,15.96,16.4,9.07,2.55,-1.92,TAV1968_CAT_CONUS.zip
3917176,-0.74,6.11,4.53,5.2,9.81,14.71,20.25,16.18,16.33,9.19,2.81,-1.66,TAV1968_CAT_CONUS.zip
3917178,-0.75,6.27,4.07,4.56,9.39,14.3,20.08,15.95,16.52,9.08,2.43,-1.95,TAV1968_CAT_CONUS.zip
3917194,-0.76,6.88,3.16,3.29,8.56,13.54,19.88,15.4,16.47,8.76,1.54,-2.71,TAV1968_CAT_CONUS.zip
3917198,-0.55,5.67,6.14,7.61,11.64,16.79,21.78,17.73,16.08,9.84,4.19,-0.75,TAV1968_CAT_CONUS.zip
3917200,-0.31,5.91,6.53,8.12,12.11,17.32,22.26,18.22,16.52,10.15,4.52,-0.36,TAV1968_CAT_CONUS.zip
3917230,-0.19,6.14,7.04,8.75,12.79,18.06,22.99,19,17.1,10.54,4.91,0.01,TAV1968_CAT_CONUS.zip
3917244,-0.18,6.11,6.99,8.7,12.72,18,22.92,18.9,17.03,10.5,4.88,0,TAV1968_CAT_CONUS.zip
3917912,-0.79,6.17,3.88,4.3,9.18,14.07,19.9,15.79,16.64,9,2.28,-2.07,TAV1968_CAT_CONUS.zip
3917914,-0.78,6.72,3.51,3.79,8.92,13.94,20.18,15.74,16.59,8.75,1.83,-2.58,TAV1968_CAT_CONUS.zip
3917916,-0.75,6.9,3.23,3.34,8.54,13.51,19.78,15.38,16.78,8.79,1.59,-2.57,TAV1968_CAT_CONUS.zip
3917918,-0.74,5.75,5.27,6.34,10.64,15.64,20.86,16.83,16.04,9.43,3.44,-1.3,TAV1968_CAT_CONUS.zip
3917920,-0.77,5.47,5.89,7.33,11.39,16.51,21.48,17.45,15.78,9.62,3.97,-1.02,TAV1968_CAT_CONUS.zip
3917946,-0.19,6.21,7.2,8.94,13.02,18.25,23.13,19.21,17.29,10.66,5,0.17,TAV1968_CAT_CONUS.zip
3917948,-0.3,5.92,6.6,8.23,12.21,17.44,22.37,18.33,16.57,10.2,4.58,-0.31,TAV1968_CAT_CONUS.zip
3917950,-0.21,6.02,6.8,8.47,12.46,17.72,22.64,18.6,16.79,10.35,4.74,-0.15,TAV1968_CAT_CONUS.zip
