COMID,CAT_PPT_JAN1970,CAT_PPT_FEB1970,CAT_PPT_MAR1970,CAT_PPT_APR1970,CAT_PPT_MAY1970,CAT_PPT_JUN1970,CAT_PPT_JUL1970,CAT_PPT_AUG1970,CAT_PPT_SEP1970,CAT_PPT_OCT1970,CAT_PPT_NOV1970,CAT_PPT_DEC1970,filename
3917070,242.5,66.25,47.93,21.83,21.44,61.41,3.78,0,1.38,86.07,298.69,172.13,PPT1970_CAT_CONUS.zip
3917072,237.93,60.62,43.8,20.39,20.19,58.44,3.9,0,1.28,85.35,283.57,170.13,PPT1970_CAT_CONUS.zip
3917082,242.45,70.3,48.54,18.62,10.09,53.33,0.91,0,0.82,76.59,267.99,155.12,PPT1970_CAT_CONUS.zip
3917084,247.37,72.72,50.75,22.07,14.06,57.93,2.05,0,1.51,79.53,285.6,155.74,PPT1970_CAT_CONUS.zip
3917100,185.72,19.37,25.54,7.33,6.28,40.81,4.51,0,1.39,62.95,127.15,110.97,PPT1970_CAT_CONUS.zip
3917106,234.71,63.16,48.22,18.47,10.09,51.55,1.4,0,1.04,73.5,252.19,147.1,PPT1970_CAT_CONUS.zip
3917114,228.43,54.71,45.12,23.36,14.86,52.57,3.45,0,1.67,70.99,262.61,143.42,PPT1970_CAT_CONUS.zip
3917130,225.83,52.52,50.92,22.14,14.44,52.51,3.54,0.01,1.93,71.06,233.71,135.22,PPT1970_CAT_CONUS.zip
3917136,221.77,52.71,45.77,16.4,7.33,46.21,1.28,0,1.16,66.51,231.43,133.9,PPT1970_CAT_CONUS.zip
3917138,205.57,38.06,44.05,15.91,6.19,41.57,2.1,0,1.8,58.75,206.45,115.99,PPT1970_CAT_CONUS.zip
3917154,234.49,58.62,44.47,21.61,18.09,56.24,3.7,0,1.44,79.76,275.82,159.63,PPT1970_CAT_CONUS.zip
3917156,220.03,43.97,41.05,20.88,15.84,50.24,4.06,0,1.3,70.02,254.42,143.17,PPT1970_CAT_CONUS.zip
3917158,182.37,22.57,29.75,8.64,6.54,40.16,4.88,0,1.4,60.77,129.93,106.85,PPT1970_CAT_CONUS.zip
3917160,196.37,24.58,29.03,9.49,7.57,43.34,4.79,0,1.51,63.84,134.68,110.29,PPT1970_CAT_CONUS.zip
3917162,218.39,43.44,48.53,22.44,13.29,47.29,3.86,0.04,1.67,64.51,222.75,130.29,PPT1970_CAT_CONUS.zip
3917164,215.57,33.01,44.97,11.81,11.03,51.16,4.36,0,1.44,67.59,249.16,108.85,PPT1970_CAT_CONUS.zip
3917172,224.85,45.18,45.36,16.01,14.86,54.16,4.15,0,1.37,74.7,265.99,135.52,PPT1970_CAT_CONUS.zip
3917176,236.54,50.69,53.86,22.16,7.81,43.78,4.03,0.18,1.61,59.9,230.84,127.69,PPT1970_CAT_CONUS.zip
3917178,224.79,44.06,50.02,23.29,10.97,43.31,3.95,0.12,1.37,60.17,235.07,131.61,PPT1970_CAT_CONUS.zip
3917194,240.2,63.59,70.31,25.51,10.06,43.57,1.83,0.35,1.26,61.01,241.1,134.74,PPT1970_CAT_CONUS.zip
3917198,176.33,21.8,27.71,7.91,5.92,37.84,4.77,0,1.34,59.63,124.35,105.12,PPT1970_CAT_CONUS.zip
3917200,154.48,20.26,25.72,7.31,5.06,33.82,4.49,0,1.14,55.13,112.97,97.83,PPT1970_CAT_CONUS.zip
3917222,176.09,23.16,30.12,8.78,5.91,37.3,4.91,0,1.33,58.15,129.6,104.4,PPT1970_CAT_CONUS.zip
3917230,150.61,14.48,18.49,3.64,4.96,33.65,10.88,0,0.97,58.19,102.05,98.9,PPT1970_CAT_CONUS.zip
3917244,146.18,15.62,17.98,4.34,4.95,33.6,8.06,0,1.02,57.3,99.79,96.16,PPT1970_CAT_CONUS.zip
3917266,148.56,19.17,24.6,6.89,4.97,33.65,4.33,0,1.09,54.76,108.96,95.97,PPT1970_CAT_CONUS.zip
3917912,213.63,39.36,39.85,22,14.38,46.67,4.11,0,1.3,64.57,239.08,137.56,PPT1970_CAT_CONUS.zip
3917914,198.59,41.78,44.03,14.57,9.01,42.6,0.93,0,0.76,59.15,194.17,109.61,PPT1970_CAT_CONUS.zip
3917916,223.14,48.17,53.26,20.31,9.58,45.06,2.73,0.08,1.8,63.41,221.29,127.06,PPT1970_CAT_CONUS.zip
3917918,205.54,33.88,41.65,14.05,6.77,42.16,4.53,0.06,1.5,60.49,178.98,114.34,PPT1970_CAT_CONUS.zip
3917920,182.08,22.38,29.39,8.49,6.49,40.07,4.85,0,1.39,60.87,129.24,106.81,PPT1970_CAT_CONUS.zip
3917922,179.79,19.89,24.97,6.82,5.97,39.3,4.55,0,1.39,62.29,121.75,107.25,PPT1970_CAT_CONUS.zip
3917924,175.97,18.76,22.99,5.96,5.76,38.58,4.49,0,1.32,62.62,116.38,105.61,PPT1970_CAT_CONUS.zip
3917926,169.22,15.67,18.74,4.21,5.56,37.73,4.4,0,1.12,63.69,106.15,103.13,PPT1970_CAT_CONUS.zip
3917946,159.5,16.43,25.65,4.1,4.81,32.44,16.22,0,0.89,54.9,109.14,105.45,PPT1970_CAT_CONUS.zip
3917948,150.02,19.49,24.93,7.02,4.98,33.64,4.37,0,1.1,54.79,110.04,96.41,PPT1970_CAT_CONUS.zip
3917950,142.56,17.76,20.36,5.62,5.01,33.82,4.62,0,1.03,55.73,102.34,93.53,PPT1970_CAT_CONUS.zip
948010046,140.01,16.56,19.26,4.89,5.01,33.98,4.68,0,1.01,56.92,99.23,92.83,PPT1970_CAT_CONUS.zip
948010047,149.18,17.27,21,5.44,5.11,34.66,4.49,0,1.06,57.6,104.08,96.11,PPT1970_CAT_CONUS.zip
948010048,169.22,15.67,18.74,4.21,5.56,37.73,4.4,0,1.12,63.7,106.15,103.13,PPT1970_CAT_CONUS.zip
948010089,175.9,19.67,24.32,6.52,5.76,38.46,4.51,0,1.36,61.74,118.74,105.62,PPT1970_CAT_CONUS.zip
948010091,172.65,18.97,23.42,6.17,5.67,37.96,4.48,0,1.3,61.52,115.89,104.45,PPT1970_CAT_CONUS.zip
948010092,154.36,19.27,24.54,6.81,5.13,34.67,4.36,0,1.14,56.24,111.03,98.01,PPT1970_CAT_CONUS.zip
948010095,161.29,15.82,18.71,4.32,5.41,36.75,4.49,0,1.09,61.98,104.04,100.33,PPT1970_CAT_CONUS.zip
948010096,149.81,19.15,24.49,6.83,5.01,33.9,4.34,0,1.1,55.15,109.29,96.41,PPT1970_CAT_CONUS.zip
