COMID,CAT_PPT_JAN1993,CAT_PPT_FEB1993,CAT_PPT_MAR1993,CAT_PPT_APR1993,CAT_PPT_MAY1993,CAT_PPT_JUN1993,CAT_PPT_JUL1993,CAT_PPT_AUG1993,CAT_PPT_SEP1993,CAT_PPT_OCT1993,CAT_PPT_NOV1993,CAT_PPT_DEC1993,filename
3917070,143.85,92.5,116,94.66,73.65,69.08,3.78,32.54,5.17,20.82,29.12,79.46,PPT1993_CAT_CONUS.zip
3917072,137.75,91.49,113.51,86.18,67.82,63.02,2.77,30.05,5.38,19.97,27.99,76.12,PPT1993_CAT_CONUS.zip
3917082,177.79,82.84,109.17,97.02,102.72,70.51,2.38,33.6,14.74,25.98,24.75,93.32,PPT1993_CAT_CONUS.zip
3917084,173.66,83.18,107.48,103.4,92.09,75.25,3.41,33.25,12.95,25.42,29.49,94.19,PPT1993_CAT_CONUS.zip
3917100,129.63,32.48,37.02,29.78,62.97,44.56,2.08,12.18,3.91,25.8,8.54,69.58,PPT1993_CAT_CONUS.zip
3917106,169.12,77.37,104.27,87.85,95.37,64.95,2.51,29.97,13.56,26.46,23.44,89.84,PPT1993_CAT_CONUS.zip
3917114,152.94,76.72,95.33,85.12,73.94,62.66,3.52,27.74,8.84,25.67,27.45,84.53,PPT1993_CAT_CONUS.zip
3917130,154.39,68.44,95.07,75.05,77.09,54.9,3.58,22.98,7.95,29.61,25.39,84.6,PPT1993_CAT_CONUS.zip
3917136,154.93,70.93,97.91,74.44,85.21,59.73,2.14,25.32,15.18,24.5,20.74,85.31,PPT1993_CAT_CONUS.zip
3917138,133.76,60.34,87.3,57.25,65.53,52,2.34,17.74,14.94,23.01,19.16,78.88,PPT1993_CAT_CONUS.zip
3917154,144.22,85.68,106.41,86.2,70.5,63.18,3.08,29.23,6.83,22.25,27.86,79.68,PPT1993_CAT_CONUS.zip
3917156,134.63,77.49,95.14,71.04,64.36,53.32,3.09,25.54,5.02,24.19,23.67,75.15,PPT1993_CAT_CONUS.zip
3917158,126.45,39,45.8,36.71,60.28,44.77,1.87,13.58,3.68,23.84,9.33,68,PPT1993_CAT_CONUS.zip
3917160,131.02,38.81,47.59,37.8,62.41,46.54,2.04,14.85,3.8,24,9.99,72.05,PPT1993_CAT_CONUS.zip
3917162,146.67,68.17,91.69,63.95,73.02,46.73,3.28,20.54,6.14,30.52,25.04,82.05,PPT1993_CAT_CONUS.zip
3917164,131.36,60.79,77.23,59.39,62.35,52.99,3.36,22.75,3.88,25.86,11.77,73.99,PPT1993_CAT_CONUS.zip
3917172,134.58,75.25,94.02,72.29,65.3,57.15,3.2,25.99,4.51,23.35,19.14,75.15,PPT1993_CAT_CONUS.zip
3917176,159.14,81.99,96.08,62.98,79.96,43.98,2.32,16.97,4.82,30.95,24.94,94.97,PPT1993_CAT_CONUS.zip
3917178,149.82,77.14,94.43,62.82,75.45,45.28,2.71,20.3,5.73,30.72,28.72,87.7,PPT1993_CAT_CONUS.zip
3917194,171.59,88.77,126,65.85,100.7,49.18,1.18,19.79,13.35,38,38.24,105.11,PPT1993_CAT_CONUS.zip
3917198,123.48,36.07,41.92,33.36,62.41,42.92,1.72,12.71,3.65,23.96,9.04,66.18,PPT1993_CAT_CONUS.zip
3917200,110.76,32.17,38.71,31.55,62.07,39.72,1.4,11.34,3.65,23.22,7.93,58.34,PPT1993_CAT_CONUS.zip
3917222,122.85,38.75,45.9,37.13,64.2,42.79,1.78,13.36,3.45,23.16,9.63,65.96,PPT1993_CAT_CONUS.zip
3917230,104.12,23.07,29.31,20.29,57.28,38.86,1.02,9.76,3.86,24.15,5.63,50.06,PPT1993_CAT_CONUS.zip
3917244,103.06,24.84,29.71,21.45,56.43,38.95,1.14,9.65,3.82,24.08,5.96,49.41,PPT1993_CAT_CONUS.zip
3917266,107.27,30.59,37.07,30.28,59.9,39.29,1.33,10.82,3.79,23.39,7.24,56.12,PPT1993_CAT_CONUS.zip
3917912,134.73,74.1,90,66.29,64.21,49.33,3.08,23.66,5.05,25.53,23.77,75.46,PPT1993_CAT_CONUS.zip
3917914,134.56,65.6,87.98,55.44,72.5,52.88,1.07,21.6,16.9,23.32,16.3,73.39,PPT1993_CAT_CONUS.zip
3917916,150.14,68.62,97.84,62.92,76.94,49.88,2.63,18.73,11.47,29.3,26.72,87.69,PPT1993_CAT_CONUS.zip
3917918,139.68,58.08,68.25,49.69,69,44.53,2.18,15.32,4.04,26.47,15.24,79.06,PPT1993_CAT_CONUS.zip
3917920,126.36,38.57,45.15,36.1,60.27,44.64,1.85,13.45,3.7,23.94,9.25,67.93,PPT1993_CAT_CONUS.zip
3917922,126.06,33.02,37.03,28.7,60.68,43.38,1.78,11.97,3.95,25.37,8.31,67.56,PPT1993_CAT_CONUS.zip
3917924,122.11,30.83,35.47,26.02,59.95,42.67,1.6,11.4,4.04,25.66,7.69,66.24,PPT1993_CAT_CONUS.zip
3917926,112.25,25.49,33.64,21.05,59.23,41.82,1.3,10.33,4.2,26.39,6.24,63.75,PPT1993_CAT_CONUS.zip
3917946,111.26,25.39,37.24,24.7,58.9,38.32,0.84,11.85,3.9,22.47,6.51,54.38,PPT1993_CAT_CONUS.zip
3917948,108.12,31.04,37.56,30.68,60.54,39.38,1.34,10.96,3.74,23.31,7.43,56.67,PPT1993_CAT_CONUS.zip
3917950,103.4,27.9,33.81,25.24,59.54,39.2,1.18,10.11,3.86,23.96,6.59,53.75,PPT1993_CAT_CONUS.zip
948010046,101.96,26.27,31.8,23.18,58.97,39.36,1.19,10.03,3.87,24.11,6.3,53,PPT1993_CAT_CONUS.zip
948010047,105.99,27.6,34.02,25.2,59.35,39.85,1.26,10.37,3.91,24.34,6.61,56.37,PPT1993_CAT_CONUS.zip
948010048,112.25,25.49,33.64,21.05,59.23,41.82,1.3,10.33,4.21,26.4,6.24,63.75,PPT1993_CAT_CONUS.zip
948010089,123.83,32.34,36.12,27.75,60.15,42.67,1.67,11.67,3.97,25.28,8.07,66.21,PPT1993_CAT_CONUS.zip
948010091,120.62,31.07,35.78,26.84,59.98,42.26,1.58,11.38,3.99,25.32,7.7,65.02,PPT1993_CAT_CONUS.zip
948010092,110.78,30.96,36.86,29.74,59.95,40,1.4,11,3.82,23.79,7.41,58.26,PPT1993_CAT_CONUS.zip
948010095,109.38,25.55,32.98,21.39,59.13,41.17,1.26,10.22,4.12,25.82,6.22,60.81,PPT1993_CAT_CONUS.zip
948010096,108.02,30.6,36.92,30.02,59.89,39.46,1.34,10.85,3.8,23.5,7.26,56.58,PPT1993_CAT_CONUS.zip
