COMID,CAT_RUN_JAN1978,CAT_RUN_FEB1978,CAT_RUN_MAR1978,CAT_RUN_APR1978,CAT_RUN_MAY1978,CAT_RUN_JUN1978,CAT_RUN_JUL1978,CAT_RUN_AUG1978,CAT_RUN_SEP1978,CAT_RUN_OCT1978,CAT_RUN_NOV1978,CAT_RUN_DEC1978,filename
3917070,125.83,109.4,87.51,70.11,35.53,19.94,8.89,7.22,5.43,1.16,1.46,0.3,RUN1978_CAT_CONUS.zip
3917072,125.78,101.9,82.48,67.21,33.96,19.13,8.5,6.96,5.29,1.12,1.41,0.3,RUN1978_CAT_CONUS.zip
3917082,142.02,137.94,94.44,77.36,38.73,21.56,10.72,7.19,5.55,1.22,1.34,0.29,RUN1978_CAT_CONUS.zip
3917084,137.64,146.43,100.47,80.23,40.37,22.42,10.68,7.45,5.78,1.29,1.41,0.3,RUN1978_CAT_CONUS.zip
3917106,137.23,124.67,88.45,72.69,36.34,20.3,10.01,6.66,5.35,1.15,1.26,0.28,RUN1978_CAT_CONUS.zip
3917114,116.75,118.59,87.68,70.78,35.43,19.76,9.09,6.48,5.29,1.15,1.26,0.3,RUN1978_CAT_CONUS.zip
3917130,123.08,105.71,83.17,68.82,34.3,19.19,8.96,6.03,5.21,1.13,1.21,0.29,RUN1978_CAT_CONUS.zip
3917136,136.19,110.04,82.16,66.08,33.01,18.55,9.14,5.9,5.05,1.04,1.16,0.26,RUN1978_CAT_CONUS.zip
3917138,129.71,89.3,73.52,57.29,28.64,16.26,7.74,4.87,4.73,0.92,1.05,0.24,RUN1978_CAT_CONUS.zip
3917154,122.48,109.26,84.9,68.87,34.67,19.45,8.77,6.79,5.3,1.13,1.35,0.3,RUN1978_CAT_CONUS.zip
3917156,106.4,87.4,73.9,61.21,30.57,17.23,7.76,5.92,4.85,1.01,1.19,0.3,RUN1978_CAT_CONUS.zip
3917158,68.27,47.14,30.93,17.86,8.62,6,2.45,2.09,3.22,0.34,0.7,0.29,RUN1978_CAT_CONUS.zip
3917160,69.94,47.7,31.2,19.6,9.55,6.6,2.76,2.29,3.49,0.36,0.69,0.27,RUN1978_CAT_CONUS.zip
3917162,115.16,93.33,81.43,67.33,33.33,18.58,8.68,5.72,5.03,1.11,1.18,0.31,RUN1978_CAT_CONUS.zip
3917164,85.13,57.98,54.36,42.15,21.15,12.47,5.43,4.57,4.2,0.7,1.07,0.32,RUN1978_CAT_CONUS.zip
3917172,103.16,77.98,67.81,53.67,27.05,15.51,6.83,5.65,4.69,0.89,1.23,0.31,RUN1978_CAT_CONUS.zip
3917176,123.86,111.61,108.23,80.14,39.57,21.45,10.15,6.54,5.52,1.3,1.5,0.44,RUN1978_CAT_CONUS.zip
3917178,116.18,104.36,97.79,75.74,37.41,20.52,9.62,6.25,5.28,1.24,1.38,0.38,RUN1978_CAT_CONUS.zip
3917194,166.41,145.57,139.87,107.17,52.8,28.35,13.89,8,6.35,1.75,1.85,0.43,RUN1978_CAT_CONUS.zip
3917198,67.07,46.71,29.27,17.39,8.32,5.79,2.38,2,3.1,0.32,0.67,0.29,RUN1978_CAT_CONUS.zip
3917200,63.49,45,27.88,16.13,7.6,5.26,2.19,1.87,2.76,0.29,0.62,0.28,RUN1978_CAT_CONUS.zip
3917230,47.55,27.16,15.2,8.1,3.9,3.46,1.3,1.18,2.36,0.19,0.4,0.26,RUN1978_CAT_CONUS.zip
3917244,51.33,32.61,17.57,9.51,4.49,3.73,1.39,1.3,2.46,0.21,0.44,0.26,RUN1978_CAT_CONUS.zip
3917912,102.36,86.2,73.49,60.78,30.19,16.97,7.71,5.62,4.76,1,1.13,0.31,RUN1978_CAT_CONUS.zip
3917914,130.34,92.73,78.97,61.53,30.38,16.96,8.42,5.1,4.56,0.97,1.01,0.29,RUN1978_CAT_CONUS.zip
3917916,137.48,106.61,93.98,74.08,36.8,20.38,9.73,6.01,5.33,1.21,1.3,0.31,RUN1978_CAT_CONUS.zip
3917918,91.13,71.89,62.43,42.8,21.1,12.23,5.53,3.96,4.16,0.72,1.05,0.34,RUN1978_CAT_CONUS.zip
3917920,67.77,46.74,30.48,17.54,8.46,5.91,2.41,2.06,3.2,0.33,0.69,0.29,RUN1978_CAT_CONUS.zip
3917946,47.38,30.54,18.62,9.74,4.61,3.8,1.78,1.37,2.72,0.19,0.46,0.29,RUN1978_CAT_CONUS.zip
3917948,61.06,43.09,26.67,14.72,6.91,4.89,2.01,1.76,2.66,0.27,0.59,0.28,RUN1978_CAT_CONUS.zip
3917950,56.72,39.39,22.82,12.39,5.8,4.37,1.72,1.53,2.5,0.24,0.5,0.27,RUN1978_CAT_CONUS.zip
